experiment,step,metric,value
B0: standard + curriculum,22912000,active_mds,43.369651794433594
B0: standard + curriculum,22963200,active_mds,43.47832107543945
B0: standard + curriculum,23014400,active_mds,43.244258880615234
B0: standard + curriculum,23065600,active_mds,43.384300231933594
B0: standard + curriculum,23116800,active_mds,43.12004089355469
B0: standard + curriculum,23168000,active_mds,42.90473175048828
B0: standard + curriculum,23219200,active_mds,42.85792922973633
B0: standard + curriculum,23270400,active_mds,42.98733901977539
B0: standard + curriculum,23321600,active_mds,42.791561126708984
B0: standard + curriculum,23372800,active_mds,42.91175842285156
B0: standard + curriculum,23424000,active_mds,42.89012145996094
B0: standard + curriculum,23475200,active_mds,42.3897705078125
B0: standard + curriculum,23526400,active_mds,42.3855094909668
B0: standard + curriculum,23577600,active_mds,42.576019287109375
B0: standard + curriculum,23628800,active_mds,42.22854995727539
B0: standard + curriculum,23680000,active_mds,42.099449157714844
B0: standard + curriculum,23731200,active_mds,42.588008880615234
B0: standard + curriculum,23782400,active_mds,42.22039031982422
B0: standard + curriculum,23833600,active_mds,41.99671936035156
B0: standard + curriculum,23884800,active_mds,42.15827941894531
B0: standard + curriculum,23936000,active_mds,42.40565872192383
B0: standard + curriculum,23987200,active_mds,42.099491119384766
B0: standard + curriculum,24038400,active_mds,42.16593933105469
B0: standard + curriculum,24089600,active_mds,42.139610290527344
B0: standard + curriculum,24140800,active_mds,42.567848205566406
B0: standard + curriculum,24192000,active_mds,42.39004135131836
B0: standard + curriculum,24243200,active_mds,42.493831634521484
B0: standard + curriculum,24294400,active_mds,43.068321228027344
B0: standard + curriculum,24345600,active_mds,43.24531173706055
B0: standard + curriculum,24396800,active_mds,43.186248779296875
B0: standard + curriculum,24448000,active_mds,43.07680130004883
B0: standard + curriculum,24499200,active_mds,43.155860900878906
B0: standard + curriculum,24550400,active_mds,43.08858871459961
B0: standard + curriculum,24601600,active_mds,43.02894973754883
B0: standard + curriculum,24652800,active_mds,42.835548400878906
B0: standard + curriculum,24704000,active_mds,42.981990814208984
B0: standard + curriculum,24755200,active_mds,43.055198669433594
B0: standard + curriculum,24806400,active_mds,43.09312057495117
B0: standard + curriculum,24857600,active_mds,43.01266098022461
B0: standard + curriculum,24908800,active_mds,42.649410247802734
B0: standard + curriculum,24960000,active_mds,42.867069244384766
B0: standard + curriculum,25011200,active_mds,42.871559143066406
B0: standard + curriculum,25062400,active_mds,43.00511932373047
B0: standard + curriculum,25113600,active_mds,42.3514518737793
B0: standard + curriculum,25164800,active_mds,43.12065887451172
B0: standard + curriculum,25216000,active_mds,43.27901840209961
B0: standard + curriculum,25267200,active_mds,42.58000183105469
B0: standard + curriculum,25318400,active_mds,42.61698913574219
B0: standard + curriculum,25369600,active_mds,42.923240661621094
B0: standard + curriculum,25420800,active_mds,42.943359375
B0: standard + curriculum,25472000,active_mds,43.15789031982422
B0: standard + curriculum,25523200,active_mds,42.85625076293945
B0: standard + curriculum,25574400,active_mds,43.19776916503906
B0: standard + curriculum,25625600,active_mds,43.1428108215332
B0: standard + curriculum,25676800,active_mds,42.90093994140625
B0: standard + curriculum,25728000,active_mds,43.23891067504883
B0: standard + curriculum,25779200,active_mds,43.085079193115234
B0: standard + curriculum,25830400,active_mds,43.253318786621094
B0: standard + curriculum,25881600,active_mds,43.41999816894531
B0: standard + curriculum,25932800,active_mds,43.12948989868164
B0: standard + curriculum,25984000,active_mds,42.90715026855469
B0: standard + curriculum,26035200,active_mds,43.41823959350586
B0: standard + curriculum,26086400,active_mds,43.35844039916992
B0: standard + curriculum,26137600,active_mds,43.20832061767578
B0: standard + curriculum,26188800,active_mds,43.18109130859375
B0: standard + curriculum,26240000,active_mds,43.456451416015625
B0: standard + curriculum,26291200,active_mds,42.81132888793945
B0: standard + curriculum,26342400,active_mds,43.357810974121094
B0: standard + curriculum,26393600,active_mds,43.554649353027344
B0: standard + curriculum,26444800,active_mds,43.62641143798828
B0: standard + curriculum,26496000,active_mds,43.16434097290039
B0: standard + curriculum,26547200,active_mds,42.909061431884766
B0: standard + curriculum,26598400,active_mds,43.595550537109375
B0: standard + curriculum,26649600,active_mds,43.16270065307617
B0: standard + curriculum,26700800,active_mds,43.143829345703125
B0: standard + curriculum,26752000,active_mds,43.52336120605469
B0: standard + curriculum,26803200,active_mds,43.0519905090332
B0: standard + curriculum,26854400,active_mds,43.874141693115234
B0: standard + curriculum,26905600,active_mds,43.96194839477539
B0: standard + curriculum,26956800,active_mds,43.42387008666992
B0: standard + curriculum,27008000,active_mds,43.86878967285156
B0: standard + curriculum,27059200,active_mds,43.46187973022461
B0: standard + curriculum,27110400,active_mds,44.573158264160156
B0: standard + curriculum,27161600,active_mds,44.12171936035156
B0: standard + curriculum,27212800,active_mds,44.07944869995117
B0: standard + curriculum,27264000,active_mds,44.48722839355469
B0: standard + curriculum,27315200,active_mds,44.40003967285156
B0: standard + curriculum,27366400,active_mds,44.36151885986328
B0: standard + curriculum,27417600,active_mds,44.18238067626953
B0: standard + curriculum,27468800,active_mds,44.14347839355469
B0: standard + curriculum,27520000,active_mds,43.944488525390625
B0: standard + curriculum,27571200,active_mds,44.53351974487305
B0: standard + curriculum,27622400,active_mds,43.97077941894531
B0: standard + curriculum,27673600,active_mds,44.24195098876953
B0: standard + curriculum,27724800,active_mds,44.13108825683594
B0: standard + curriculum,27776000,active_mds,43.78215026855469
B0: standard + curriculum,27827200,active_mds,43.976478576660156
B0: standard + curriculum,27878400,active_mds,43.88507843017578
B0: standard + curriculum,27929600,active_mds,43.78800964355469
B0: standard + curriculum,27980800,active_mds,44.14598083496094
B0: standard + curriculum,28032000,active_mds,44.676090240478516
B0: standard + curriculum,28083200,active_mds,44.10198974609375
B0: standard + curriculum,28134400,active_mds,44.671478271484375
B0: standard + curriculum,28185600,active_mds,44.24617004394531
B0: standard + curriculum,28236800,active_mds,44.44738006591797
B0: standard + curriculum,28288000,active_mds,44.35258102416992
B0: standard + curriculum,28339200,active_mds,44.05038833618164
B0: standard + curriculum,28390400,active_mds,44.1337890625
B0: standard + curriculum,28441600,active_mds,43.90840148925781
B0: standard + curriculum,28492800,active_mds,43.94844055175781
B0: standard + curriculum,28544000,active_mds,43.60163879394531
B0: standard + curriculum,28595200,active_mds,43.828399658203125
B0: standard + curriculum,28646400,active_mds,44.25188064575195
B0: standard + curriculum,28697600,active_mds,44.27402114868164
B0: standard + curriculum,28748800,active_mds,44.24824142456055
B0: standard + curriculum,28800000,active_mds,44.41426086425781
B0: standard + curriculum,28851200,active_mds,44.587928771972656
B0: standard + curriculum,28902400,active_mds,44.70772933959961
B0: standard + curriculum,28953600,active_mds,44.149139404296875
B0: standard + curriculum,29004800,active_mds,43.88901901245117
B0: standard + curriculum,29056000,active_mds,44.75495910644531
B0: standard + curriculum,29107200,active_mds,44.53015899658203
B0: standard + curriculum,29158400,active_mds,44.057151794433594
B0: standard + curriculum,29209600,active_mds,44.38438034057617
B0: standard + curriculum,29260800,active_mds,44.4510498046875
B0: standard + curriculum,29312000,active_mds,44.38066101074219
B0: standard + curriculum,29363200,active_mds,44.90602111816406
B0: standard + curriculum,29414400,active_mds,45.135589599609375
B0: standard + curriculum,29465600,active_mds,45.505001068115234
B0: standard + curriculum,29516800,active_mds,44.92061996459961
B0: standard + curriculum,29568000,active_mds,45.13917922973633
B0: standard + curriculum,29619200,active_mds,45.13539123535156
B0: standard + curriculum,29670400,active_mds,44.927459716796875
B0: standard + curriculum,29721600,active_mds,44.86695098876953
B0: standard + curriculum,29772800,active_mds,44.940940856933594
B0: standard + curriculum,29824000,active_mds,45.2513313293457
B0: standard + curriculum,29875200,active_mds,45.10905838012695
B0: standard + curriculum,29926400,active_mds,45.10285186767578
B0: standard + curriculum,29977600,active_mds,45.528831481933594
B0: standard + curriculum,30028800,active_mds,45.465938568115234
B0: standard + curriculum,30080000,active_mds,45.72930145263672
B0: standard + curriculum,30131200,active_mds,45.44015884399414
B0: standard + curriculum,30182400,active_mds,45.89043045043945
B0: standard + curriculum,30233600,active_mds,46.23194885253906
B0: standard + curriculum,30284800,active_mds,45.4193000793457
B0: standard + curriculum,30336000,active_mds,45.136680603027344
B0: standard + curriculum,30387200,active_mds,45.4304313659668
B0: standard + curriculum,30438400,active_mds,45.96949005126953
B0: standard + curriculum,30489600,active_mds,46.13706970214844
B0: standard + curriculum,30540800,active_mds,45.44601821899414
B0: standard + curriculum,30592000,active_mds,45.50836181640625
B0: standard + curriculum,30643200,active_mds,45.96894836425781
B0: standard + curriculum,30694400,active_mds,45.736289978027344
B0: standard + curriculum,30745600,active_mds,45.83551025390625
B0: standard + curriculum,30796800,active_mds,45.47113037109375
B0: standard + curriculum,30848000,active_mds,46.14937973022461
B0: standard + curriculum,30899200,active_mds,45.70293045043945
B0: standard + curriculum,30950400,active_mds,46.36030960083008
B0: standard + curriculum,31001600,active_mds,45.677730560302734
B0: standard + curriculum,31052800,active_mds,45.745269775390625
B0: standard + curriculum,31104000,active_mds,46.49496078491211
B0: standard + curriculum,31155200,active_mds,46.206329345703125
B0: standard + curriculum,31206400,active_mds,46.349491119384766
B0: standard + curriculum,31257600,active_mds,47.11085891723633
B0: standard + curriculum,31308800,active_mds,45.98875045776367
B0: standard + curriculum,31360000,active_mds,45.84511947631836
B0: standard + curriculum,31411200,active_mds,45.871639251708984
B0: standard + curriculum,31462400,active_mds,45.94839859008789
B0: standard + curriculum,31513600,active_mds,46.270389556884766
B0: standard + curriculum,31564800,active_mds,46.12702941894531
B0: standard + curriculum,31616000,active_mds,46.24089813232422
B0: standard + curriculum,31667200,active_mds,46.04507827758789
B0: standard + curriculum,31718400,active_mds,45.980621337890625
B0: standard + curriculum,31769600,active_mds,45.958011627197266
B0: standard + curriculum,31820800,active_mds,46.57358932495117
B0: standard + curriculum,31872000,active_mds,45.4928092956543
B0: standard + curriculum,31923200,active_mds,46.25101852416992
B0: standard + curriculum,31974400,active_mds,45.827030181884766
B0: standard + curriculum,32025600,active_mds,45.749610900878906
B0: standard + curriculum,32076800,active_mds,46.309730529785156
B0: standard + curriculum,32128000,active_mds,45.898441314697266
B0: standard + curriculum,32179200,active_mds,46.333438873291016
B0: standard + curriculum,32230400,active_mds,46.02265930175781
B0: standard + curriculum,32281600,active_mds,46.04988098144531
B0: standard + curriculum,32332800,active_mds,45.88777160644531
B0: standard + curriculum,32384000,active_mds,45.86983871459961
B0: standard + curriculum,32435200,active_mds,45.340431213378906
B0: standard + curriculum,32486400,active_mds,46.05352020263672
B0: standard + curriculum,32537600,active_mds,46.41059112548828
B0: standard + curriculum,32588800,active_mds,46.02891159057617
B0: standard + curriculum,32640000,active_mds,46.292659759521484
B0: standard + curriculum,32691200,active_mds,46.01836013793945
B0: standard + curriculum,32742400,active_mds,46.541168212890625
B0: standard + curriculum,32793600,active_mds,46.72789001464844
B0: standard + curriculum,32844800,active_mds,45.850738525390625
B0: standard + curriculum,32896000,active_mds,45.826560974121094
B0: standard + curriculum,32947200,active_mds,46.38241958618164
B0: standard + curriculum,32998400,active_mds,46.443870544433594
B0: standard + curriculum,33049600,active_mds,46.22159957885742
B0: standard + curriculum,33100800,active_mds,46.82508087158203
B0: standard + curriculum,33152000,active_mds,46.47772979736328
B0: standard + curriculum,33203200,active_mds,46.647769927978516
B0: standard + curriculum,33254400,active_mds,45.76387023925781
B0: standard + curriculum,33305600,active_mds,46.05418014526367
B0: standard + curriculum,33356800,active_mds,46.62953186035156
B0: standard + curriculum,33408000,active_mds,45.7930908203125
B0: standard + curriculum,33459200,active_mds,45.8361701965332
B0: standard + curriculum,33510400,active_mds,46.159610748291016
B0: standard + curriculum,33561600,active_mds,45.74811935424805
B0: standard + curriculum,33612800,active_mds,45.243629455566406
B0: standard + curriculum,33664000,active_mds,44.99020004272461
B0: standard + curriculum,33715200,active_mds,44.87284851074219
B0: standard + curriculum,33766400,active_mds,44.70098114013672
B0: standard + curriculum,33817600,active_mds,45.27558898925781
B0: standard + curriculum,33868800,active_mds,45.14445114135742
B0: standard + curriculum,33920000,active_mds,45.28190994262695
B0: standard + curriculum,33971200,active_mds,45.573909759521484
B0: standard + curriculum,34022400,active_mds,45.505428314208984
B0: standard + curriculum,34073600,active_mds,45.4509391784668
B0: standard + curriculum,34124800,active_mds,45.702728271484375
B0: standard + curriculum,34176000,active_mds,45.22406005859375
B0: standard + curriculum,34227200,active_mds,45.292659759521484
B0: standard + curriculum,34278400,active_mds,45.534610748291016
B0: standard + curriculum,34329600,active_mds,46.0402717590332
B0: standard + curriculum,34380800,active_mds,45.736209869384766
B0: standard + curriculum,34432000,active_mds,45.70737838745117
B0: standard + curriculum,34483200,active_mds,45.9853515625
B0: standard + curriculum,34534400,active_mds,46.546329498291016
B0: standard + curriculum,34585600,active_mds,46.52090072631836
B0: standard + curriculum,34636800,active_mds,45.718238830566406
B0: standard + curriculum,34688000,active_mds,46.02054977416992
B0: standard + curriculum,34739200,active_mds,45.99851989746094
B0: standard + curriculum,34790400,active_mds,46.22679901123047
B0: standard + curriculum,34841600,active_mds,46.28765869140625
B0: standard + curriculum,34892800,active_mds,46.55284881591797
B0: standard + curriculum,34944000,active_mds,46.596839904785156
B0: standard + curriculum,34995200,active_mds,46.14038848876953
B0: standard + curriculum,35046400,active_mds,46.02676010131836
B0: standard + curriculum,35097600,active_mds,46.57305145263672
B0: standard + curriculum,35148800,active_mds,46.637229919433594
B0: standard + curriculum,35200000,active_mds,46.500160217285156
B0: standard + curriculum,35251200,active_mds,46.198951721191406
B0: standard + curriculum,35302400,active_mds,46.649959564208984
B0: standard + curriculum,35353600,active_mds,46.73569869995117
B0: standard + curriculum,35404800,active_mds,46.735469818115234
B0: standard + curriculum,35456000,active_mds,46.81184005737305
B0: standard + curriculum,35507200,active_mds,46.89952850341797
B0: standard + curriculum,35558400,active_mds,47.002418518066406
B0: standard + curriculum,35609600,active_mds,47.270469665527344
B0: standard + curriculum,35660800,active_mds,46.40761947631836
B0: standard + curriculum,35712000,active_mds,46.858009338378906
B0: standard + curriculum,35763200,active_mds,46.705230712890625
B0: standard + curriculum,35814400,active_mds,46.46453094482422
B0: standard + curriculum,35865600,active_mds,46.56184005737305
B0: standard + curriculum,35916800,active_mds,46.50297164916992
B0: standard + curriculum,35968000,active_mds,46.01573944091797
B0: standard + curriculum,36019200,active_mds,46.4168815612793
B0: standard + curriculum,36070400,active_mds,46.24094009399414
B0: standard + curriculum,36121600,active_mds,46.55659866333008
B0: standard + curriculum,36172800,active_mds,46.172340393066406
B0: standard + curriculum,36224000,active_mds,46.460899353027344
B0: standard + curriculum,36275200,active_mds,46.95914077758789
B0: standard + curriculum,36326400,active_mds,46.44559097290039
B0: standard + curriculum,36377600,active_mds,46.79780960083008
B0: standard + curriculum,36428800,active_mds,46.666988372802734
B0: standard + curriculum,36480000,active_mds,47.224369049072266
B0: standard + curriculum,36531200,active_mds,46.43516159057617
B0: standard + curriculum,36582400,active_mds,46.92026901245117
B0: standard + curriculum,36633600,active_mds,47.1351203918457
B0: standard + curriculum,36684800,active_mds,46.52156066894531
B0: standard + curriculum,36736000,active_mds,46.487728118896484
B0: standard + curriculum,36787200,active_mds,46.33660125732422
B0: standard + curriculum,36838400,active_mds,46.14081954956055
B0: standard + curriculum,36889600,active_mds,46.037620544433594
B0: standard + curriculum,36940800,active_mds,46.044490814208984
B0: standard + curriculum,36992000,active_mds,46.437110900878906
B0: standard + curriculum,37043200,active_mds,46.60945129394531
B0: standard + curriculum,37094400,active_mds,46.123050689697266
B0: standard + curriculum,37145600,active_mds,46.24245834350586
B0: standard + curriculum,37196800,active_mds,45.973628997802734
B0: standard + curriculum,37248000,active_mds,46.62797164916992
B0: standard + curriculum,37299200,active_mds,46.28281021118164
B0: standard + curriculum,37350400,active_mds,46.16284942626953
B0: standard + curriculum,37401600,active_mds,46.44272994995117
B0: standard + curriculum,37452800,active_mds,46.29690933227539
B0: standard + curriculum,37504000,active_mds,46.574771881103516
B0: standard + curriculum,37555200,active_mds,46.76261901855469
B0: standard + curriculum,37606400,active_mds,46.65476989746094
B0: standard + curriculum,37657600,active_mds,46.32215118408203
B0: standard + curriculum,37708800,active_mds,45.908050537109375
B0: standard + curriculum,37760000,active_mds,45.85245895385742
B0: standard + curriculum,37811200,active_mds,46.37710952758789
B0: standard + curriculum,37862400,active_mds,46.449729919433594
B0: standard + curriculum,37913600,active_mds,46.03289031982422
B0: standard + curriculum,37964800,active_mds,46.24542999267578
B0: standard + curriculum,38016000,active_mds,46.32284927368164
B0: standard + curriculum,38067200,active_mds,46.26668167114258
B0: standard + curriculum,38118400,active_mds,46.31565856933594
B0: standard + curriculum,38169600,active_mds,46.6667594909668
B0: standard + curriculum,38220800,active_mds,46.38167953491211
B0: standard + curriculum,38272000,active_mds,46.45206832885742
B0: standard + curriculum,38323200,active_mds,46.57929992675781
B0: standard + curriculum,38374400,active_mds,46.70766067504883
B0: standard + curriculum,38425600,active_mds,46.392459869384766
B0: standard + curriculum,38476800,active_mds,46.2230110168457
B0: standard + curriculum,38528000,active_mds,46.883750915527344
B0: standard + curriculum,38579200,active_mds,46.60929870605469
B0: standard + curriculum,38630400,active_mds,46.853240966796875
B0: standard + curriculum,38681600,active_mds,47.15496063232422
B0: standard + curriculum,38732800,active_mds,46.65311813354492
B0: standard + curriculum,38784000,active_mds,46.521018981933594
B0: standard + curriculum,38835200,active_mds,46.995121002197266
B0: standard + curriculum,38886400,active_mds,46.49468994140625
B0: standard + curriculum,38937600,active_mds,46.7575798034668
B0: standard + curriculum,38988800,active_mds,46.9332389831543
B0: standard + curriculum,39040000,active_mds,47.20405960083008
B0: standard + curriculum,39091200,active_mds,47.0978889465332
B0: standard + curriculum,39142400,active_mds,47.523319244384766
B0: standard + curriculum,39193600,active_mds,47.17061996459961
B0: standard + curriculum,39244800,active_mds,46.90409851074219
B0: standard + curriculum,39296000,active_mds,47.15647888183594
B0: standard + curriculum,39347200,active_mds,46.67940902709961
B0: standard + curriculum,39398400,active_mds,46.61246109008789
B0: standard + curriculum,39449600,active_mds,46.472190856933594
B0: standard + curriculum,39500800,active_mds,46.509490966796875
B0: standard + curriculum,39552000,active_mds,46.49660110473633
B0: standard + curriculum,39603200,active_mds,46.79780960083008
B0: standard + curriculum,39654400,active_mds,46.54499816894531
B0: standard + curriculum,39705600,active_mds,46.39487838745117
B0: standard + curriculum,39756800,active_mds,46.23582077026367
B0: standard + curriculum,39808000,active_mds,46.46797180175781
B0: standard + curriculum,39859200,active_mds,46.37691116333008
B0: standard + curriculum,39910400,active_mds,46.46133041381836
B0: standard + curriculum,39961600,active_mds,46.27402114868164
B0: standard + curriculum,40012800,active_mds,46.413978576660156
B0: standard + curriculum,40064000,active_mds,46.648521423339844
B0: standard + curriculum,40115200,active_mds,46.04745864868164
B0: standard + curriculum,40166400,active_mds,46.18046951293945
B0: standard + curriculum,40217600,active_mds,46.73741912841797
B0: standard + curriculum,40268800,active_mds,46.75429916381836
B0: standard + curriculum,40320000,active_mds,46.67155838012695
B0: standard + curriculum,40371200,active_mds,46.93022918701172
B0: standard + curriculum,40422400,active_mds,46.617618560791016
B0: standard + curriculum,40473600,active_mds,47.24488067626953
B0: standard + curriculum,40524800,active_mds,46.81909942626953
B0: standard + curriculum,40576000,active_mds,46.480079650878906
B0: standard + curriculum,40627200,active_mds,46.451759338378906
B0: standard + curriculum,40678400,active_mds,46.87847900390625
B0: standard + curriculum,40729600,active_mds,46.76089859008789
B0: standard + curriculum,40780800,active_mds,46.50202941894531
B0: standard + curriculum,40832000,active_mds,46.66202926635742
B0: standard + curriculum,40883200,active_mds,47.06230163574219
B0: standard + curriculum,40934400,active_mds,46.558631896972656
B0: standard + curriculum,40985600,active_mds,46.69527053833008
B0: standard + curriculum,41036800,active_mds,46.710121154785156
B0: standard + curriculum,41088000,active_mds,46.65855026245117
B0: standard + curriculum,41139200,active_mds,46.27008056640625
B0: standard + curriculum,41190400,active_mds,46.78887176513672
B0: standard + curriculum,41241600,active_mds,46.673091888427734
B0: standard + curriculum,41292800,active_mds,47.153751373291016
B0: standard + curriculum,41344000,active_mds,47.090511322021484
B0: standard + curriculum,41395200,active_mds,46.453521728515625
B0: standard + curriculum,41446400,active_mds,46.19820022583008
B0: standard + curriculum,41497600,active_mds,46.86886978149414
B0: standard + curriculum,41548800,active_mds,46.9474983215332
B0: standard + curriculum,41600000,active_mds,47.19718933105469
B0: standard + curriculum,41651200,active_mds,46.99559020996094
B0: standard + curriculum,41702400,active_mds,47.37546920776367
B0: standard + curriculum,41753600,active_mds,47.585548400878906
B0: standard + curriculum,41804800,active_mds,47.651519775390625
B0: standard + curriculum,41856000,active_mds,47.48257827758789
B0: standard + curriculum,41907200,active_mds,47.58272933959961
B0: standard + curriculum,41958400,active_mds,47.51390838623047
B0: standard + curriculum,42009600,active_mds,47.582149505615234
B0: standard + curriculum,42060800,active_mds,47.37715148925781
B0: standard + curriculum,42112000,active_mds,47.60757827758789
B0: standard + curriculum,42163200,active_mds,47.66722869873047
B0: standard + curriculum,42214400,active_mds,47.93648147583008
B0: standard + curriculum,42265600,active_mds,47.84339904785156
B0: standard + curriculum,42316800,active_mds,47.41175842285156
B0: standard + curriculum,42368000,active_mds,47.27727127075195
B0: standard + curriculum,42419200,active_mds,47.42258071899414
B0: standard + curriculum,42470400,active_mds,47.29288864135742
B0: standard + curriculum,42521600,active_mds,47.41870880126953
B0: standard + curriculum,42572800,active_mds,47.4539794921875
B0: standard + curriculum,42624000,active_mds,46.8626594543457
B0: standard + curriculum,42675200,active_mds,47.32992172241211
B0: standard + curriculum,42726400,active_mds,47.28179931640625
B0: standard + curriculum,42777600,active_mds,47.5070686340332
B0: standard + curriculum,42828800,active_mds,47.311561584472656
B0: standard + curriculum,42880000,active_mds,47.383399963378906
B0: standard + curriculum,42931200,active_mds,47.45112991333008
B0: standard + curriculum,42982400,active_mds,47.492069244384766
B0: standard + curriculum,43033600,active_mds,47.39141082763672
B0: standard + curriculum,43084800,active_mds,47.46073913574219
B0: standard + curriculum,43136000,active_mds,47.38262176513672
B0: standard + curriculum,43187200,active_mds,47.50202941894531
B0: standard + curriculum,43238400,active_mds,47.84531021118164
B0: standard + curriculum,43289600,active_mds,47.953948974609375
B0: standard + curriculum,43340800,active_mds,47.986019134521484
B0: standard + curriculum,43392000,active_mds,47.91965103149414
B0: standard + curriculum,43443200,active_mds,47.88570022583008
B0: standard + curriculum,43494400,active_mds,47.713321685791016
B0: standard + curriculum,43545600,active_mds,47.68022918701172
B0: standard + curriculum,43596800,active_mds,47.72827911376953
B0: standard + curriculum,43648000,active_mds,47.74266052246094
B0: standard + curriculum,43699200,active_mds,47.727500915527344
B0: standard + curriculum,43750400,active_mds,47.787071228027344
B0: standard + curriculum,43801600,active_mds,47.924381256103516
B0: standard + curriculum,43852800,active_mds,47.87440872192383
B0: standard + curriculum,43904000,active_mds,47.7912483215332
B0: standard + curriculum,43955200,active_mds,47.82175827026367
B0: standard + curriculum,44006400,active_mds,47.965858459472656
B0: standard + curriculum,44057600,active_mds,47.891719818115234
B0: standard + curriculum,44108800,active_mds,47.76824188232422
B0: standard + curriculum,44160000,active_mds,47.53355026245117
B0: standard + curriculum,44211200,active_mds,47.47066116333008
B0: standard + curriculum,44262400,active_mds,47.936370849609375
B0: standard + curriculum,44313600,active_mds,47.696449279785156
B0: standard + curriculum,44364800,active_mds,47.77128982543945
B0: standard + curriculum,44416000,active_mds,47.366249084472656
B0: standard + curriculum,44467200,active_mds,47.64554977416992
B0: standard + curriculum,44518400,active_mds,47.38460922241211
B0: standard + curriculum,44569600,active_mds,47.52273178100586
B0: standard + curriculum,44620800,active_mds,47.68054962158203
B0: standard + curriculum,44672000,active_mds,47.460079193115234
B0: standard + curriculum,44723200,active_mds,47.260780334472656
B0: standard + curriculum,44774400,active_mds,47.052581787109375
B0: standard + curriculum,44825600,active_mds,47.437339782714844
B0: standard + curriculum,44876800,active_mds,47.739219665527344
B0: standard + curriculum,44928000,active_mds,47.58612823486328
B0: standard + curriculum,44979200,active_mds,47.6356201171875
B0: standard + curriculum,45030400,active_mds,47.70895004272461
B0: standard + curriculum,45081600,active_mds,47.787540435791016
B0: standard + curriculum,45132800,active_mds,48.11328125
B0: standard + curriculum,45184000,active_mds,48.2393798828125
B0: standard + curriculum,45235200,active_mds,47.874061584472656
B0: standard + curriculum,45286400,active_mds,48.1090202331543
B0: standard + curriculum,45337600,active_mds,47.762271881103516
B0: standard + curriculum,45388800,active_mds,48.01020050048828
B0: standard + curriculum,45440000,active_mds,47.9734001159668
B0: standard + curriculum,45491200,active_mds,47.929840087890625
B0: standard + curriculum,45542400,active_mds,47.84558868408203
B0: standard + curriculum,45593600,active_mds,48.02745819091797
B0: standard + curriculum,45644800,active_mds,48.163360595703125
B0: standard + curriculum,45696000,active_mds,47.96733856201172
B0: standard + curriculum,45747200,active_mds,48.233951568603516
B0: standard + curriculum,45798400,active_mds,48.32059097290039
B0: standard + curriculum,45849600,active_mds,48.15964889526367
B0: standard + curriculum,45900800,active_mds,48.181800842285156
B0: standard + curriculum,45952000,active_mds,47.62522888183594
B0: standard + curriculum,46003200,active_mds,48.03144836425781
B0: standard + curriculum,46054400,active_mds,47.57421875
B0: standard + curriculum,46105600,active_mds,47.691558837890625
B0: standard + curriculum,46156800,active_mds,47.84016036987305
B0: standard + curriculum,46208000,active_mds,47.448829650878906
B0: standard + curriculum,46259200,active_mds,47.80366897583008
B0: standard + curriculum,46310400,active_mds,48.02238082885742
B0: standard + curriculum,46361600,active_mds,47.86301040649414
B0: standard + curriculum,46412800,active_mds,47.867889404296875
B0: standard + curriculum,46464000,active_mds,47.918670654296875
B0: standard + curriculum,46515200,active_mds,47.84695053100586
B0: standard + curriculum,46566400,active_mds,47.84366989135742
B0: standard + curriculum,46617600,active_mds,47.46839904785156
B0: standard + curriculum,46668800,active_mds,47.641448974609375
B0: standard + curriculum,46720000,active_mds,47.66511917114258
B0: standard + curriculum,46771200,active_mds,47.810508728027344
B0: standard + curriculum,46822400,active_mds,47.86280822753906
B0: standard + curriculum,46873600,active_mds,47.68016052246094
B0: standard + curriculum,46924800,active_mds,47.98918151855469
B0: standard + curriculum,46976000,active_mds,47.856170654296875
B0: standard + curriculum,47027200,active_mds,47.701171875
B0: standard + curriculum,47078400,active_mds,47.645469665527344
B0: standard + curriculum,47129600,active_mds,47.8957405090332
B0: standard + curriculum,47180800,active_mds,47.95487976074219
B0: standard + curriculum,47232000,active_mds,47.71820068359375
B0: standard + curriculum,47283200,active_mds,47.5478515625
B0: standard + curriculum,47334400,active_mds,47.1711311340332
B0: standard + curriculum,47385600,active_mds,47.04473114013672
B0: standard + curriculum,47436800,active_mds,46.69871139526367
B0: standard + curriculum,47488000,active_mds,46.85858917236328
B0: standard + curriculum,47539200,active_mds,47.016639709472656
B0: standard + curriculum,47590400,active_mds,47.284488677978516
B0: standard + curriculum,47641600,active_mds,47.26152038574219
B0: standard + curriculum,47692800,active_mds,47.63539123535156
B0: standard + curriculum,47744000,active_mds,47.7648811340332
B0: standard + curriculum,47795200,active_mds,47.75645065307617
B0: standard + curriculum,47846400,active_mds,47.488948822021484
B0: standard + curriculum,47897600,active_mds,47.44879150390625
B0: standard + curriculum,47948800,active_mds,47.55004119873047
B0: standard + curriculum,48000000,active_mds,47.66582107543945
B0: standard + curriculum,48051200,active_mds,47.90222930908203
B0: standard + curriculum,48102400,active_mds,47.843318939208984
B0: standard + curriculum,48153600,active_mds,47.548240661621094
B0: standard + curriculum,48204800,active_mds,47.79961013793945
B0: standard + curriculum,48256000,active_mds,48.0791015625
B0: standard + curriculum,48307200,active_mds,48.09186935424805
B0: standard + curriculum,48358400,active_mds,47.99409866333008
B0: standard + curriculum,48409600,active_mds,48.284339904785156
B0: standard + curriculum,48460800,active_mds,48.13246154785156
