series,learning_episode,raw_value,three_point_smoothed_value
"DC-PPO (strict 1+5, stochastic train)",621.0,405147.46875,404959.0
"DC-PPO (strict 1+5, stochastic train)",623.0,406847.6875,405212.1354166667
"DC-PPO (strict 1+5, stochastic train)",625.0,403641.25,406127.0208333333
"DC-PPO (strict 1+5, stochastic train)",627.0,407892.125,405991.5104166667
"DC-PPO (strict 1+5, stochastic train)",629.0,406441.15625,406808.8645833333
"DC-PPO (strict 1+5, stochastic train)",631.0,406093.3125,405317.7708333333
"DC-PPO (strict 1+5, stochastic train)",633.0,403418.84375,406099.90625
"DC-PPO (strict 1+5, stochastic train)",635.0,408787.5625,408879.0520833333
"DC-PPO (strict 1+5, stochastic train)",637.0,414430.75,411346.53125
"DC-PPO (strict 1+5, stochastic train)",639.0,410821.28125,411604.6041666667
"DC-PPO (strict 1+5, stochastic train)",641.0,409561.78125,409866.8541666667
"DC-PPO (strict 1+5, stochastic train)",643.0,409217.5,411478.625
"DC-PPO (strict 1+5, stochastic train)",645.0,415656.59375,411275.1354166667
"DC-PPO (strict 1+5, stochastic train)",647.0,408951.3125,410446.875
"DC-PPO (strict 1+5, stochastic train)",649.0,406732.71875,408161.59375
"DC-PPO (strict 1+5, stochastic train)",651.0,408800.75,406178.5625
"DC-PPO (strict 1+5, stochastic train)",653.0,403002.21875,406998.21875
"DC-PPO (strict 1+5, stochastic train)",655.0,409191.6875,407210.90625
"DC-PPO (strict 1+5, stochastic train)",657.0,409438.8125,412034.03125
"DC-PPO (strict 1+5, stochastic train)",659.0,417471.59375,414485.46875
"DC-PPO (strict 1+5, stochastic train)",661.0,416546.0,416125.5416666667
"DC-PPO (strict 1+5, stochastic train)",663.0,414359.03125,415064.90625
"DC-PPO (strict 1+5, stochastic train)",665.0,414289.6875,414214.75
"DC-PPO (strict 1+5, stochastic train)",667.0,413995.53125,415109.9375
"DC-PPO (strict 1+5, stochastic train)",669.0,417044.59375,415184.3020833333
"DC-PPO (strict 1+5, stochastic train)",671.0,414512.78125,415740.1041666667
"DC-PPO (strict 1+5, stochastic train)",673.0,415662.9375,416502.0
"DC-PPO (strict 1+5, stochastic train)",675.0,419330.28125,417662.6666666667
"DC-PPO (strict 1+5, stochastic train)",677.0,417994.78125,418450.03125
"DC-PPO (strict 1+5, stochastic train)",679.0,418025.03125,419093.4791666667
"DC-PPO (strict 1+5, stochastic train)",681.0,421260.625,418356.125
"DC-PPO (strict 1+5, stochastic train)",683.0,415782.71875,416930.71875
"DC-PPO (strict 1+5, stochastic train)",685.0,413748.8125,415939.5625
"DC-PPO (strict 1+5, stochastic train)",687.0,418287.15625,417597.3645833333
"DC-PPO (strict 1+5, stochastic train)",689.0,420756.125,418664.5833333333
"DC-PPO (strict 1+5, stochastic train)",691.0,416950.46875,418239.2916666667
"DC-PPO (strict 1+5, stochastic train)",693.0,417011.28125,416620.1875
"DC-PPO (strict 1+5, stochastic train)",695.0,415898.8125,415494.4583333333
"DC-PPO (strict 1+5, stochastic train)",697.0,413573.28125,414275.2291666667
"DC-PPO (strict 1+5, stochastic train)",699.0,413353.59375,413942.96875
"DC-PPO (strict 1+5, stochastic train)",701.0,414902.03125,413656.4583333333
"DC-PPO (strict 1+5, stochastic train)",703.0,412713.75,413406.1458333333
"DC-PPO (strict 1+5, stochastic train)",705.0,412602.65625,411199.4791666667
"DC-PPO (strict 1+5, stochastic train)",707.0,408282.03125,410433.0625
"DC-PPO (strict 1+5, stochastic train)",709.0,410414.5,408915.9375
"DC-PPO (strict 1+5, stochastic train)",711.0,408051.28125,410888.6979166667
"DC-PPO (strict 1+5, stochastic train)",713.0,414200.3125,411472.7708333333
"DC-PPO (strict 1+5, stochastic train)",715.0,412166.71875,412235.71875
"DC-PPO (strict 1+5, stochastic train)",717.0,410340.125,412691.0520833333
"DC-PPO (strict 1+5, stochastic train)",719.0,415566.3125,413829.28125
"DC-PPO (strict 1+5, stochastic train)",721.0,415581.40625,415169.3229166667
"DC-PPO (strict 1+5, stochastic train)",723.0,414360.25,415390.3020833333
"DC-PPO (strict 1+5, stochastic train)",725.0,416229.25,416320.1770833333
"DC-PPO (strict 1+5, stochastic train)",727.0,418371.03125,417081.6875
"DC-PPO (strict 1+5, stochastic train)",729.0,416644.78125,416892.5416666667
"DC-PPO (strict 1+5, stochastic train)",731.0,415661.8125,416778.03125
"DC-PPO (strict 1+5, stochastic train)",733.0,418027.5,418734.8645833333
"DC-PPO (strict 1+5, stochastic train)",735.0,422515.28125,420226.78125
"DC-PPO (strict 1+5, stochastic train)",737.0,420137.5625,421412.2083333333
"DC-PPO (strict 1+5, stochastic train)",739.0,421583.78125,418663.0625
"DC-PPO (strict 1+5, stochastic train)",741.0,414267.84375,417391.3645833333
"DC-PPO (strict 1+5, stochastic train)",743.0,416322.46875,415485.96875
"DC-PPO (strict 1+5, stochastic train)",745.0,415867.59375,415203.7604166667
"DC-PPO (strict 1+5, stochastic train)",747.0,413421.21875,415352.875
"DC-PPO (strict 1+5, stochastic train)",749.0,416769.8125,415150.40625
"DC-PPO (strict 1+5, stochastic train)",751.0,415260.1875,416546.6145833333
"DC-PPO (strict 1+5, stochastic train)",753.0,417609.84375,417233.7083333333
"DC-PPO (strict 1+5, stochastic train)",755.0,418831.09375,417939.0208333333
"DC-PPO (strict 1+5, stochastic train)",757.0,417376.125,418568.5104166667
"DC-PPO (strict 1+5, stochastic train)",759.0,419498.3125,417652.6875
"DC-PPO (strict 1+5, stochastic train)",761.0,416083.625,418321.3229166667
"DC-PPO (strict 1+5, stochastic train)",763.0,419382.03125,417001.0
"DC-PPO (strict 1+5, stochastic train)",765.0,415537.34375,417193.4166666667
"DC-PPO (strict 1+5, stochastic train)",767.0,416660.875,416563.8854166667
"DC-PPO (strict 1+5, stochastic train)",769.0,417493.4375,417613.0104166667
"DC-PPO (strict 1+5, stochastic train)",771.0,418684.71875,417958.7083333333
"DC-PPO (strict 1+5, stochastic train)",773.0,417697.96875,418292.9583333333
"DC-PPO (strict 1+5, stochastic train)",775.0,418496.1875,418118.8020833333
"DC-PPO (strict 1+5, stochastic train)",777.0,418162.25,418769.2604166667
"DC-PPO (strict 1+5, stochastic train)",779.0,419649.34375,418897.5
"DC-PPO (strict 1+5, stochastic train)",781.0,418880.90625,418556.78125
"DC-PPO (strict 1+5, stochastic train)",783.0,417140.09375,418463.8645833333
"DC-PPO (strict 1+5, stochastic train)",785.0,419370.59375,419435.6666666667
"DC-PPO (strict 1+5, stochastic train)",787.0,421796.3125,419004.96875
"DC-PPO (strict 1+5, stochastic train)",789.0,415848.0,418781.7083333333
"DC-PPO (strict 1+5, stochastic train)",791.0,418700.8125,418085.1145833333
"DC-PPO (strict 1+5, stochastic train)",793.0,419706.53125,419215.4375
"DC-PPO (strict 1+5, stochastic train)",795.0,419238.96875,420086.1354166667
"DC-PPO (strict 1+5, stochastic train)",797.0,421312.90625,420702.8333333333
"DC-PPO (strict 1+5, stochastic train)",799.0,421556.625,421689.46875
"DC-PPO (strict 1+5, stochastic train)",801.0,422198.875,422529.6875
"DC-PPO (strict 1+5, stochastic train)",803.0,423833.5625,423582.7604166667
"DC-PPO (strict 1+5, stochastic train)",805.0,424715.84375,423665.3333333333
"DC-PPO (strict 1+5, stochastic train)",807.0,422446.59375,424674.3854166667
"DC-PPO (strict 1+5, stochastic train)",809.0,426860.71875,423240.5416666667
"DC-PPO (strict 1+5, stochastic train)",811.0,420414.3125,423260.9791666667
"DC-PPO (strict 1+5, stochastic train)",813.0,422507.90625,422736.8541666667
"DC-PPO (strict 1+5, stochastic train)",815.0,425288.34375,423128.1666666667
"DC-PPO (strict 1+5, stochastic train)",817.0,421588.25,422108.09375
"DC-PPO (strict 1+5, stochastic train)",819.0,419447.6875,420108.5833333333
"DC-PPO (strict 1+5, stochastic train)",821.0,419289.8125,420820.1041666667
"DC-PPO (strict 1+5, stochastic train)",823.0,423722.8125,422584.3333333333
"DC-PPO (strict 1+5, stochastic train)",825.0,424740.375,423031.84375
"DC-PPO (strict 1+5, stochastic train)",827.0,420632.34375,422692.8020833333
"DC-PPO (strict 1+5, stochastic train)",829.0,422705.6875,421651.46875
"DC-PPO (strict 1+5, stochastic train)",831.0,421616.375,422081.2395833333
"DC-PPO (strict 1+5, stochastic train)",833.0,421921.65625,420364.5625
"DC-PPO (strict 1+5, stochastic train)",835.0,417555.65625,419036.84375
"DC-PPO (strict 1+5, stochastic train)",837.0,417633.21875,418376.6666666667
"DC-PPO (strict 1+5, stochastic train)",839.0,419941.125,420134.96875
"DC-PPO (strict 1+5, stochastic train)",841.0,422830.5625,421561.8645833333
"DC-PPO (strict 1+5, stochastic train)",843.0,421913.90625,422976.5208333333
"DC-PPO (strict 1+5, stochastic train)",845.0,424185.09375,423346.0104166667
"DC-PPO (strict 1+5, stochastic train)",847.0,423939.03125,423897.6666666667
"DC-PPO (strict 1+5, stochastic train)",849.0,423568.875,424517.0
"DC-PPO (strict 1+5, stochastic train)",851.0,426043.09375,425463.40625
"DC-PPO (strict 1+5, stochastic train)",853.0,426778.25,427315.7604166667
"DC-PPO (strict 1+5, stochastic train)",855.0,429125.9375,427027.96875
"DC-PPO (strict 1+5, stochastic train)",857.0,425179.71875,424992.21875
"DC-PPO (strict 1+5, stochastic train)",859.0,420671.0,423626.4375
"DC-PPO (strict 1+5, stochastic train)",861.0,425028.59375,423721.2395833333
"DC-PPO (strict 1+5, stochastic train)",863.0,425464.125,425017.96875
"DC-PPO (strict 1+5, stochastic train)",865.0,424561.1875,423679.5208333333
"DC-PPO (strict 1+5, stochastic train)",867.0,421013.25,422536.3854166667
"DC-PPO (strict 1+5, stochastic train)",869.0,422034.71875,421834.5520833333
"DC-PPO (strict 1+5, stochastic train)",871.0,422455.6875,422847.0729166667
"DC-PPO (strict 1+5, stochastic train)",873.0,424050.8125,422821.6666666667
"DC-PPO (strict 1+5, stochastic train)",875.0,421958.5,421936.5520833333
"DC-PPO (strict 1+5, stochastic train)",877.0,419800.34375,420821.0104166667
"DC-PPO (strict 1+5, stochastic train)",879.0,420704.1875,420411.5520833333
"DC-PPO (strict 1+5, stochastic train)",881.0,420730.125,420199.28125
"DC-PPO (strict 1+5, stochastic train)",883.0,419163.53125,421616.1666666667
"DC-PPO (strict 1+5, stochastic train)",885.0,424954.84375,421311.9791666667
"DC-PPO (strict 1+5, stochastic train)",887.0,419817.5625,422693.40625
"DC-PPO (strict 1+5, stochastic train)",889.0,423307.8125,421705.7916666667
"DC-PPO (strict 1+5, stochastic train)",891.0,421992.0,422805.53125
"DC-PPO (strict 1+5, stochastic train)",893.0,423116.78125,421810.96875
"DC-PPO (strict 1+5, stochastic train)",895.0,420324.125,422611.8125
"DC-PPO (strict 1+5, stochastic train)",897.0,424394.53125,422884.0625
"DC-PPO (strict 1+5, stochastic train)",899.0,423933.53125,424617.0520833333
"DC-PPO (strict 1+5, stochastic train)",901.0,425523.09375,424959.28125
"DC-PPO (strict 1+5, stochastic train)",903.0,425421.21875,424672.0208333333
"DC-PPO (strict 1+5, stochastic train)",905.0,423071.75,424049.8333333333
"DC-PPO (strict 1+5, stochastic train)",907.0,423656.53125,423609.7291666667
"DC-PPO (strict 1+5, stochastic train)",909.0,424100.90625,423272.7083333333
"DC-PPO (strict 1+5, stochastic train)",911.0,422060.6875,422133.2083333333
"DC-PPO (strict 1+5, stochastic train)",913.0,420238.03125,420644.7604166667
"DC-PPO (strict 1+5, stochastic train)",915.0,419635.5625,420600.4375
"DC-PPO (strict 1+5, stochastic train)",917.0,421927.71875,421598.7604166667
"DC-PPO (strict 1+5, stochastic train)",919.0,423233.0,421356.4270833333
"DC-PPO (strict 1+5, stochastic train)",921.0,418908.5625,421227.8541666667
"DC-PPO (strict 1+5, stochastic train)",923.0,421542.0,420026.5
"DC-PPO (strict 1+5, stochastic train)",925.0,419628.9375,421655.8020833333
"DC-PPO (strict 1+5, stochastic train)",927.0,423796.46875,422529.25
"DC-PPO (strict 1+5, stochastic train)",929.0,424162.34375,424816.8020833333
"DC-PPO (strict 1+5, stochastic train)",931.0,426491.59375,425458.40625
"DC-PPO (strict 1+5, stochastic train)",933.0,425721.28125,426322.375
"DC-PPO (strict 1+5, stochastic train)",935.0,426754.25,426541.09375
"DC-PPO (strict 1+5, stochastic train)",937.0,427147.75,426836.40625
"DC-PPO (strict 1+5, stochastic train)",939.0,426607.21875,425867.1875
"DC-PPO (strict 1+5, stochastic train)",941.0,423846.59375,424308.9270833333
"DC-PPO (strict 1+5, stochastic train)",943.0,422472.96875,423258.2604166667
"DC-PPO (strict 1+5, stochastic train)",945.0,423455.21875,422601.5416666667
"DC-PPO (strict 1+5, stochastic train)",947.0,421876.4375,424517.8645833333
"DC-PPO (strict 1+5, stochastic train)",949.0,428221.9375,425554.46875
"DC-PPO (strict 1+5, stochastic train)",951.0,426565.03125,426961.875
"DC-PPO (strict 1+5, stochastic train)",953.0,426098.65625,426249.3541666667
"DC-PPO (strict 1+5, stochastic train)",955.0,426084.375,426645.3541666667
"DC-PPO (strict 1+5, stochastic train)",957.0,427753.03125,427394.25
"DC-PPO (strict 1+5, stochastic train)",959.0,428345.34375,427697.21875
"DC-PPO (strict 1+5, stochastic train)",961.0,426993.28125,427006.4791666667
"DC-PPO (strict 1+5, stochastic train)",963.0,425680.8125,424934.5729166667
"DC-PPO (strict 1+5, stochastic train)",965.0,422129.625,422274.46875
"DC-PPO (strict 1+5, stochastic train)",967.0,419012.96875,421211.8645833333
"DC-PPO (strict 1+5, stochastic train)",969.0,422493.0,420722.6666666667
"DC-PPO (strict 1+5, stochastic train)",971.0,420662.03125,421847.1354166667
"DC-PPO (strict 1+5, stochastic train)",973.0,422386.375,420664.03125
"DC-PPO (strict 1+5, stochastic train)",975.0,418943.6875,420541.3020833333
"DC-PPO (strict 1+5, stochastic train)",977.0,420293.84375,420136.90625
"DC-PPO (strict 1+5, stochastic train)",979.0,421173.1875,420781.875
"DC-PPO (strict 1+5, stochastic train)",981.0,420878.59375,420428.5520833333
"DC-PPO (strict 1+5, stochastic train)",983.0,419233.875,419758.40625
"DC-PPO (strict 1+5, stochastic train)",985.0,419162.75,419667.1145833333
"DC-PPO (strict 1+5, stochastic train)",987.0,420604.71875,419277.1770833333
"DC-PPO (strict 1+5, stochastic train)",989.0,418064.0625,418976.53125
"DC-PPO (strict 1+5, stochastic train)",991.0,418260.8125,418477.0208333333
"DC-PPO (strict 1+5, stochastic train)",993.0,419106.1875,420485.8541666667
"DC-PPO (strict 1+5, stochastic train)",995.0,424090.5625,422105.3958333333
"DC-PPO (strict 1+5, stochastic train)",997.0,423119.4375,423277.7916666667
"DC-PPO (strict 1+5, stochastic train)",999.0,422623.375,422748.3229166667
"DC-PPO (strict 1+5, stochastic train)",1001.0,422502.15625,422724.1354166667
"DC-PPO (strict 1+5, stochastic train)",1003.0,423046.875,421805.90625
"DC-PPO (strict 1+5, stochastic train)",1005.0,419868.6875,421750.5520833333
"DC-PPO (strict 1+5, stochastic train)",1007.0,422336.09375,422560.4166666667
"DC-PPO (strict 1+5, stochastic train)",1009.0,425476.46875,423679.09375
"DC-PPO (strict 1+5, stochastic train)",1011.0,423224.71875,424091.9375
"DC-PPO (strict 1+5, stochastic train)",1013.0,423574.625,424736.8958333333
"DC-PPO (strict 1+5, stochastic train)",1015.0,427411.34375,426486.21875
"DC-PPO (strict 1+5, stochastic train)",1017.0,428472.6875,427302.625
"DC-PPO (strict 1+5, stochastic train)",1019.0,426023.84375,426563.2395833333
"DC-PPO (strict 1+5, stochastic train)",1021.0,425193.1875,425154.8958333333
"DC-PPO (strict 1+5, stochastic train)",1023.0,424247.65625,424693.6145833333
"DC-PPO (strict 1+5, stochastic train)",1025.0,424640.0,425825.1666666667
"DC-PPO (strict 1+5, stochastic train)",1027.0,428587.84375,426889.9583333333
"DC-PPO (strict 1+5, stochastic train)",1029.0,427442.03125,427840.3229166667
"DC-PPO (strict 1+5, stochastic train)",1031.0,427491.09375,427526.125
"DC-PPO (strict 1+5, stochastic train)",1033.0,427645.25,427834.7708333333
"DC-PPO (strict 1+5, stochastic train)",1035.0,428367.96875,428617.3229166667
"DC-PPO (strict 1+5, stochastic train)",1037.0,429838.75,429469.625
"DC-PPO (strict 1+5, stochastic train)",1039.0,430202.15625,430373.875
"DC-PPO (strict 1+5, stochastic train)",1041.0,431080.71875,430525.6041666667
"DC-PPO (strict 1+5, stochastic train)",1043.0,430293.9375,430649.3645833333
"DC-PPO (strict 1+5, stochastic train)",1045.0,430573.4375,430122.7291666667
"DC-PPO (strict 1+5, stochastic train)",1047.0,429500.8125,429655.7291666667
"DC-PPO (strict 1+5, stochastic train)",1049.0,428892.9375,429093.3645833333
"DC-PPO (strict 1+5, stochastic train)",1051.0,428886.34375,428101.4375
"DC-PPO (strict 1+5, stochastic train)",1053.0,426525.03125,428754.6354166667
"DC-PPO (strict 1+5, stochastic train)",1055.0,430852.53125,428877.59375
"DC-PPO (strict 1+5, stochastic train)",1057.0,429255.21875,429590.2291666667
"DC-PPO (strict 1+5, stochastic train)",1059.0,428662.9375,429523.6666666667
"DC-PPO (strict 1+5, stochastic train)",1061.0,430652.84375,429673.8541666667
"DC-PPO (strict 1+5, stochastic train)",1063.0,429705.78125,429067.9479166667
"DC-PPO (strict 1+5, stochastic train)",1065.0,426845.21875,429105.78125
"DC-PPO (strict 1+5, stochastic train)",1067.0,430766.34375,428888.4791666667
"DC-PPO (strict 1+5, stochastic train)",1069.0,429053.875,429574.5833333333
"DC-PPO (strict 1+5, stochastic train)",1071.0,428903.53125,428518.6666666667
"DC-PPO (strict 1+5, stochastic train)",1073.0,427598.59375,428594.9479166667
"DC-PPO (strict 1+5, stochastic train)",1075.0,429282.71875,429548.3333333333
"DC-PPO (strict 1+5, stochastic train)",1077.0,431763.6875,430890.1875
"DC-PPO (strict 1+5, stochastic train)",1079.0,431624.15625,430890.2604166667
"DC-PPO (strict 1+5, stochastic train)",1081.0,429282.9375,429711.0833333333
"DC-PPO (strict 1+5, stochastic train)",1083.0,428226.15625,429310.0208333333
"DC-PPO (strict 1+5, stochastic train)",1085.0,430420.96875,430197.9375
"DC-PPO (strict 1+5, stochastic train)",1087.0,431946.6875,431661.375
"DC-PPO (strict 1+5, stochastic train)",1089.0,432616.46875,432195.4270833333
"DC-PPO (strict 1+5, stochastic train)",1091.0,432023.125,431953.59375
"DC-PPO (strict 1+5, stochastic train)",1093.0,431221.1875,431525.8958333333
"DC-PPO (strict 1+5, stochastic train)",1095.0,431333.375,431114.65625
"DC-PPO (strict 1+5, stochastic train)",1097.0,430789.40625,430635.9791666667
"DC-PPO (strict 1+5, stochastic train)",1099.0,429785.15625,430261.4583333333
"DC-PPO (strict 1+5, stochastic train)",1101.0,430209.8125,429476.7395833333
"DC-PPO (strict 1+5, stochastic train)",1103.0,428435.25,430719.5416666667
"DC-PPO (strict 1+5, stochastic train)",1105.0,433513.5625,430481.03125
"DC-PPO (strict 1+5, stochastic train)",1107.0,429494.28125,430833.375
"DC-PPO (strict 1+5, stochastic train)",1109.0,429492.28125,428861.2708333333
"DC-PPO (strict 1+5, stochastic train)",1111.0,427597.25,427837.8854166667
"DC-PPO (strict 1+5, stochastic train)",1113.0,426424.125,426315.4895833333
"DC-PPO (strict 1+5, stochastic train)",1115.0,424925.09375,424823.8645833333
"DC-PPO (strict 1+5, stochastic train)",1117.0,423122.375,421916.8645833333
"DC-PPO (strict 1+5, stochastic train)",1119.0,417703.125,420754.9375
"DC-PPO (strict 1+5, stochastic train)",1121.0,421439.3125,420206.28125
"DC-PPO (strict 1+5, stochastic train)",1123.0,421476.40625,420754.3333333333
"DC-PPO (strict 1+5, stochastic train)",1125.0,419347.28125,420634.9166666667
"DC-PPO (strict 1+5, stochastic train)",1127.0,421081.0625,420839.0104166667
"DC-PPO (strict 1+5, stochastic train)",1129.0,422088.6875,421414.3541666667
"DC-PPO (strict 1+5, stochastic train)",1131.0,421073.3125,422391.4479166667
"DC-PPO (strict 1+5, stochastic train)",1133.0,424012.34375,422758.7395833333
"DC-PPO (strict 1+5, stochastic train)",1135.0,423190.5625,424055.4270833333
"DC-PPO (strict 1+5, stochastic train)",1137.0,424963.375,424474.7291666667
"DC-PPO (strict 1+5, stochastic train)",1139.0,425270.25,424667.4479166667
"DC-PPO (strict 1+5, stochastic train)",1141.0,423768.71875,424007.8854166667
"DC-PPO (strict 1+5, stochastic train)",1143.0,422984.6875,422847.875
"DC-PPO (strict 1+5, stochastic train)",1145.0,421790.21875,423275.0416666667
"DC-PPO (strict 1+5, stochastic train)",1147.0,425050.21875,423892.6145833333
"DC-PPO (strict 1+5, stochastic train)",1149.0,424837.40625,424959.7604166667
"DC-PPO (strict 1+5, stochastic train)",1151.0,424991.65625,424715.2708333333
"DC-PPO (strict 1+5, stochastic train)",1153.0,424316.75,424517.4791666667
"DC-PPO (strict 1+5, stochastic train)",1155.0,424244.03125,424724.2604166667
"DC-PPO (strict 1+5, stochastic train)",1157.0,425612.0,424885.7291666667
"DC-PPO (strict 1+5, stochastic train)",1159.0,424801.15625,425437.5520833333
"DC-PPO (strict 1+5, stochastic train)",1161.0,425899.5,425639.5416666667
"DC-PPO (strict 1+5, stochastic train)",1163.0,426217.96875,425485.5416666667
"DC-PPO (strict 1+5, stochastic train)",1165.0,424339.15625,426388.5208333333
"DC-PPO (strict 1+5, stochastic train)",1167.0,428608.4375,427055.7708333333
"DC-PPO (strict 1+5, stochastic train)",1169.0,428219.71875,429039.40625
"DC-PPO (strict 1+5, stochastic train)",1171.0,430290.0625,429298.3854166667
"DC-PPO (strict 1+5, stochastic train)",1173.0,429385.375,428963.4166666667
"DC-PPO (strict 1+5, stochastic train)",1175.0,427214.8125,428797.9270833333
"DC-PPO (strict 1+5, stochastic train)",1177.0,429793.59375,429510.3333333333
"DC-PPO (strict 1+5, stochastic train)",1179.0,431522.59375,430175.4166666667
"DC-PPO (strict 1+5, stochastic train)",1181.0,429210.0625,430314.0416666667
"DC-PPO (strict 1+5, stochastic train)",1183.0,430209.46875,429266.6875
"DC-PPO (strict 1+5, stochastic train)",1185.0,428380.53125,429008.6458333333
"DC-PPO (strict 1+5, stochastic train)",1187.0,428435.9375,430668.03125
"DC-PPO (strict 1+5, stochastic train)",1189.0,435187.625,433006.1666666667
"DC-PPO (strict 1+5, stochastic train)",1191.0,435394.9375,435884.4375
"DC-PPO (strict 1+5, stochastic train)",1193.0,437070.75,436484.25
"DC-PPO (strict 1+5, stochastic train)",1195.0,436987.0625,436151.3645833333
"DC-PPO (strict 1+5, stochastic train)",1197.0,434396.28125,435458.2604166667
"DC-PPO (strict 1+5, stochastic train)",1199.0,434991.4375,435158.125
"DC-PPO (strict 1+5, stochastic train)",1201.0,436086.65625,436328.6041666667
"DC-PPO (strict 1+5, stochastic train)",1203.0,437907.71875,437438.21875
"DC-PPO (strict 1+5, stochastic train)",1205.0,438320.28125,437908.5
"DC-PPO (strict 1+5, stochastic train)",1207.0,437497.5,437569.2916666667
"DC-PPO (strict 1+5, stochastic train)",1209.0,436890.09375,438395.0520833333
"DC-PPO (strict 1+5, stochastic train)",1211.0,440797.5625,439383.9791666667
"DC-PPO (strict 1+5, stochastic train)",1213.0,440464.28125,440576.5520833333
"DC-PPO (strict 1+5, stochastic train)",1215.0,440467.8125,440808.1458333333
"DC-PPO (strict 1+5, stochastic train)",1217.0,441492.34375,441640.78125
"DC-PPO (strict 1+5, stochastic train)",1219.0,442962.1875,441577.9375
"DC-PPO (strict 1+5, stochastic train)",1221.0,440279.28125,441503.3541666667
"DC-PPO (strict 1+5, stochastic train)",1223.0,441268.59375,440711.71875
"DC-PPO (strict 1+5, stochastic train)",1225.0,440587.28125,440320.1875
"DC-PPO (strict 1+5, stochastic train)",1227.0,439104.6875,438399.28125
"DC-PPO (strict 1+5, stochastic train)",1229.0,435505.875,436945.5208333333
"DC-PPO (strict 1+5, stochastic train)",1231.0,436226.0,435753.7604166667
"DC-PPO (strict 1+5, stochastic train)",1233.0,435529.40625,435242.3333333333
"DC-PPO (strict 1+5, stochastic train)",1235.0,433971.59375,434889.2395833333
"DC-PPO (strict 1+5, stochastic train)",1237.0,435166.71875,434779.6979166667
"DC-PPO (strict 1+5, stochastic train)",1239.0,435200.78125,434946.8854166667
"DC-PPO (strict 1+5, stochastic train)",1241.0,434473.15625,434912.4895833333
"DC-PPO (strict 1+5, stochastic train)",1243.0,435063.53125,435192.4479166667
"DC-PPO (strict 1+5, stochastic train)",1245.0,436040.65625,435906.3645833333
"DC-PPO (strict 1+5, stochastic train)",1247.0,436614.90625,437140.7395833333
"DC-PPO (strict 1+5, stochastic train)",1249.0,438766.65625,437199.9270833333
"DC-PPO (strict 1+5, stochastic train)",1251.0,436218.21875,437908.6770833333
"DC-PPO (strict 1+5, stochastic train)",1253.0,438741.15625,437366.2395833333
"DC-PPO (strict 1+5, stochastic train)",1255.0,437139.34375,437729.125
"DC-PPO (strict 1+5, stochastic train)",1257.0,437306.875,436441.7395833333
"DC-PPO (strict 1+5, stochastic train)",1259.0,434879.0,437180.8229166667
"DC-PPO (strict 1+5, stochastic train)",1261.0,439356.59375,437150.3333333333
"DC-PPO (strict 1+5, stochastic train)",1263.0,437215.40625,437740.5416666667
"DC-PPO (strict 1+5, stochastic train)",1265.0,436649.625,436720.2291666667
"DC-PPO (strict 1+5, stochastic train)",1267.0,436295.65625,436474.9791666667
"DC-PPO (strict 1+5, stochastic train)",1269.0,436479.65625,436984.65625
"DC-PPO (strict 1+5, stochastic train)",1271.0,438178.65625,437381.0208333333
"DC-PPO (strict 1+5, stochastic train)",1273.0,437484.75,438275.1041666667
"DC-PPO (strict 1+5, stochastic train)",1275.0,439161.90625,439525.7395833333
"DC-PPO (strict 1+5, stochastic train)",1277.0,441930.5625,439909.9895833333
"DC-PPO (strict 1+5, stochastic train)",1279.0,438637.5,440676.5
"DC-PPO (strict 1+5, stochastic train)",1281.0,441461.4375,440778.6666666667
"DC-PPO (strict 1+5, stochastic train)",1283.0,442237.0625,442140.53125
"DC-PPO (strict 1+5, stochastic train)",1285.0,442723.09375,441306.6875
"DC-PPO (strict 1+5, stochastic train)",1287.0,438959.90625,440924.84375
"DC-PPO (strict 1+5, stochastic train)",1289.0,441091.53125,439749.6145833333
"DC-PPO (strict 1+5, stochastic train)",1291.0,439197.40625,439976.4583333333
"DC-PPO (strict 1+5, stochastic train)",1293.0,439640.4375,439420.0104166667
"DC-PPO (strict 1+5, stochastic train)",1295.0,439422.1875,439894.3854166667
"DC-PPO (strict 1+5, stochastic train)",1297.0,440620.53125,440875.5104166667
"DC-PPO (strict 1+5, stochastic train)",1299.0,442583.8125,441181.7604166667
"DC-PPO (strict 1+5, stochastic train)",1301.0,440340.9375,440893.4895833333
"DC-PPO (strict 1+5, stochastic train)",1303.0,439755.71875,439631.1354166667
"DC-PPO (strict 1+5, stochastic train)",1305.0,438796.75,439859.7708333333
"DC-PPO (strict 1+5, stochastic train)",1307.0,441026.84375,441787.3125
"DC-PPO (strict 1+5, stochastic train)",1309.0,445538.34375,444065.0520833333
"DC-PPO (strict 1+5, stochastic train)",1311.0,445629.96875,444984.25
"DC-PPO (strict 1+5, stochastic train)",1313.0,443784.4375,443511.875
"DC-PPO (strict 1+5, stochastic train)",1315.0,441121.21875,443115.9270833333
"DC-PPO (strict 1+5, stochastic train)",1317.0,444442.125,443199.28125
"DC-PPO (strict 1+5, stochastic train)",1319.0,444034.5,444279.3958333333
"DC-PPO (strict 1+5, stochastic train)",1321.0,444361.5625,444376.7291666667
"DC-PPO (strict 1+5, stochastic train)",1323.0,444734.125,444672.4479166667
"DC-PPO (strict 1+5, stochastic train)",1325.0,444921.65625,445106.7604166667
"DC-PPO (strict 1+5, stochastic train)",1327.0,445664.5,445343.375
