series,segment,cumulative_steps,learning_episode,raw_or_mean,three_point_smoothed
"DC-PPO (fixed 60, 3 seeds)",historical,80409600.0,3141.0,535508.7213541666,535508.7213541666
"DC-PPO (fixed 60, 3 seeds)",historical,80460800.0,3143.0,535299.3362268518,535299.3362268518
"DC-PPO (fixed 60, 3 seeds)",historical,80512000.0,3145.0,535012.802951389,535012.802951389
"DC-PPO (fixed 60, 3 seeds)",historical,80563200.0,3147.0,534384.0752314815,534384.0752314815
"DC-PPO (fixed 60, 3 seeds)",historical,80614400.0,3149.0,533970.3318865742,533970.3318865742
"DC-PPO (fixed 60, 3 seeds)",historical,80665600.0,3151.0,533855.7743055555,533855.7743055555
"DC-PPO (fixed 60, 3 seeds)",historical,80716800.0,3153.0,534102.0529513889,534102.0529513889
"DC-PPO (fixed 60, 3 seeds)",historical,80768000.0,3155.0,534335.2609953703,534335.2609953703
"DC-PPO (fixed 60, 3 seeds)",historical,80819200.0,3157.0,534984.5966435185,534984.5966435185
"DC-PPO (fixed 60, 3 seeds)",historical,80870400.0,3159.0,535585.2387152779,535585.2387152779
"DC-PPO (fixed 60, 3 seeds)",historical,80921600.0,3161.0,536310.005787037,536310.005787037
"DC-PPO (fixed 60, 3 seeds)",historical,80972800.0,3163.0,537007.2320601852,537007.2320601852
"DC-PPO (fixed 60, 3 seeds)",historical,81024000.0,3165.0,537696.9681712963,537696.9681712963
"DC-PPO (fixed 60, 3 seeds)",historical,81075200.0,3167.0,538086.7447916667,538086.7447916667
"DC-PPO (fixed 60, 3 seeds)",historical,81126400.0,3169.0,537784.560474537,537784.560474537
"DC-PPO (fixed 60, 3 seeds)",historical,81177600.0,3171.0,537734.8871527779,537734.8871527779
"DC-PPO (fixed 60, 3 seeds)",historical,81228800.0,3173.0,537824.0028935185,537824.0028935185
"DC-PPO (fixed 60, 3 seeds)",historical,81280000.0,3175.0,538325.6383101852,538325.6383101852
"DC-PPO (fixed 60, 3 seeds)",historical,81331200.0,3177.0,537683.2135416666,537683.2135416666
"DC-PPO (fixed 60, 3 seeds)",historical,81382400.0,3179.0,536833.0949074073,536833.0949074073
"DC-PPO (fixed 60, 3 seeds)",historical,81433600.0,3181.0,535839.8810763889,535839.8810763889
"DC-PPO (fixed 60, 3 seeds)",historical,81484800.0,3183.0,535948.9282407407,535948.9282407407
"DC-PPO (fixed 60, 3 seeds)",historical,81536000.0,3185.0,536378.4076967592,536378.4076967592
"DC-PPO (fixed 60, 3 seeds)",historical,81587200.0,3187.0,536854.7560763889,536854.7560763889
"DC-PPO (fixed 60, 3 seeds)",historical,81638400.0,3189.0,537333.6504629628,537333.6504629628
"DC-PPO (fixed 60, 3 seeds)",historical,81689600.0,3191.0,537307.6953125,537307.6953125
"DC-PPO (fixed 60, 3 seeds)",historical,81740800.0,3193.0,537214.3130787037,537214.3130787037
"DC-PPO (fixed 60, 3 seeds)",historical,81792000.0,3195.0,536613.3368055555,536613.3368055555
"DC-PPO (fixed 60, 3 seeds)",historical,81843200.0,3197.0,536370.9528356482,536370.9528356482
"DC-PPO (fixed 60, 3 seeds)",historical,81894400.0,3199.0,536063.8990162037,536063.8990162037
"DC-PPO (fixed 60, 3 seeds)",historical,81945600.0,3201.0,536119.4363425927,536119.4363425927
"DC-PPO (fixed 60, 3 seeds)",historical,81996800.0,3203.0,536201.4247685185,536201.4247685185
"DC-PPO (fixed 60, 3 seeds)",historical,82048000.0,3205.0,536529.5052083334,536529.5052083334
"DC-PPO (fixed 60, 3 seeds)",historical,82099200.0,3207.0,536728.0931712962,536728.0931712962
"DC-PPO (fixed 60, 3 seeds)",historical,82150400.0,3209.0,537020.3414351852,537020.3414351852
"DC-PPO (fixed 60, 3 seeds)",historical,82201600.0,3211.0,537065.7005208334,537065.7005208334
"DC-PPO (fixed 60, 3 seeds)",historical,82252800.0,3213.0,536745.642650463,536745.642650463
"DC-PPO (fixed 60, 3 seeds)",historical,82304000.0,3215.0,536088.6241319444,536088.6241319444
"DC-PPO (fixed 60, 3 seeds)",historical,82355200.0,3217.0,535420.560474537,535420.560474537
"DC-PPO (fixed 60, 3 seeds)",historical,82406400.0,3219.0,535204.2847222221,535204.2847222221
"DC-PPO (fixed 60, 3 seeds)",historical,82457600.0,3221.0,535266.2482638889,535266.2482638889
"DC-PPO (fixed 60, 3 seeds)",historical,82508800.0,3223.0,535266.277199074,535266.277199074
"DC-PPO (fixed 60, 3 seeds)",historical,82560000.0,3225.0,535252.2633101852,535252.2633101852
"DC-PPO (fixed 60, 3 seeds)",historical,82611200.0,3227.0,535322.5130208334,535322.5130208334
"DC-PPO (fixed 60, 3 seeds)",historical,82662400.0,3229.0,536231.9076967593,536231.9076967593
"DC-PPO (fixed 60, 3 seeds)",historical,82713600.0,3231.0,537361.1258680556,537361.1258680556
"DC-PPO (fixed 60, 3 seeds)",historical,82764800.0,3233.0,538092.8255208334,538092.8255208334
"DC-PPO (fixed 60, 3 seeds)",historical,82816000.0,3235.0,538095.0217013889,538095.0217013889
"DC-PPO (fixed 60, 3 seeds)",historical,82867200.0,3237.0,537351.1851851852,537351.1851851852
"DC-PPO (fixed 60, 3 seeds)",historical,82918400.0,3239.0,536817.2401620372,536817.2401620372
"DC-PPO (fixed 60, 3 seeds)",historical,82969600.0,3241.0,536079.4823495371,536079.4823495371
"DC-PPO (fixed 60, 3 seeds)",historical,83020800.0,3243.0,535631.4432870372,535631.4432870372
"DC-PPO (fixed 60, 3 seeds)",historical,83072000.0,3245.0,535124.6689814815,535124.6689814815
"DC-PPO (fixed 60, 3 seeds)",historical,83123200.0,3247.0,534836.5445601852,534836.5445601852
"DC-PPO (fixed 60, 3 seeds)",historical,83174400.0,3249.0,534622.5787037037,534622.5787037037
"DC-PPO (fixed 60, 3 seeds)",historical,83225600.0,3251.0,534226.3107638889,534226.3107638889
"DC-PPO (fixed 60, 3 seeds)",historical,83276800.0,3253.0,533876.8148148148,533876.8148148148
"DC-PPO (fixed 60, 3 seeds)",historical,83328000.0,3255.0,534088.6047453703,534088.6047453703
"DC-PPO (fixed 60, 3 seeds)",historical,83379200.0,3257.0,534498.775462963,534498.775462963
"DC-PPO (fixed 60, 3 seeds)",historical,83430400.0,3259.0,534819.6747685185,534819.6747685185
"DC-PPO (fixed 60, 3 seeds)",historical,83481600.0,3261.0,533642.6721643518,533642.6721643518
"DC-PPO (fixed 60, 3 seeds)",historical,83532800.0,3263.0,532539.6226851852,532539.6226851852
"DC-PPO (fixed 60, 3 seeds)",historical,83584000.0,3265.0,531857.7152777779,531857.7152777779
"DC-PPO (fixed 60, 3 seeds)",historical,83635200.0,3267.0,532879.0972222224,532879.0972222224
"DC-PPO (fixed 60, 3 seeds)",historical,83686400.0,3269.0,533911.2505787037,533911.2505787037
"DC-PPO (fixed 60, 3 seeds)",historical,83737600.0,3271.0,534198.8408564815,534198.8408564815
"DC-PPO (fixed 60, 3 seeds)",historical,83788800.0,3273.0,533465.3376736111,533465.3376736111
"DC-PPO (fixed 60, 3 seeds)",historical,83840000.0,3275.0,532517.0694444445,532517.0694444445
"DC-PPO (fixed 60, 3 seeds)",historical,83891200.0,3277.0,532303.3130787038,532303.3130787038
"DC-PPO (fixed 60, 3 seeds)",historical,83942400.0,3279.0,532672.9751157408,532672.9751157408
"DC-PPO (fixed 60, 3 seeds)",historical,83993600.0,3281.0,533254.865451389,533254.865451389
"DC-PPO (fixed 60, 3 seeds)",historical,84044800.0,3283.0,533039.6458333334,533039.6458333334
"DC-PPO (fixed 60, 3 seeds)",historical,84096000.0,3285.0,532313.8903356482,532313.8903356482
"DC-PPO (fixed 60, 3 seeds)",historical,84147200.0,3287.0,531653.3700810185,531653.3700810185
"DC-PPO (fixed 60, 3 seeds)",historical,84198400.0,3289.0,532007.8683449075,532007.8683449075
"DC-PPO (fixed 60, 3 seeds)",historical,84249600.0,3291.0,532634.5827546297,532634.5827546297
"DC-PPO (fixed 60, 3 seeds)",historical,84300800.0,3293.0,533358.9733796297,533358.9733796297
"DC-PPO (fixed 60, 3 seeds)",historical,84352000.0,3295.0,533749.0671296297,533749.0671296297
"DC-PPO (fixed 60, 3 seeds)",historical,84403200.0,3297.0,534428.6527777779,534428.6527777779
"DC-PPO (fixed 60, 3 seeds)",historical,84454400.0,3299.0,534785.6458333334,534785.6458333334
"DC-PPO (fixed 60, 3 seeds)",historical,84505600.0,3301.0,534872.660011574,534872.660011574
"DC-PPO (fixed 60, 3 seeds)",historical,84556800.0,3303.0,534099.4010416666,534099.4010416666
"DC-PPO (fixed 60, 3 seeds)",historical,84608000.0,3305.0,533938.8353587963,533938.8353587963
"DC-PPO (fixed 60, 3 seeds)",historical,84659200.0,3307.0,533926.7378472224,533926.7378472224
"DC-PPO (fixed 60, 3 seeds)",historical,84710400.0,3309.0,535084.796875,535084.796875
"DC-PPO (fixed 60, 3 seeds)",historical,84761600.0,3311.0,535528.0457175927,535528.0457175927
"DC-PPO (fixed 60, 3 seeds)",historical,84812800.0,3313.0,535843.7323495372,535843.7323495372
"DC-PPO (fixed 60, 3 seeds)",historical,84864000.0,3315.0,535264.3324652779,535264.3324652779
"DC-PPO (fixed 60, 3 seeds)",historical,84915200.0,3317.0,534745.1105324075,534745.1105324075
"DC-PPO (fixed 60, 3 seeds)",historical,84966400.0,3319.0,534196.3240740742,534196.3240740742
"DC-PPO (fixed 60, 3 seeds)",historical,85017600.0,3321.0,533634.0358796297,533634.0358796297
"DC-PPO (fixed 60, 3 seeds)",historical,85068800.0,3323.0,533309.8113425927,533309.8113425927
"DC-PPO (fixed 60, 3 seeds)",historical,85120000.0,3325.0,533172.5263310185,533172.5263310185
"DC-PPO (fixed 60, 3 seeds)",historical,85171200.0,3327.0,533876.890625,533876.890625
"DC-PPO (fixed 60, 3 seeds)",historical,85222400.0,3329.0,534325.8877314815,534325.8877314815
"DC-PPO (fixed 60, 3 seeds)",historical,85273600.0,3331.0,534799.1848958334,534799.1848958334
"DC-PPO (fixed 60, 3 seeds)",historical,85324800.0,3333.0,534681.6006944444,534681.6006944444
"DC-PPO (fixed 60, 3 seeds)",historical,85376000.0,3335.0,534510.0486111111,534510.0486111111
"DC-PPO (fixed 60, 3 seeds)",historical,85427200.0,3337.0,534102.9953703703,534102.9953703703
"DC-PPO (fixed 60, 3 seeds)",historical,85478400.0,3339.0,533842.269675926,533842.269675926
"DC-PPO (fixed 60, 3 seeds)",historical,85529600.0,3341.0,534114.0905671297,534114.0905671297
"DC-PPO (fixed 60, 3 seeds)",historical,85580800.0,3343.0,535052.9296875,535052.9296875
"DC-PPO (fixed 60, 3 seeds)",historical,85632000.0,3345.0,535930.8987268518,535930.8987268518
"DC-PPO (fixed 60, 3 seeds)",historical,85683200.0,3347.0,536620.7346643518,536620.7346643518
"DC-PPO (fixed 60, 3 seeds)",historical,85734400.0,3349.0,536550.8530092592,536550.8530092592
"DC-PPO (fixed 60, 3 seeds)",historical,85785600.0,3351.0,536103.0248842592,536103.0248842592
"DC-PPO (fixed 60, 3 seeds)",historical,85836800.0,3353.0,535569.097511574,535569.097511574
"DC-PPO (fixed 60, 3 seeds)",historical,85888000.0,3355.0,534997.2337962963,534997.2337962963
"DC-PPO (fixed 60, 3 seeds)",historical,85939200.0,3357.0,535174.0199652779,535174.0199652779
"DC-PPO (fixed 60, 3 seeds)",historical,85990400.0,3359.0,535533.7233796297,535533.7233796297
"DC-PPO (fixed 60, 3 seeds)",historical,86041600.0,3361.0,536622.9522569445,536622.9522569445
"DC-PPO (fixed 60, 3 seeds)",historical,86092800.0,3363.0,537137.9320023148,537137.9320023148
"DC-PPO (fixed 60, 3 seeds)",historical,86144000.0,3365.0,537515.1982060187,537515.1982060187
"DC-PPO (fixed 60, 3 seeds)",historical,86195200.0,3367.0,537360.7858796297,537360.7858796297
"DC-PPO (fixed 60, 3 seeds)",historical,86246400.0,3369.0,537583.544849537,537583.544849537
"DC-PPO (fixed 60, 3 seeds)",historical,86297600.0,3371.0,537822.0422453703,537822.0422453703
"DC-PPO (fixed 60, 3 seeds)",historical,86348800.0,3373.0,537981.125,537981.125
"DC-PPO (fixed 60, 3 seeds)",historical,86400000.0,3375.0,537827.9794560185,537827.9794560185
"DC-PPO (fixed 60, 3 seeds)",historical,86451200.0,3377.0,537318.7693865742,537318.7693865742
"DC-PPO (fixed 60, 3 seeds)",historical,86502400.0,3379.0,536766.5396412038,536766.5396412038
"DC-PPO (fixed 60, 3 seeds)",historical,86553600.0,3381.0,536088.4456018518,536088.4456018518
"DC-PPO (fixed 60, 3 seeds)",historical,86604800.0,3383.0,535767.8284143518,535767.8284143518
"DC-PPO (fixed 60, 3 seeds)",historical,86656000.0,3385.0,535809.8269675925,535809.8269675925
"DC-PPO (fixed 60, 3 seeds)",historical,86707200.0,3387.0,536231.927662037,536231.927662037
"DC-PPO (fixed 60, 3 seeds)",historical,86758400.0,3389.0,536715.6302083334,536715.6302083334
"DC-PPO (fixed 60, 3 seeds)",historical,86809600.0,3391.0,537390.5298032408,537390.5298032408
"DC-PPO (fixed 60, 3 seeds)",historical,86860800.0,3393.0,538180.9655671297,538180.9655671297
"DC-PPO (fixed 60, 3 seeds)",historical,86912000.0,3395.0,538630.0581597221,538630.0581597221
"DC-PPO (fixed 60, 3 seeds)",historical,86963200.0,3397.0,538494.9719328703,538494.9719328703
"DC-PPO (fixed 60, 3 seeds)",historical,87014400.0,3399.0,537774.2112268518,537774.2112268518
"DC-PPO (fixed 60, 3 seeds)",historical,87065600.0,3401.0,537615.4134837963,537615.4134837963
"DC-PPO (fixed 60, 3 seeds)",historical,87116800.0,3403.0,538029.5500578703,538029.5500578703
"DC-PPO (fixed 60, 3 seeds)",historical,87168000.0,3405.0,539230.252025463,539230.252025463
"DC-PPO (fixed 60, 3 seeds)",historical,87219200.0,3407.0,539940.025462963,539940.025462963
"DC-PPO (fixed 60, 3 seeds)",historical,87270400.0,3409.0,540159.5306712963,540159.5306712963
"DC-PPO (fixed 60, 3 seeds)",historical,87321600.0,3411.0,539991.4134837963,539991.4134837963
"DC-PPO (fixed 60, 3 seeds)",historical,87372800.0,3413.0,540297.254050926,540297.254050926
"DC-PPO (fixed 60, 3 seeds)",historical,87424000.0,3415.0,541005.0014467593,541005.0014467593
"DC-PPO (fixed 60, 3 seeds)",historical,87475200.0,3417.0,541326.7173032408,541326.7173032408
"DC-PPO (fixed 60, 3 seeds)",historical,87526400.0,3419.0,541273.1472800927,541273.1472800927
"DC-PPO (fixed 60, 3 seeds)",historical,87577600.0,3421.0,540717.9383680556,540717.9383680556
"DC-PPO (fixed 60, 3 seeds)",historical,87628800.0,3423.0,540506.1617476852,540506.1617476852
"DC-PPO (fixed 60, 3 seeds)",historical,87680000.0,3425.0,539840.5086805555,539840.5086805555
"DC-PPO (fixed 60, 3 seeds)",historical,87731200.0,3427.0,538641.9456018518,538641.9456018518
"DC-PPO (fixed 60, 3 seeds)",historical,87782400.0,3429.0,536649.9991319444,536649.9991319444
"DC-PPO (fixed 60, 3 seeds)",historical,87833600.0,3431.0,534633.097511574,534633.097511574
"DC-PPO (fixed 60, 3 seeds)",historical,87884800.0,3433.0,532941.5104166666,532941.5104166666
"DC-PPO (fixed 60, 3 seeds)",historical,87936000.0,3435.0,531654.1996527779,531654.1996527779
"DC-PPO (fixed 60, 3 seeds)",historical,87987200.0,3437.0,530548.6299189815,530548.6299189815
"DC-PPO (fixed 60, 3 seeds)",historical,88038400.0,3439.0,530055.121238426,530055.121238426
"DC-PPO (fixed 60, 3 seeds)",historical,88089600.0,3441.0,529858.9973958334,529858.9973958334
"DC-PPO (fixed 60, 3 seeds)",historical,88140800.0,3443.0,530052.8599537037,530052.8599537037
"DC-PPO (fixed 60, 3 seeds)",historical,88192000.0,3445.0,530087.1950231482,530087.1950231482
"DC-PPO (fixed 60, 3 seeds)",historical,88243200.0,3447.0,530378.8064236111,530378.8064236111
"DC-PPO (fixed 60, 3 seeds)",historical,88294400.0,3449.0,530642.5688657407,530642.5688657407
"DC-PPO (fixed 60, 3 seeds)",historical,88345600.0,3451.0,530902.5348668982,530902.5348668982
"DC-PPO (fixed 60, 3 seeds)",historical,88396800.0,3453.0,530990.3469328703,530990.3469328703
"DC-PPO (fixed 60, 3 seeds)",historical,88448000.0,3455.0,531112.7923900463,531112.7923900463
"DC-PPO (fixed 60, 3 seeds)",historical,88499200.0,3457.0,531256.2065972221,531256.2065972221
"DC-PPO (fixed 60, 3 seeds)",historical,88550400.0,3459.0,530877.220630787,530877.220630787
"DC-PPO (fixed 60, 3 seeds)",historical,88601600.0,3461.0,530367.910011574,530367.910011574
"DC-PPO (fixed 60, 3 seeds)",historical,88652800.0,3463.0,530017.2662037037,530017.2662037037
"DC-PPO (fixed 60, 3 seeds)",historical,88704000.0,3465.0,530542.9360532407,530542.9360532407
"DC-PPO (fixed 60, 3 seeds)",historical,88755200.0,3467.0,531245.152199074,531245.152199074
"DC-PPO (fixed 60, 3 seeds)",historical,88806400.0,3469.0,531519.9872685185,531519.9872685185
"DC-PPO (fixed 60, 3 seeds)",historical,88857600.0,3471.0,531320.0995370372,531320.0995370372
"DC-PPO (fixed 60, 3 seeds)",historical,88908800.0,3473.0,531122.6730324075,531122.6730324075
"DC-PPO (fixed 60, 3 seeds)",historical,88960000.0,3475.0,531354.0694444445,531354.0694444445
"DC-PPO (fixed 60, 3 seeds)",historical,89011200.0,3477.0,531715.9496527779,531715.9496527779
"DC-PPO (fixed 60, 3 seeds)",historical,89062400.0,3479.0,531643.8327546297,531643.8327546297
"DC-PPO (fixed 60, 3 seeds)",historical,89113600.0,3481.0,531366.5338541666,531366.5338541666
"DC-PPO (fixed 60, 3 seeds)",historical,89164800.0,3483.0,531021.8301504628,531021.8301504628
"DC-PPO (fixed 60, 3 seeds)",historical,89216000.0,3485.0,531103.1056134258,531103.1056134258
"DC-PPO (fixed 60, 3 seeds)",historical,89267200.0,3487.0,531302.2193287037,531302.2193287037
"DC-PPO (fixed 60, 3 seeds)",historical,89318400.0,3489.0,531473.9212962963,531473.9212962963
"DC-PPO (fixed 60, 3 seeds)",historical,89369600.0,3491.0,531587.2789351852,531587.2789351852
"DC-PPO (fixed 60, 3 seeds)",historical,89420800.0,3493.0,531186.443287037,531186.443287037
"DC-PPO (fixed 60, 3 seeds)",historical,89472000.0,3495.0,530712.4930555555,530712.4930555555
"DC-PPO (fixed 60, 3 seeds)",historical,89523200.0,3497.0,530044.9833622685,530044.9833622685
"DC-PPO (fixed 60, 3 seeds)",historical,89574400.0,3499.0,529861.302734375,529861.302734375
MAPPO strict 1+5 (stitched 100M),0-50M,25600,1.0,90780.0517578125,93380.3671875
MAPPO strict 1+5 (stitched 100M),0-50M,76800,3.0,95980.6826171875,94596.98502604167
MAPPO strict 1+5 (stitched 100M),0-50M,128000,5.0,97030.220703125,98762.73177083333
MAPPO strict 1+5 (stitched 100M),0-50M,179200,7.0,103277.2919921875,105007.06315104167
MAPPO strict 1+5 (stitched 100M),0-50M,230400,9.0,114713.6767578125,114478.505859375
MAPPO strict 1+5 (stitched 100M),0-50M,281600,11.0,125444.548828125,126191.66438802083
MAPPO strict 1+5 (stitched 100M),0-50M,332800,13.0,138416.767578125,136016.96875
MAPPO strict 1+5 (stitched 100M),0-50M,384000,15.0,144189.58984375,146393.689453125
MAPPO strict 1+5 (stitched 100M),0-50M,435200,17.0,156574.7109375,154602.73893229166
MAPPO strict 1+5 (stitched 100M),0-50M,486400,19.0,163043.916015625,164804.92643229166
MAPPO strict 1+5 (stitched 100M),0-50M,537600,21.0,174796.15234375,170966.052734375
MAPPO strict 1+5 (stitched 100M),0-50M,588800,23.0,175058.08984375,178577.23697916666
MAPPO strict 1+5 (stitched 100M),0-50M,640000,25.0,185877.46875,184275.29296875
MAPPO strict 1+5 (stitched 100M),0-50M,691200,27.0,191890.3203125,190945.55924479166
MAPPO strict 1+5 (stitched 100M),0-50M,742400,29.0,195068.888671875,195993.03841145834
MAPPO strict 1+5 (stitched 100M),0-50M,793600,31.0,201019.90625,198591.16861979166
MAPPO strict 1+5 (stitched 100M),0-50M,844800,33.0,199684.7109375,203440.50455729166
MAPPO strict 1+5 (stitched 100M),0-50M,896000,35.0,209616.896484375,206606.369140625
MAPPO strict 1+5 (stitched 100M),0-50M,947200,37.0,210517.5,211685.255859375
MAPPO strict 1+5 (stitched 100M),0-50M,998400,39.0,214921.37109375,217650.06380208334
MAPPO strict 1+5 (stitched 100M),0-50M,1049600,41.0,227511.3203125,226046.296875
MAPPO strict 1+5 (stitched 100M),0-50M,1100800,43.0,235706.19921875,234441.94791666666
MAPPO strict 1+5 (stitched 100M),0-50M,1152000,45.0,240108.32421875,240849.02734375
MAPPO strict 1+5 (stitched 100M),0-50M,1203200,47.0,246732.55859375,246144.14713541666
MAPPO strict 1+5 (stitched 100M),0-50M,1254400,49.0,251591.55859375,249937.36458333334
MAPPO strict 1+5 (stitched 100M),0-50M,1305600,51.0,251487.9765625,255524.91015625
MAPPO strict 1+5 (stitched 100M),0-50M,1356800,53.0,263495.1953125,257886.0859375
MAPPO strict 1+5 (stitched 100M),0-50M,1408000,55.0,258675.0859375,262463.94140625
MAPPO strict 1+5 (stitched 100M),0-50M,1459200,57.0,265221.54296875,265289.2578125
MAPPO strict 1+5 (stitched 100M),0-50M,1510400,59.0,271971.14453125,267030.18359375
MAPPO strict 1+5 (stitched 100M),0-50M,1561600,61.0,263897.86328125,267891.1341145833
MAPPO strict 1+5 (stitched 100M),0-50M,1612800,63.0,267804.39453125,268273.5026041667
MAPPO strict 1+5 (stitched 100M),0-50M,1664000,65.0,273118.25,273597.2109375
MAPPO strict 1+5 (stitched 100M),0-50M,1715200,67.0,279868.98828125,276888.9791666667
MAPPO strict 1+5 (stitched 100M),0-50M,1766400,69.0,277679.69921875,280097.7122395833
MAPPO strict 1+5 (stitched 100M),0-50M,1817600,71.0,282744.44921875,280641.2161458333
MAPPO strict 1+5 (stitched 100M),0-50M,1868800,73.0,281499.5,283067.7721354167
MAPPO strict 1+5 (stitched 100M),0-50M,1920000,75.0,284959.3671875,284657.2200520833
MAPPO strict 1+5 (stitched 100M),0-50M,1971200,77.0,287512.79296875,287909.2213541667
MAPPO strict 1+5 (stitched 100M),0-50M,2022400,79.0,291255.50390625,291183.1588541667
MAPPO strict 1+5 (stitched 100M),0-50M,2073600,81.0,294781.1796875,294436.2994791667
MAPPO strict 1+5 (stitched 100M),0-50M,2124800,83.0,297272.21484375,296460.7018229167
MAPPO strict 1+5 (stitched 100M),0-50M,2176000,85.0,297328.7109375,298777.0416666667
MAPPO strict 1+5 (stitched 100M),0-50M,2227200,87.0,301730.19921875,300252.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,2278400,89.0,301698.93359375,302314.0234375
MAPPO strict 1+5 (stitched 100M),0-50M,2329600,91.0,303512.9375,302850.37890625
MAPPO strict 1+5 (stitched 100M),0-50M,2380800,93.0,303339.265625,304276.8854166667
MAPPO strict 1+5 (stitched 100M),0-50M,2432000,95.0,305978.453125,305360.8268229167
MAPPO strict 1+5 (stitched 100M),0-50M,2483200,97.0,306764.76171875,308344.6028645833
MAPPO strict 1+5 (stitched 100M),0-50M,2534400,99.0,312290.59375,309361.2825520833
MAPPO strict 1+5 (stitched 100M),0-50M,2585600,101.0,309028.4921875,311166.56640625
MAPPO strict 1+5 (stitched 100M),0-50M,2636800,103.0,312180.61328125,311100.9752604167
MAPPO strict 1+5 (stitched 100M),0-50M,2688000,105.0,312093.8203125,312091.0520833333
MAPPO strict 1+5 (stitched 100M),0-50M,2739200,107.0,311998.72265625,313353.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,2790400,109.0,315967.45703125,313954.9895833333
MAPPO strict 1+5 (stitched 100M),0-50M,2841600,111.0,313898.7890625,315756.7408854167
MAPPO strict 1+5 (stitched 100M),0-50M,2892800,113.0,317403.9765625,314465.0911458333
MAPPO strict 1+5 (stitched 100M),0-50M,2944000,115.0,312092.5078125,314612.2356770833
MAPPO strict 1+5 (stitched 100M),0-50M,2995200,117.0,314340.22265625,314666.8841145833
MAPPO strict 1+5 (stitched 100M),0-50M,3046400,119.0,317567.921875,317810.7096354167
MAPPO strict 1+5 (stitched 100M),0-50M,3097600,121.0,321523.984375,320628.8932291667
MAPPO strict 1+5 (stitched 100M),0-50M,3148800,123.0,322794.7734375,324558.2786458333
MAPPO strict 1+5 (stitched 100M),0-50M,3200000,125.0,329356.078125,324118.05078125
MAPPO strict 1+5 (stitched 100M),0-50M,3251200,127.0,320203.30078125,324952.2578125
MAPPO strict 1+5 (stitched 100M),0-50M,3302400,129.0,325297.39453125,322970.6731770833
MAPPO strict 1+5 (stitched 100M),0-50M,3353600,131.0,323411.32421875,322996.5026041667
MAPPO strict 1+5 (stitched 100M),0-50M,3404800,133.0,320280.7890625,323342.9505208333
MAPPO strict 1+5 (stitched 100M),0-50M,3456000,135.0,326336.73828125,325285.9544270833
MAPPO strict 1+5 (stitched 100M),0-50M,3507200,137.0,329240.3359375,327711.0325520833
MAPPO strict 1+5 (stitched 100M),0-50M,3558400,139.0,327556.0234375,327153.7669270833
MAPPO strict 1+5 (stitched 100M),0-50M,3609600,141.0,324664.94140625,329072.4466145833
MAPPO strict 1+5 (stitched 100M),0-50M,3660800,143.0,334996.375,332372.3346354167
MAPPO strict 1+5 (stitched 100M),0-50M,3712000,145.0,337455.6875,338295.97265625
MAPPO strict 1+5 (stitched 100M),0-50M,3763200,147.0,342435.85546875,338294.2122395833
MAPPO strict 1+5 (stitched 100M),0-50M,3814400,149.0,334991.09375,335650.6796875
MAPPO strict 1+5 (stitched 100M),0-50M,3865600,151.0,329525.08984375,331358.68359375
MAPPO strict 1+5 (stitched 100M),0-50M,3916800,153.0,329559.8671875,331336.7981770833
MAPPO strict 1+5 (stitched 100M),0-50M,3968000,155.0,334925.4375,333020.5286458333
MAPPO strict 1+5 (stitched 100M),0-50M,4019200,157.0,334576.28125,338366.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,4070400,159.0,345598.125,342568.3450520833
MAPPO strict 1+5 (stitched 100M),0-50M,4121600,161.0,347530.62890625,346390.4778645833
MAPPO strict 1+5 (stitched 100M),0-50M,4172800,163.0,346042.6796875,345783.2838541667
MAPPO strict 1+5 (stitched 100M),0-50M,4224000,165.0,343776.54296875,343250.9075520833
MAPPO strict 1+5 (stitched 100M),0-50M,4275200,167.0,339933.5,341372.98828125
MAPPO strict 1+5 (stitched 100M),0-50M,4326400,169.0,340408.921875,341576.6953125
MAPPO strict 1+5 (stitched 100M),0-50M,4377600,171.0,344387.6640625,343252.48828125
MAPPO strict 1+5 (stitched 100M),0-50M,4428800,173.0,344960.87890625,344042.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,4480000,175.0,342779.64453125,344098.3984375
MAPPO strict 1+5 (stitched 100M),0-50M,4531200,177.0,344554.671875,343833.9791666667
MAPPO strict 1+5 (stitched 100M),0-50M,4582400,179.0,344167.62109375,347149.5130208333
MAPPO strict 1+5 (stitched 100M),0-50M,4633600,181.0,352726.24609375,348571.375
MAPPO strict 1+5 (stitched 100M),0-50M,4684800,183.0,348820.2578125,351088.88671875
MAPPO strict 1+5 (stitched 100M),0-50M,4736000,185.0,351720.15625,351860.8059895833
MAPPO strict 1+5 (stitched 100M),0-50M,4787200,187.0,355042.00390625,353776.82421875
MAPPO strict 1+5 (stitched 100M),0-50M,4838400,189.0,354568.3125,355404.8684895833
MAPPO strict 1+5 (stitched 100M),0-50M,4889600,191.0,356604.2890625,352553.8854166667
MAPPO strict 1+5 (stitched 100M),0-50M,4940800,193.0,346489.0546875,353354.3671875
MAPPO strict 1+5 (stitched 100M),0-50M,4992000,195.0,356969.7578125,354329.3841145833
