series,segment,cumulative_steps,learning_episode,raw_or_mean,three_point_smoothed
"DC-PPO (fixed 60, 3 seeds)",historical,26598400.0,1039.0,493899.3388310185,493899.3388310185
"DC-PPO (fixed 60, 3 seeds)",historical,26649600.0,1041.0,493773.056712963,493773.056712963
"DC-PPO (fixed 60, 3 seeds)",historical,26700800.0,1043.0,493324.15972222225,493324.15972222225
"DC-PPO (fixed 60, 3 seeds)",historical,26752000.0,1045.0,493359.44357638893,493359.44357638893
"DC-PPO (fixed 60, 3 seeds)",historical,26803200.0,1047.0,493872.2853009259,493872.2853009259
"DC-PPO (fixed 60, 3 seeds)",historical,26854400.0,1049.0,494872.08159722225,494872.08159722225
"DC-PPO (fixed 60, 3 seeds)",historical,26905600.0,1051.0,495255.92939814815,495255.92939814815
"DC-PPO (fixed 60, 3 seeds)",historical,26956800.0,1053.0,495010.34837962966,495010.34837962966
"DC-PPO (fixed 60, 3 seeds)",historical,27008000.0,1055.0,494166.01215277775,494166.01215277775
"DC-PPO (fixed 60, 3 seeds)",historical,27059200.0,1057.0,494086.3721064814,494086.3721064814
"DC-PPO (fixed 60, 3 seeds)",historical,27110400.0,1059.0,494272.4045138888,494272.4045138888
"DC-PPO (fixed 60, 3 seeds)",historical,27161600.0,1061.0,494786.9956597222,494786.9956597222
"DC-PPO (fixed 60, 3 seeds)",historical,27212800.0,1063.0,494768.193287037,494768.193287037
"DC-PPO (fixed 60, 3 seeds)",historical,27264000.0,1065.0,494456.3865740741,494456.3865740741
"DC-PPO (fixed 60, 3 seeds)",historical,27315200.0,1067.0,494120.64293981483,494120.64293981483
"DC-PPO (fixed 60, 3 seeds)",historical,27366400.0,1069.0,493698.4820601851,493698.4820601851
"DC-PPO (fixed 60, 3 seeds)",historical,27417600.0,1071.0,493549.23437499994,493549.23437499994
"DC-PPO (fixed 60, 3 seeds)",historical,27468800.0,1073.0,493819.85069444444,493819.85069444444
"DC-PPO (fixed 60, 3 seeds)",historical,27520000.0,1075.0,494336.0245949074,494336.0245949074
"DC-PPO (fixed 60, 3 seeds)",historical,27571200.0,1077.0,494528.2824074074,494528.2824074074
"DC-PPO (fixed 60, 3 seeds)",historical,27622400.0,1079.0,493681.1513310185,493681.1513310185
"DC-PPO (fixed 60, 3 seeds)",historical,27673600.0,1081.0,492557.5737847222,492557.5737847222
"DC-PPO (fixed 60, 3 seeds)",historical,27724800.0,1083.0,491426.28906249994,491426.28906249994
"DC-PPO (fixed 60, 3 seeds)",historical,27776000.0,1085.0,490960.38281249994,490960.38281249994
"DC-PPO (fixed 60, 3 seeds)",historical,27827200.0,1087.0,490738.48987268517,490738.48987268517
"DC-PPO (fixed 60, 3 seeds)",historical,27878400.0,1089.0,490649.5677083333,490649.5677083333
"DC-PPO (fixed 60, 3 seeds)",historical,27929600.0,1091.0,490088.14785879635,490088.14785879635
"DC-PPO (fixed 60, 3 seeds)",historical,27980800.0,1093.0,489452.72714120377,489452.72714120377
"DC-PPO (fixed 60, 3 seeds)",historical,28032000.0,1095.0,488598.7549189815,488598.7549189815
"DC-PPO (fixed 60, 3 seeds)",historical,28083200.0,1097.0,488466.61574074073,488466.61574074073
"DC-PPO (fixed 60, 3 seeds)",historical,28134400.0,1099.0,488506.40017361107,488506.40017361107
"DC-PPO (fixed 60, 3 seeds)",historical,28185600.0,1101.0,489392.6863425926,489392.6863425926
"DC-PPO (fixed 60, 3 seeds)",historical,28236800.0,1103.0,490059.064525463,490059.064525463
"DC-PPO (fixed 60, 3 seeds)",historical,28288000.0,1105.0,489861.642650463,489861.642650463
"DC-PPO (fixed 60, 3 seeds)",historical,28339200.0,1107.0,488305.2578125,488305.2578125
"DC-PPO (fixed 60, 3 seeds)",historical,28390400.0,1109.0,486116.1287615741,486116.1287615741
"DC-PPO (fixed 60, 3 seeds)",historical,28441600.0,1111.0,484805.86168981483,484805.86168981483
"DC-PPO (fixed 60, 3 seeds)",historical,28492800.0,1113.0,484640.29340277775,484640.29340277775
"DC-PPO (fixed 60, 3 seeds)",historical,28544000.0,1115.0,485099.5101273148,485099.5101273148
"DC-PPO (fixed 60, 3 seeds)",historical,28595200.0,1117.0,485186.1513310185,485186.1513310185
"DC-PPO (fixed 60, 3 seeds)",historical,28646400.0,1119.0,484676.3174189815,484676.3174189815
"DC-PPO (fixed 60, 3 seeds)",historical,28697600.0,1121.0,484485.7068865741,484485.7068865741
"DC-PPO (fixed 60, 3 seeds)",historical,28748800.0,1123.0,485087.3614004629,485087.3614004629
"DC-PPO (fixed 60, 3 seeds)",historical,28800000.0,1125.0,486767.7294560185,486767.7294560185
"DC-PPO (fixed 60, 3 seeds)",historical,28851200.0,1127.0,488503.025462963,488503.025462963
"DC-PPO (fixed 60, 3 seeds)",historical,28902400.0,1129.0,489864.9806134259,489864.9806134259
"DC-PPO (fixed 60, 3 seeds)",historical,28953600.0,1131.0,490283.9464699074,490283.9464699074
"DC-PPO (fixed 60, 3 seeds)",historical,29004800.0,1133.0,490292.48582175927,490292.48582175927
"DC-PPO (fixed 60, 3 seeds)",historical,29056000.0,1135.0,490393.85185185185,490393.85185185185
"DC-PPO (fixed 60, 3 seeds)",historical,29107200.0,1137.0,490833.88512731483,490833.88512731483
"DC-PPO (fixed 60, 3 seeds)",historical,29158400.0,1139.0,491320.314525463,491320.314525463
"DC-PPO (fixed 60, 3 seeds)",historical,29209600.0,1141.0,491551.1932870371,491551.1932870371
"DC-PPO (fixed 60, 3 seeds)",historical,29260800.0,1143.0,491568.0978009259,491568.0978009259
"DC-PPO (fixed 60, 3 seeds)",historical,29312000.0,1145.0,491787.076099537,491787.076099537
"DC-PPO (fixed 60, 3 seeds)",historical,29363200.0,1147.0,491993.7511574074,491993.7511574074
"DC-PPO (fixed 60, 3 seeds)",historical,29414400.0,1149.0,492128.109375,492128.109375
"DC-PPO (fixed 60, 3 seeds)",historical,29465600.0,1151.0,492030.8854166667,492030.8854166667
"DC-PPO (fixed 60, 3 seeds)",historical,29516800.0,1153.0,491997.60850694444,491997.60850694444
"DC-PPO (fixed 60, 3 seeds)",historical,29568000.0,1155.0,492353.85850694444,492353.85850694444
"DC-PPO (fixed 60, 3 seeds)",historical,29619200.0,1157.0,492764.4988425926,492764.4988425926
"DC-PPO (fixed 60, 3 seeds)",historical,29670400.0,1159.0,492976.5107060186,492976.5107060186
"DC-PPO (fixed 60, 3 seeds)",historical,29721600.0,1161.0,492710.07638888893,492710.07638888893
"DC-PPO (fixed 60, 3 seeds)",historical,29772800.0,1163.0,492299.6657986112,492299.6657986112
"DC-PPO (fixed 60, 3 seeds)",historical,29824000.0,1165.0,491884.171875,491884.171875
"DC-PPO (fixed 60, 3 seeds)",historical,29875200.0,1167.0,491591.78356481483,491591.78356481483
"DC-PPO (fixed 60, 3 seeds)",historical,29926400.0,1169.0,491081.7080439815,491081.7080439815
"DC-PPO (fixed 60, 3 seeds)",historical,29977600.0,1171.0,490812.267650463,490812.267650463
"DC-PPO (fixed 60, 3 seeds)",historical,30028800.0,1173.0,490550.158275463,490550.158275463
"DC-PPO (fixed 60, 3 seeds)",historical,30080000.0,1175.0,490602.9348958333,490602.9348958333
"DC-PPO (fixed 60, 3 seeds)",historical,30131200.0,1177.0,490812.7607060185,490812.7607060185
"DC-PPO (fixed 60, 3 seeds)",historical,30182400.0,1179.0,491005.22511574073,491005.22511574073
"DC-PPO (fixed 60, 3 seeds)",historical,30233600.0,1181.0,491310.58420138893,491310.58420138893
"DC-PPO (fixed 60, 3 seeds)",historical,30284800.0,1183.0,491068.919849537,491068.919849537
"DC-PPO (fixed 60, 3 seeds)",historical,30336000.0,1185.0,491437.3790509259,491437.3790509259
"DC-PPO (fixed 60, 3 seeds)",historical,30387200.0,1187.0,491527.03298611107,491527.03298611107
"DC-PPO (fixed 60, 3 seeds)",historical,30438400.0,1189.0,492328.28819444444,492328.28819444444
"DC-PPO (fixed 60, 3 seeds)",historical,30489600.0,1191.0,492628.4427083333,492628.4427083333
"DC-PPO (fixed 60, 3 seeds)",historical,30540800.0,1193.0,493488.5625,493488.5625
"DC-PPO (fixed 60, 3 seeds)",historical,30592000.0,1195.0,493691.4230324074,493691.4230324074
"DC-PPO (fixed 60, 3 seeds)",historical,30643200.0,1197.0,493611.58940972225,493611.58940972225
"DC-PPO (fixed 60, 3 seeds)",historical,30694400.0,1199.0,492958.20399305556,492958.20399305556
"DC-PPO (fixed 60, 3 seeds)",historical,30745600.0,1201.0,492654.82175925927,492654.82175925927
"DC-PPO (fixed 60, 3 seeds)",historical,30796800.0,1203.0,492415.4597800926,492415.4597800926
"DC-PPO (fixed 60, 3 seeds)",historical,30848000.0,1205.0,491714.9490740741,491714.9490740741
"DC-PPO (fixed 60, 3 seeds)",historical,30899200.0,1207.0,490518.7086226852,490518.7086226852
"DC-PPO (fixed 60, 3 seeds)",historical,30950400.0,1209.0,489825.77199074073,489825.77199074073
"DC-PPO (fixed 60, 3 seeds)",historical,31001600.0,1211.0,490011.1371527778,490011.1371527778
"DC-PPO (fixed 60, 3 seeds)",historical,31052800.0,1213.0,490796.57783564815,490796.57783564815
"DC-PPO (fixed 60, 3 seeds)",historical,31104000.0,1215.0,491269.6915509259,491269.6915509259
"DC-PPO (fixed 60, 3 seeds)",historical,31155200.0,1217.0,492076.2228009259,492076.2228009259
"DC-PPO (fixed 60, 3 seeds)",historical,31206400.0,1219.0,493039.25057870365,493039.25057870365
"DC-PPO (fixed 60, 3 seeds)",historical,31257600.0,1221.0,493853.21817129623,493853.21817129623
"DC-PPO (fixed 60, 3 seeds)",historical,31308800.0,1223.0,493896.1550925926,493896.1550925926
"DC-PPO (fixed 60, 3 seeds)",historical,31360000.0,1225.0,493672.81221064815,493672.81221064815
"DC-PPO (fixed 60, 3 seeds)",historical,31411200.0,1227.0,493374.9580439815,493374.9580439815
"DC-PPO (fixed 60, 3 seeds)",historical,31462400.0,1229.0,493181.60098379635,493181.60098379635
"DC-PPO (fixed 60, 3 seeds)",historical,31513600.0,1231.0,492816.5416666667,492816.5416666667
"DC-PPO (fixed 60, 3 seeds)",historical,31564800.0,1233.0,492760.77488425927,492760.77488425927
"DC-PPO (fixed 60, 3 seeds)",historical,31616000.0,1235.0,493280.97685185185,493280.97685185185
"DC-PPO (fixed 60, 3 seeds)",historical,31667200.0,1237.0,493974.76707175927,493974.76707175927
"DC-PPO (fixed 60, 3 seeds)",historical,31718400.0,1239.0,494905.6122685185,494905.6122685185
"DC-PPO (fixed 60, 3 seeds)",historical,31769600.0,1241.0,494953.5925925925,494953.5925925925
"DC-PPO (fixed 60, 3 seeds)",historical,31820800.0,1243.0,495116.9117476851,495116.9117476851
"DC-PPO (fixed 60, 3 seeds)",historical,31872000.0,1245.0,494862.64207175915,494862.64207175915
"DC-PPO (fixed 60, 3 seeds)",historical,31923200.0,1247.0,494982.41521990736,494982.41521990736
"DC-PPO (fixed 60, 3 seeds)",historical,31974400.0,1249.0,494481.671875,494481.671875
"DC-PPO (fixed 60, 3 seeds)",historical,32025600.0,1251.0,494018.4453125,494018.4453125
"DC-PPO (fixed 60, 3 seeds)",historical,32076800.0,1253.0,493324.68692129635,493324.68692129635
"DC-PPO (fixed 60, 3 seeds)",historical,32128000.0,1255.0,493086.44994212966,493086.44994212966
"DC-PPO (fixed 60, 3 seeds)",historical,32179200.0,1257.0,493100.37355324073,493100.37355324073
"DC-PPO (fixed 60, 3 seeds)",historical,32230400.0,1259.0,493818.0286458333,493818.0286458333
"DC-PPO (fixed 60, 3 seeds)",historical,32281600.0,1261.0,494418.130787037,494418.130787037
"DC-PPO (fixed 60, 3 seeds)",historical,32332800.0,1263.0,494928.76620370365,494928.76620370365
"DC-PPO (fixed 60, 3 seeds)",historical,32384000.0,1265.0,494730.3020833333,494730.3020833333
"DC-PPO (fixed 60, 3 seeds)",historical,32435200.0,1267.0,494692.52806712966,494692.52806712966
"DC-PPO (fixed 60, 3 seeds)",historical,32486400.0,1269.0,494505.9262152778,494505.9262152778
"DC-PPO (fixed 60, 3 seeds)",historical,32537600.0,1271.0,494880.61950231483,494880.61950231483
"DC-PPO (fixed 60, 3 seeds)",historical,32588800.0,1273.0,495231.46817129635,495231.46817129635
"DC-PPO (fixed 60, 3 seeds)",historical,32640000.0,1275.0,495810.2471064815,495810.2471064815
"DC-PPO (fixed 60, 3 seeds)",historical,32691200.0,1277.0,495750.9563078704,495750.9563078704
"DC-PPO (fixed 60, 3 seeds)",historical,32742400.0,1279.0,495655.64293981483,495655.64293981483
"DC-PPO (fixed 60, 3 seeds)",historical,32793600.0,1281.0,495298.00636574073,495298.00636574073
"DC-PPO (fixed 60, 3 seeds)",historical,32844800.0,1283.0,495450.8946759259,495450.8946759259
"DC-PPO (fixed 60, 3 seeds)",historical,32896000.0,1285.0,495589.7925347222,495589.7925347222
"DC-PPO (fixed 60, 3 seeds)",historical,32947200.0,1287.0,495790.70862268517,495790.70862268517
"DC-PPO (fixed 60, 3 seeds)",historical,32998400.0,1289.0,496084.0353009259,496084.0353009259
"DC-PPO (fixed 60, 3 seeds)",historical,33049600.0,1291.0,496460.0043402778,496460.0043402778
"DC-PPO (fixed 60, 3 seeds)",historical,33100800.0,1293.0,496943.4971064816,496943.4971064816
"DC-PPO (fixed 60, 3 seeds)",historical,33152000.0,1295.0,497224.0405092593,497224.0405092593
"DC-PPO (fixed 60, 3 seeds)",historical,33203200.0,1297.0,497395.7320601852,497395.7320601852
"DC-PPO (fixed 60, 3 seeds)",historical,33254400.0,1299.0,497717.53674768517,497717.53674768517
"DC-PPO (fixed 60, 3 seeds)",historical,33305600.0,1301.0,497918.03559027775,497918.03559027775
"DC-PPO (fixed 60, 3 seeds)",historical,33356800.0,1303.0,497935.4774305555,497935.4774305555
"DC-PPO (fixed 60, 3 seeds)",historical,33408000.0,1305.0,497899.56192129623,497899.56192129623
"DC-PPO (fixed 60, 3 seeds)",historical,33459200.0,1307.0,497681.0208333333,497681.0208333333
"DC-PPO (fixed 60, 3 seeds)",historical,33510400.0,1309.0,498376.1432291667,498376.1432291667
"DC-PPO (fixed 60, 3 seeds)",historical,33561600.0,1311.0,498513.18026620377,498513.18026620377
"DC-PPO (fixed 60, 3 seeds)",historical,33612800.0,1313.0,498979.16319444444,498979.16319444444
"DC-PPO (fixed 60, 3 seeds)",historical,33664000.0,1315.0,498417.1044560185,498417.1044560185
"DC-PPO (fixed 60, 3 seeds)",historical,33715200.0,1317.0,498241.5309606481,498241.5309606481
"DC-PPO (fixed 60, 3 seeds)",historical,33766400.0,1319.0,498372.73582175927,498372.73582175927
"DC-PPO (fixed 60, 3 seeds)",historical,33817600.0,1321.0,498978.2690972222,498978.2690972222
"DC-PPO (fixed 60, 3 seeds)",historical,33868800.0,1323.0,499466.0295138888,499466.0295138888
"DC-PPO (fixed 60, 3 seeds)",historical,33920000.0,1325.0,499771.0144675926,499771.0144675926
"DC-PPO (fixed 60, 3 seeds)",historical,33971200.0,1327.0,499919.978587963,499919.978587963
"DC-PPO (fixed 60, 3 seeds)",historical,34022400.0,1329.0,500758.3475115741,500758.3475115741
"DC-PPO (fixed 60, 3 seeds)",historical,34073600.0,1331.0,501105.11776620377,501105.11776620377
"DC-PPO (fixed 60, 3 seeds)",historical,34124800.0,1333.0,501092.57378472225,501092.57378472225
"DC-PPO (fixed 60, 3 seeds)",historical,34176000.0,1335.0,500348.1064814815,500348.1064814815
"DC-PPO (fixed 60, 3 seeds)",historical,34227200.0,1337.0,499822.54600694444,499822.54600694444
"DC-PPO (fixed 60, 3 seeds)",historical,34278400.0,1339.0,499834.17824074073,499834.17824074073
"DC-PPO (fixed 60, 3 seeds)",historical,34329600.0,1341.0,499935.11487268517,499935.11487268517
"DC-PPO (fixed 60, 3 seeds)",historical,34380800.0,1343.0,500369.1394675926,500369.1394675926
"DC-PPO (fixed 60, 3 seeds)",historical,34432000.0,1345.0,500287.7942708333,500287.7942708333
"DC-PPO (fixed 60, 3 seeds)",historical,34483200.0,1347.0,500627.435474537,500627.435474537
"DC-PPO (fixed 60, 3 seeds)",historical,34534400.0,1349.0,500331.61863425915,500331.61863425915
"DC-PPO (fixed 60, 3 seeds)",historical,34585600.0,1351.0,500621.7847222222,500621.7847222222
"DC-PPO (fixed 60, 3 seeds)",historical,34636800.0,1353.0,500130.7589699074,500130.7589699074
"DC-PPO (fixed 60, 3 seeds)",historical,34688000.0,1355.0,500329.83680555556,500329.83680555556
"DC-PPO (fixed 60, 3 seeds)",historical,34739200.0,1357.0,500657.5949074074,500657.5949074074
"DC-PPO (fixed 60, 3 seeds)",historical,34790400.0,1359.0,501649.1027199074,501649.1027199074
"DC-PPO (fixed 60, 3 seeds)",historical,34841600.0,1361.0,501893.88512731483,501893.88512731483
"DC-PPO (fixed 60, 3 seeds)",historical,34892800.0,1363.0,501907.63136574073,501907.63136574073
"DC-PPO (fixed 60, 3 seeds)",historical,34944000.0,1365.0,502024.0665509259,502024.0665509259
"DC-PPO (fixed 60, 3 seeds)",historical,34995200.0,1367.0,502803.24652777775,502803.24652777775
"DC-PPO (fixed 60, 3 seeds)",historical,35046400.0,1369.0,503170.15943287034,503170.15943287034
"DC-PPO (fixed 60, 3 seeds)",historical,35097600.0,1371.0,503058.1429398148,503058.1429398148
"DC-PPO (fixed 60, 3 seeds)",historical,35148800.0,1373.0,503006.57089120365,503006.57089120365
"DC-PPO (fixed 60, 3 seeds)",historical,35200000.0,1375.0,503303.763599537,503303.763599537
"DC-PPO (fixed 60, 3 seeds)",historical,35251200.0,1377.0,503740.796875,503740.796875
"DC-PPO (fixed 60, 3 seeds)",historical,35302400.0,1379.0,503775.79050925927,503775.79050925927
"DC-PPO (fixed 60, 3 seeds)",historical,35353600.0,1381.0,503730.60300925927,503730.60300925927
"DC-PPO (fixed 60, 3 seeds)",historical,35404800.0,1383.0,503417.48379629623,503417.48379629623
"DC-PPO (fixed 60, 3 seeds)",historical,35456000.0,1385.0,502977.216724537,502977.216724537
"DC-PPO (fixed 60, 3 seeds)",historical,35507200.0,1387.0,502235.07783564815,502235.07783564815
"DC-PPO (fixed 60, 3 seeds)",historical,35558400.0,1389.0,501370.0992476852,501370.0992476852
"DC-PPO (fixed 60, 3 seeds)",historical,35609600.0,1391.0,500852.68981481483,500852.68981481483
"DC-PPO (fixed 60, 3 seeds)",historical,35660800.0,1393.0,500657.95225694444,500657.95225694444
"DC-PPO (fixed 60, 3 seeds)",historical,35712000.0,1395.0,501169.5052083333,501169.5052083333
"DC-PPO (fixed 60, 3 seeds)",historical,35763200.0,1397.0,501422.81365740736,501422.81365740736
"DC-PPO (fixed 60, 3 seeds)",historical,35814400.0,1399.0,501917.4372106481,501917.4372106481
"DC-PPO (fixed 60, 3 seeds)",historical,35865600.0,1401.0,502045.0101273148,502045.0101273148
"DC-PPO (fixed 60, 3 seeds)",historical,35916800.0,1403.0,501855.0347222222,501855.0347222222
"DC-PPO (fixed 60, 3 seeds)",historical,35968000.0,1405.0,501121.0833333333,501121.0833333333
"DC-PPO (fixed 60, 3 seeds)",historical,36019200.0,1407.0,500372.57725694444,500372.57725694444
"DC-PPO (fixed 60, 3 seeds)",historical,36070400.0,1409.0,500267.8544560185,500267.8544560185
"DC-PPO (fixed 60, 3 seeds)",historical,36121600.0,1411.0,500243.935474537,500243.935474537
"DC-PPO (fixed 60, 3 seeds)",historical,36172800.0,1413.0,500372.9716435186,500372.9716435186
"DC-PPO (fixed 60, 3 seeds)",historical,36224000.0,1415.0,500607.2531828704,500607.2531828704
"DC-PPO (fixed 60, 3 seeds)",historical,36275200.0,1417.0,500861.21180555556,500861.21180555556
"DC-PPO (fixed 60, 3 seeds)",historical,36326400.0,1419.0,500825.68605324073,500825.68605324073
"DC-PPO (fixed 60, 3 seeds)",historical,36377600.0,1421.0,500556.140625,500556.140625
"DC-PPO (fixed 60, 3 seeds)",historical,36428800.0,1423.0,500817.62934027775,500817.62934027775
"DC-PPO (fixed 60, 3 seeds)",historical,36480000.0,1425.0,501754.5410879629,501754.5410879629
"DC-PPO (fixed 60, 3 seeds)",historical,36531200.0,1427.0,502898.3333333333,502898.3333333333
"DC-PPO (fixed 60, 3 seeds)",historical,36582400.0,1429.0,504025.8142361112,504025.8142361112
"DC-PPO (fixed 60, 3 seeds)",historical,36633600.0,1431.0,504684.7297453704,504684.7297453704
"DC-PPO (fixed 60, 3 seeds)",historical,36684800.0,1433.0,504730.810474537,504730.810474537
"DC-PPO (fixed 60, 3 seeds)",historical,36736000.0,1435.0,504397.6857638888,504397.6857638888
"DC-PPO (fixed 60, 3 seeds)",historical,36787200.0,1437.0,504263.21006944444,504263.21006944444
"DC-PPO (fixed 60, 3 seeds)",historical,36838400.0,1439.0,504678.5208333333,504678.5208333333
"DC-PPO (fixed 60, 3 seeds)",historical,36889600.0,1441.0,505047.8865740741,505047.8865740741
"DC-PPO (fixed 60, 3 seeds)",historical,36940800.0,1443.0,505567.22887731483,505567.22887731483
"DC-PPO (fixed 60, 3 seeds)",historical,36992000.0,1445.0,505798.72540509264,505798.72540509264
"DC-PPO (fixed 60, 3 seeds)",historical,37043200.0,1447.0,506404.798900463,506404.798900463
"DC-PPO (fixed 60, 3 seeds)",historical,37094400.0,1449.0,506187.68721064815,506187.68721064815
