series,segment,cumulative_steps,learning_episode,raw_value,three_point_smoothed_value
DC-PPO strict 1+5 (stitched 100M),50-100M,64924800,2536.125,479645.1875,481587.3854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,64976000,2538.125,482058.0625,481242.1770833333
DC-PPO strict 1+5 (stitched 100M),50-100M,65027200,2540.125,482023.28125,481575.4166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,65078400,2542.125,480644.90625,480252.8645833333
DC-PPO strict 1+5 (stitched 100M),50-100M,65129600,2544.125,478090.40625,479442.8541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,65180800,2546.125,479593.25,479315.3958333333
DC-PPO strict 1+5 (stitched 100M),50-100M,65232000,2548.125,480262.53125,479821.6458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,65283200,2550.125,479609.15625,479122.53125
DC-PPO strict 1+5 (stitched 100M),50-100M,65334400,2552.125,477495.90625,478107.59375
DC-PPO strict 1+5 (stitched 100M),50-100M,65385600,2554.125,477217.71875,477835.8333333333
DC-PPO strict 1+5 (stitched 100M),50-100M,65436800,2556.125,478793.875,478070.9375
DC-PPO strict 1+5 (stitched 100M),50-100M,65488000,2558.125,478201.21875,477740.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,65539200,2560.125,476226.53125,476509.5208333333
DC-PPO strict 1+5 (stitched 100M),50-100M,65590400,2562.125,475100.8125,474711.5833333333
DC-PPO strict 1+5 (stitched 100M),50-100M,65641600,2564.125,472807.40625,473766.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,65692800,2566.125,473390.34375,473320.59375
DC-PPO strict 1+5 (stitched 100M),50-100M,65744000,2568.125,473764.03125,472680.0
DC-PPO strict 1+5 (stitched 100M),50-100M,65795200,2570.125,470885.625,471688.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,65846400,2572.125,470414.5625,470584.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,65897600,2574.125,470452.875,471081.7604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,65948800,2576.125,472377.84375,471055.9375
DC-PPO strict 1+5 (stitched 100M),50-100M,66000000,2578.125,470337.09375,470577.3958333333
DC-PPO strict 1+5 (stitched 100M),50-100M,66051200,2580.125,469017.25,470240.0
DC-PPO strict 1+5 (stitched 100M),50-100M,66102400,2582.125,471365.65625,470492.2604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,66153600,2584.125,471093.875,471265.7604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,66204800,2586.125,471337.75,471267.53125
DC-PPO strict 1+5 (stitched 100M),50-100M,66256000,2588.125,471370.96875,471782.6354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,66307200,2590.125,472639.1875,472346.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,66358400,2592.125,473029.46875,472612.4166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,66409600,2594.125,472168.59375,472268.3125
DC-PPO strict 1+5 (stitched 100M),50-100M,66460800,2596.125,471606.875,472049.4583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,66512000,2598.125,472372.90625,471736.59375
DC-PPO strict 1+5 (stitched 100M),50-100M,66563200,2600.125,471230.0,471423.6770833333
DC-PPO strict 1+5 (stitched 100M),50-100M,66614400,2602.125,470668.125,470113.2083333333
DC-PPO strict 1+5 (stitched 100M),50-100M,66665600,2604.125,468441.5,469385.5
DC-PPO strict 1+5 (stitched 100M),50-100M,66716800,2606.125,469046.875,469576.9479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,66768000,2608.125,471242.46875,470535.3125
DC-PPO strict 1+5 (stitched 100M),50-100M,66819200,2610.125,471316.59375,471225.9375
DC-PPO strict 1+5 (stitched 100M),50-100M,66870400,2612.125,471118.75,471527.7291666667
DC-PPO strict 1+5 (stitched 100M),50-100M,66921600,2614.125,472147.84375,471579.8020833333
DC-PPO strict 1+5 (stitched 100M),50-100M,66972800,2616.125,471472.8125,471707.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,67024000,2618.125,471501.6875,470475.2708333333
DC-PPO strict 1+5 (stitched 100M),50-100M,67075200,2620.125,468451.3125,469700.875
DC-PPO strict 1+5 (stitched 100M),50-100M,67126400,2622.125,469149.625,468913.2916666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67177600,2624.125,469138.9375,469310.0
DC-PPO strict 1+5 (stitched 100M),50-100M,67228800,2626.125,469641.4375,469588.4895833333
DC-PPO strict 1+5 (stitched 100M),50-100M,67280000,2628.125,469985.09375,469888.4375
DC-PPO strict 1+5 (stitched 100M),50-100M,67331200,2630.125,470038.78125,470532.65625
DC-PPO strict 1+5 (stitched 100M),50-100M,67382400,2632.125,471574.09375,471326.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67433600,2634.125,472366.1875,472338.1041666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67484800,2636.125,473074.03125,472600.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67536000,2638.125,472359.90625,472527.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67587200,2640.125,472148.6875,472517.4375
DC-PPO strict 1+5 (stitched 100M),50-100M,67638400,2642.125,473043.71875,472349.8229166667
DC-PPO strict 1+5 (stitched 100M),50-100M,67689600,2644.125,471857.0625,472152.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67740800,2646.125,471555.34375,471609.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,67792000,2648.125,471415.15625,471542.84375
DC-PPO strict 1+5 (stitched 100M),50-100M,67843200,2650.125,471658.03125,471574.71875
DC-PPO strict 1+5 (stitched 100M),50-100M,67894400,2652.125,471650.96875,472219.2291666667
DC-PPO strict 1+5 (stitched 100M),50-100M,67945600,2654.125,473348.6875,472183.4375
DC-PPO strict 1+5 (stitched 100M),50-100M,67996800,2656.125,471550.65625,472750.7916666667
DC-PPO strict 1+5 (stitched 100M),50-100M,68048000,2658.125,473353.03125,472707.53125
DC-PPO strict 1+5 (stitched 100M),50-100M,68099200,2660.125,473218.90625,473704.1458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,68150400,2662.125,474540.5,473994.0104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,68201600,2664.125,474222.625,474701.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,68252800,2666.125,475340.0625,475640.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,68304000,2668.125,477358.9375,476060.78125
DC-PPO strict 1+5 (stitched 100M),50-100M,68355200,2670.125,475483.34375,475983.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,68406400,2672.125,475107.0625,476196.90625
DC-PPO strict 1+5 (stitched 100M),50-100M,68457600,2674.125,478000.3125,476728.7708333333
DC-PPO strict 1+5 (stitched 100M),50-100M,68508800,2676.125,477078.9375,476811.2604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,68560000,2678.125,475354.53125,476203.90625
DC-PPO strict 1+5 (stitched 100M),50-100M,68611200,2680.125,476178.25,475541.9895833333
DC-PPO strict 1+5 (stitched 100M),50-100M,68662400,2682.125,475093.1875,474247.7604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,68713600,2684.125,471471.84375,472844.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,68764800,2686.125,471967.3125,471630.9375
DC-PPO strict 1+5 (stitched 100M),50-100M,68816000,2688.125,471453.65625,471697.53125
DC-PPO strict 1+5 (stitched 100M),50-100M,68867200,2690.125,471671.625,471225.6458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,68918400,2692.125,470551.65625,470130.34375
DC-PPO strict 1+5 (stitched 100M),50-100M,68969600,2694.125,468167.75,469629.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,69020800,2696.125,470168.15625,469760.0104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,69072000,2698.125,470944.125,470604.25
DC-PPO strict 1+5 (stitched 100M),50-100M,69123200,2700.125,470700.46875,471381.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,69174400,2702.125,472498.59375,471587.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,69225600,2704.125,471563.28125,471873.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,69276800,2706.125,471557.46875,471965.9375
DC-PPO strict 1+5 (stitched 100M),50-100M,69328000,2708.125,472777.0625,473233.125
DC-PPO strict 1+5 (stitched 100M),50-100M,69379200,2710.125,475364.84375,474514.2395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,69430400,2712.125,475400.8125,474474.46875
DC-PPO strict 1+5 (stitched 100M),50-100M,69481600,2714.125,472657.75,473206.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,69532800,2716.125,471561.0625,472016.625
DC-PPO strict 1+5 (stitched 100M),50-100M,69584000,2718.125,471831.0625,472101.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,69635200,2720.125,472911.9375,472075.5833333333
DC-PPO strict 1+5 (stitched 100M),50-100M,69686400,2722.125,471483.75,473117.6875
DC-PPO strict 1+5 (stitched 100M),50-100M,69737600,2724.125,474957.375,473741.8125
DC-PPO strict 1+5 (stitched 100M),50-100M,69788800,2726.125,474784.3125,474774.7708333333
DC-PPO strict 1+5 (stitched 100M),50-100M,69840000,2728.125,474582.625,475030.65625
DC-PPO strict 1+5 (stitched 100M),50-100M,69891200,2730.125,475725.03125,475081.4791666667
DC-PPO strict 1+5 (stitched 100M),50-100M,69942400,2732.125,474936.78125,475260.5520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,69993600,2734.125,475119.84375,474689.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,70044800,2736.125,474011.4375,474627.90625
DC-PPO strict 1+5 (stitched 100M),50-100M,70096000,2738.125,474752.4375,475065.28125
DC-PPO strict 1+5 (stitched 100M),50-100M,70147200,2740.125,476431.96875,474993.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,70198400,2742.125,473794.8125,474445.2395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,70249600,2744.125,473108.9375,473649.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,70300800,2746.125,474044.59375,473638.5520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,70352000,2748.125,473762.125,473712.7291666667
DC-PPO strict 1+5 (stitched 100M),50-100M,70403200,2750.125,473331.46875,473309.1354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,70454400,2752.125,472833.8125,473423.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,70505600,2754.125,474103.90625,474065.4270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,70556800,2756.125,475258.5625,476073.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,70608000,2758.125,478856.71875,477734.0520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,70659200,2760.125,479086.875,479478.5625
DC-PPO strict 1+5 (stitched 100M),50-100M,70710400,2762.125,480492.09375,479287.46875
DC-PPO strict 1+5 (stitched 100M),50-100M,70761600,2764.125,478283.4375,479347.9270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,70812800,2766.125,479268.25,478361.0104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,70864000,2768.125,477531.34375,478065.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,70915200,2770.125,477395.96875,477580.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,70966400,2772.125,477812.8125,477485.53125
DC-PPO strict 1+5 (stitched 100M),50-100M,71017600,2774.125,477247.8125,477309.4583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,71068800,2776.125,476867.75,476402.2395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,71120000,2778.125,475091.15625,475107.2083333333
DC-PPO strict 1+5 (stitched 100M),50-100M,71171200,2780.125,473362.71875,473813.90625
DC-PPO strict 1+5 (stitched 100M),50-100M,71222400,2782.125,472987.84375,473436.8854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,71273600,2784.125,473960.09375,473733.4583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,71324800,2786.125,474252.4375,473641.8125
DC-PPO strict 1+5 (stitched 100M),50-100M,71376000,2788.125,472712.90625,473386.7291666667
DC-PPO strict 1+5 (stitched 100M),50-100M,71427200,2790.125,473194.84375,472736.8541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,71478400,2792.125,472302.8125,473075.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,71529600,2794.125,473727.5625,473640.4166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,71580800,2796.125,474890.875,474283.125
DC-PPO strict 1+5 (stitched 100M),50-100M,71632000,2798.125,474230.9375,474807.8125
DC-PPO strict 1+5 (stitched 100M),50-100M,71683200,2800.125,475301.625,474572.125
DC-PPO strict 1+5 (stitched 100M),50-100M,71734400,2802.125,474183.8125,474820.40625
DC-PPO strict 1+5 (stitched 100M),50-100M,71785600,2804.125,474975.78125,473828.9270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,71836800,2806.125,472327.1875,473813.0104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,71888000,2808.125,474136.0625,473518.9583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,71939200,2810.125,474093.625,473668.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,71990400,2812.125,472774.65625,473915.9166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72041600,2814.125,474879.46875,473599.5208333333
DC-PPO strict 1+5 (stitched 100M),50-100M,72092800,2816.125,473144.4375,474461.6875
DC-PPO strict 1+5 (stitched 100M),50-100M,72144000,2818.125,475361.15625,473561.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,72195200,2820.125,472178.75,473872.7395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,72246400,2822.125,474078.3125,473031.8125
DC-PPO strict 1+5 (stitched 100M),50-100M,72297600,2824.125,472838.375,473896.2916666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72348800,2826.125,474772.1875,474035.7916666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72400000,2828.125,474496.8125,474990.7395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,72451200,2830.125,475703.21875,474792.2083333333
DC-PPO strict 1+5 (stitched 100M),50-100M,72502400,2832.125,474176.59375,474886.0520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,72553600,2834.125,474778.34375,474230.09375
DC-PPO strict 1+5 (stitched 100M),50-100M,72604800,2836.125,473735.34375,474352.0208333333
DC-PPO strict 1+5 (stitched 100M),50-100M,72656000,2838.125,474542.375,474097.9166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72707200,2840.125,474016.03125,474541.6145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,72758400,2842.125,475066.4375,474500.1666666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72809600,2844.125,474418.03125,473738.5
DC-PPO strict 1+5 (stitched 100M),50-100M,72860800,2846.125,471731.03125,471606.1666666667
DC-PPO strict 1+5 (stitched 100M),50-100M,72912000,2848.125,468669.4375,470623.3020833333
DC-PPO strict 1+5 (stitched 100M),50-100M,72963200,2850.125,471469.4375,469934.0
DC-PPO strict 1+5 (stitched 100M),50-100M,73014400,2852.125,469663.125,471062.1458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,73065600,2854.125,472053.875,470233.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,73116800,2856.125,468983.34375,469742.1770833333
DC-PPO strict 1+5 (stitched 100M),50-100M,73168000,2858.125,468189.3125,469364.6354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,73219200,2860.125,470921.25,469724.6666666667
DC-PPO strict 1+5 (stitched 100M),50-100M,73270400,2862.125,470063.4375,470425.0833333333
DC-PPO strict 1+5 (stitched 100M),50-100M,73321600,2864.125,470290.5625,469223.3854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,73372800,2866.125,467316.15625,468094.4479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,73424000,2868.125,466676.625,466703.6145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,73475200,2870.125,466118.0625,466912.875
DC-PPO strict 1+5 (stitched 100M),50-100M,73526400,2872.125,467943.9375,467473.59375
DC-PPO strict 1+5 (stitched 100M),50-100M,73577600,2874.125,468358.78125,468392.1354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,73628800,2876.125,468873.6875,469830.75
DC-PPO strict 1+5 (stitched 100M),50-100M,73680000,2878.125,472259.78125,471094.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,73731200,2880.125,472149.59375,471919.9895833333
DC-PPO strict 1+5 (stitched 100M),50-100M,73782400,2882.125,471350.59375,472238.1666666667
DC-PPO strict 1+5 (stitched 100M),50-100M,73833600,2884.125,473214.3125,472716.3541666667
DC-PPO strict 1+5 (stitched 100M),50-100M,73884800,2886.125,473584.15625,473875.5833333333
DC-PPO strict 1+5 (stitched 100M),50-100M,73936000,2888.125,474828.28125,474868.96875
DC-PPO strict 1+5 (stitched 100M),50-100M,73987200,2890.125,476194.46875,475711.4895833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74038400,2892.125,476111.71875,476622.6770833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74089600,2894.125,477561.84375,476585.2604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74140800,2896.125,476082.21875,476398.7083333333
DC-PPO strict 1+5 (stitched 100M),50-100M,74192000,2898.125,475552.0625,475589.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74243200,2900.125,475132.9375,475373.9583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,74294400,2902.125,475436.875,475046.71875
DC-PPO strict 1+5 (stitched 100M),50-100M,74345600,2904.125,474570.34375,475049.6145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74396800,2906.125,475141.625,474558.3854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74448000,2908.125,473963.1875,474466.03125
DC-PPO strict 1+5 (stitched 100M),50-100M,74499200,2910.125,474293.28125,473561.5729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74550400,2912.125,472428.25,473020.34375
DC-PPO strict 1+5 (stitched 100M),50-100M,74601600,2914.125,472339.5,471863.7395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74652800,2916.125,470823.46875,471570.9583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,74704000,2918.125,471549.90625,471340.34375
DC-PPO strict 1+5 (stitched 100M),50-100M,74755200,2920.125,471647.65625,472371.7604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74806400,2922.125,473917.71875,472814.6145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74857600,2924.125,472878.46875,473374.9270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,74908800,2926.125,473328.59375,473687.1354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,74960000,2928.125,474854.34375,473907.0208333333
DC-PPO strict 1+5 (stitched 100M),50-100M,75011200,2930.125,473538.125,473971.875
DC-PPO strict 1+5 (stitched 100M),50-100M,75062400,2932.125,473523.15625,473777.46875
DC-PPO strict 1+5 (stitched 100M),50-100M,75113600,2934.125,474271.125,473312.3958333333
DC-PPO strict 1+5 (stitched 100M),50-100M,75164800,2936.125,472142.90625,472170.4375
DC-PPO strict 1+5 (stitched 100M),50-100M,75216000,2938.125,470097.28125,470845.3229166667
DC-PPO strict 1+5 (stitched 100M),50-100M,75267200,2940.125,470295.78125,469852.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75318400,2942.125,469163.28125,470335.3020833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75369600,2944.125,471546.84375,470900.6354166667
DC-PPO strict 1+5 (stitched 100M),50-100M,75420800,2946.125,471991.78125,472901.7395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75472000,2948.125,475166.59375,473156.7708333333
DC-PPO strict 1+5 (stitched 100M),50-100M,75523200,2950.125,472311.9375,473311.3645833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75574400,2952.125,472455.5625,472717.5520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75625600,2954.125,473385.15625,473481.9479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,75676800,2956.125,474605.125,473031.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,75728000,2958.125,471103.28125,472487.90625
DC-PPO strict 1+5 (stitched 100M),50-100M,75779200,2960.125,471755.3125,471528.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,75830400,2962.125,471725.625,471288.21875
DC-PPO strict 1+5 (stitched 100M),50-100M,75881600,2964.125,470383.71875,470899.6875
DC-PPO strict 1+5 (stitched 100M),50-100M,75932800,2966.125,470589.71875,470785.1145833333
DC-PPO strict 1+5 (stitched 100M),50-100M,75984000,2968.125,471381.90625,471572.2604166667
DC-PPO strict 1+5 (stitched 100M),50-100M,76035200,2970.125,472745.15625,471738.375
DC-PPO strict 1+5 (stitched 100M),50-100M,76086400,2972.125,471088.0625,471711.9583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,76137600,2974.125,471302.65625,471875.4166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,76188800,2976.125,473235.53125,472990.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,76240000,2978.125,474432.0,473421.59375
DC-PPO strict 1+5 (stitched 100M),50-100M,76291200,2980.125,472597.25,473756.71875
DC-PPO strict 1+5 (stitched 100M),50-100M,76342400,2982.125,474240.90625,473627.9270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,76393600,2984.125,474045.625,474006.40625
DC-PPO strict 1+5 (stitched 100M),50-100M,76444800,2986.125,473732.6875,474092.9895833333
DC-PPO strict 1+5 (stitched 100M),50-100M,76496000,2988.125,474500.65625,474223.9791666667
DC-PPO strict 1+5 (stitched 100M),50-100M,76547200,2990.125,474438.59375,474627.8854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,76598400,2992.125,474944.40625,475176.6458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,76649600,2994.125,476146.9375,475410.0520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,76700800,2996.125,475138.8125,475236.875
DC-PPO strict 1+5 (stitched 100M),50-100M,76752000,2998.125,474424.875,474972.1041666667
DC-PPO strict 1+5 (stitched 100M),50-100M,76803200,3000.125,475352.625,474322.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,76854400,3002.125,473188.625,474176.9479166667
DC-PPO strict 1+5 (stitched 100M),50-100M,76905600,3004.125,473989.59375,472925.2395833333
DC-PPO strict 1+5 (stitched 100M),50-100M,76956800,3006.125,471597.5,473569.40625
DC-PPO strict 1+5 (stitched 100M),50-100M,77008000,3008.125,475121.125,473638.0833333333
DC-PPO strict 1+5 (stitched 100M),50-100M,77059200,3010.125,474195.625,474099.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,77110400,3012.125,472980.375,473539.3854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,77161600,3014.125,473442.15625,472804.09375
DC-PPO strict 1+5 (stitched 100M),50-100M,77212800,3016.125,471989.75,472613.8125
DC-PPO strict 1+5 (stitched 100M),50-100M,77264000,3018.125,472409.53125,473041.9583333333
DC-PPO strict 1+5 (stitched 100M),50-100M,77315200,3020.125,474726.59375,474038.09375
DC-PPO strict 1+5 (stitched 100M),50-100M,77366400,3022.125,474978.15625,474292.09375
DC-PPO strict 1+5 (stitched 100M),50-100M,77417600,3024.125,473171.53125,473722.6041666667
DC-PPO strict 1+5 (stitched 100M),50-100M,77468800,3026.125,473018.125,473159.5104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,77520000,3028.125,473288.875,473777.8333333333
DC-PPO strict 1+5 (stitched 100M),50-100M,77571200,3030.125,475026.5,473816.6458333333
DC-PPO strict 1+5 (stitched 100M),50-100M,77622400,3032.125,473134.5625,473733.1770833333
DC-PPO strict 1+5 (stitched 100M),50-100M,77673600,3034.125,473038.46875,473146.4166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,77724800,3036.125,473266.21875,472856.5416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,77776000,3038.125,472264.9375,472810.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,77827200,3040.125,472899.0625,472372.28125
DC-PPO strict 1+5 (stitched 100M),50-100M,77878400,3042.125,471952.84375,471933.3958333333
DC-PPO strict 1+5 (stitched 100M),50-100M,77929600,3044.125,470948.28125,470768.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,77980800,3046.125,469403.0625,469996.4270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,78032000,3048.125,469637.9375,469352.75
DC-PPO strict 1+5 (stitched 100M),50-100M,78083200,3050.125,469017.25,469108.28125
DC-PPO strict 1+5 (stitched 100M),50-100M,78134400,3052.125,468669.65625,468710.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,78185600,3054.125,468443.21875,468792.03125
DC-PPO strict 1+5 (stitched 100M),50-100M,78236800,3056.125,469263.21875,469260.28125
DC-PPO strict 1+5 (stitched 100M),50-100M,78288000,3058.125,470074.40625,469732.0104166667
DC-PPO strict 1+5 (stitched 100M),50-100M,78339200,3060.125,469858.40625,469276.6666666667
DC-PPO strict 1+5 (stitched 100M),50-100M,78390400,3062.125,467897.1875,469408.6875
DC-PPO strict 1+5 (stitched 100M),50-100M,78441600,3064.125,470470.46875,469602.9166666667
DC-PPO strict 1+5 (stitched 100M),50-100M,78492800,3066.125,470441.09375,470525.15625
DC-PPO strict 1+5 (stitched 100M),50-100M,78544000,3068.125,470663.90625,471298.8020833333
DC-PPO strict 1+5 (stitched 100M),50-100M,78595200,3070.125,472791.40625,471515.0520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,78646400,3072.125,471089.84375,471783.03125
DC-PPO strict 1+5 (stitched 100M),50-100M,78697600,3074.125,471467.84375,471012.5625
DC-PPO strict 1+5 (stitched 100M),50-100M,78748800,3076.125,470480.0,471261.8229166667
DC-PPO strict 1+5 (stitched 100M),50-100M,78800000,3078.125,471837.625,470757.625
DC-PPO strict 1+5 (stitched 100M),50-100M,78851200,3080.125,469955.25,470208.9270833333
DC-PPO strict 1+5 (stitched 100M),50-100M,78902400,3082.125,468833.90625,469736.0416666667
DC-PPO strict 1+5 (stitched 100M),50-100M,78953600,3084.125,470418.96875,470029.5208333333
DC-PPO strict 1+5 (stitched 100M),50-100M,79004800,3086.125,470835.6875,470029.5520833333
DC-PPO strict 1+5 (stitched 100M),50-100M,79056000,3088.125,468834.0,469715.1041666667
DC-PPO strict 1+5 (stitched 100M),50-100M,79107200,3090.125,469475.625,469122.6875
DC-PPO strict 1+5 (stitched 100M),50-100M,79158400,3092.125,469058.4375,468558.125
DC-PPO strict 1+5 (stitched 100M),50-100M,79209600,3094.125,467140.3125,467910.5625
DC-PPO strict 1+5 (stitched 100M),50-100M,79260800,3096.125,467532.9375,468157.1875
DC-PPO strict 1+5 (stitched 100M),50-100M,79312000,3098.125,469798.3125,468333.2916666667
DC-PPO strict 1+5 (stitched 100M),50-100M,79363200,3100.125,467668.625,469217.7083333333
DC-PPO strict 1+5 (stitched 100M),50-100M,79414400,3102.125,470186.1875,469322.8645833333
DC-PPO strict 1+5 (stitched 100M),50-100M,79465600,3104.125,470113.78125,470812.6041666667
DC-PPO strict 1+5 (stitched 100M),50-100M,79516800,3106.125,472137.84375,471263.8958333333
DC-PPO strict 1+5 (stitched 100M),50-100M,79568000,3108.125,471540.0625,471832.8854166667
DC-PPO strict 1+5 (stitched 100M),50-100M,79619200,3110.125,471820.75,471250.3229166667
DC-PPO strict 1+5 (stitched 100M),50-100M,79670400,3112.125,470390.15625,471890.0729166667
DC-PPO strict 1+5 (stitched 100M),50-100M,79721600,3114.125,473459.3125,472592.0625
DC-PPO strict 1+5 (stitched 100M),50-100M,79772800,3116.125,473926.71875,473538.65625
