series,local_learning_episode,raw_value,three_point_smoothed_value
DC-PPO continuation (local x),115.0,459518.90625,458535.4375
DC-PPO continuation (local x),117.0,457362.5,458379.0416666667
DC-PPO continuation (local x),119.0,458255.71875,458610.4791666667
DC-PPO continuation (local x),121.0,460213.21875,459074.25
DC-PPO continuation (local x),123.0,458753.8125,459706.8020833333
DC-PPO continuation (local x),125.0,460153.375,459045.6875
DC-PPO continuation (local x),127.0,458229.875,458684.25
DC-PPO continuation (local x),129.0,457669.5,457652.6145833333
DC-PPO continuation (local x),131.0,457058.46875,457481.0416666667
DC-PPO continuation (local x),133.0,457715.15625,457705.125
DC-PPO continuation (local x),135.0,458341.75,457859.125
DC-PPO continuation (local x),137.0,457520.46875,456917.15625
DC-PPO continuation (local x),139.0,454889.25,456240.8645833333
DC-PPO continuation (local x),141.0,456312.875,456019.3125
DC-PPO continuation (local x),143.0,456855.8125,456552.7916666667
DC-PPO continuation (local x),145.0,456489.6875,456040.34375
DC-PPO continuation (local x),147.0,454775.53125,456299.7916666667
DC-PPO continuation (local x),149.0,457634.15625,456675.5625
DC-PPO continuation (local x),151.0,457617.0,457975.625
DC-PPO continuation (local x),153.0,458675.71875,458594.5
DC-PPO continuation (local x),155.0,459490.78125,458750.9166666667
DC-PPO continuation (local x),157.0,458086.25,459123.3541666667
DC-PPO continuation (local x),159.0,459793.03125,458734.8020833333
DC-PPO continuation (local x),161.0,458325.125,458705.6041666667
DC-PPO continuation (local x),163.0,457998.65625,457637.6979166667
DC-PPO continuation (local x),165.0,456589.3125,457851.40625
DC-PPO continuation (local x),167.0,458966.25,458308.8645833333
DC-PPO continuation (local x),169.0,459371.03125,459607.2916666667
DC-PPO continuation (local x),171.0,460484.59375,461621.3125
DC-PPO continuation (local x),173.0,465008.3125,462698.9583333333
DC-PPO continuation (local x),175.0,462603.96875,463148.4479166667
DC-PPO continuation (local x),177.0,461833.0625,461603.9583333333
DC-PPO continuation (local x),179.0,460374.84375,460601.0
DC-PPO continuation (local x),181.0,459595.09375,459630.5729166667
DC-PPO continuation (local x),183.0,458921.78125,458579.5416666667
DC-PPO continuation (local x),185.0,457221.75,457678.4375
DC-PPO continuation (local x),187.0,456891.78125,456628.7083333333
DC-PPO continuation (local x),189.0,455772.59375,456084.4166666667
DC-PPO continuation (local x),191.0,455588.875,455460.5729166667
DC-PPO continuation (local x),193.0,455020.25,455588.5625
DC-PPO continuation (local x),195.0,456156.5625,455410.8020833333
DC-PPO continuation (local x),197.0,455055.59375,456031.6979166667
DC-PPO continuation (local x),199.0,456882.9375,456095.5104166667
DC-PPO continuation (local x),201.0,456348.0,458063.8333333333
DC-PPO continuation (local x),203.0,460960.5625,460131.5104166667
DC-PPO continuation (local x),205.0,463085.96875,462540.2291666667
DC-PPO continuation (local x),207.0,463574.15625,463530.9166666667
DC-PPO continuation (local x),209.0,463932.625,463439.2708333333
DC-PPO continuation (local x),211.0,462811.03125,463516.4791666667
DC-PPO continuation (local x),213.0,463805.78125,462947.5625
DC-PPO continuation (local x),215.0,462225.875,463391.1458333333
DC-PPO continuation (local x),217.0,464141.78125,463519.46875
DC-PPO continuation (local x),219.0,464190.75,464053.28125
DC-PPO continuation (local x),221.0,463827.3125,463159.65625
DC-PPO continuation (local x),223.0,461460.90625,462167.96875
DC-PPO continuation (local x),225.0,461215.6875,460307.0416666667
DC-PPO continuation (local x),227.0,458244.53125,458850.0729166667
DC-PPO continuation (local x),229.0,457090.0,458412.625
DC-PPO continuation (local x),231.0,459903.34375,458970.8125
DC-PPO continuation (local x),233.0,459919.09375,459649.25
DC-PPO continuation (local x),235.0,459125.3125,459638.7916666667
DC-PPO continuation (local x),237.0,459871.96875,461157.7291666667
DC-PPO continuation (local x),239.0,464475.90625,462690.8333333333
DC-PPO continuation (local x),241.0,463724.625,464386.4791666667
DC-PPO continuation (local x),243.0,464958.90625,464905.8541666667
DC-PPO continuation (local x),245.0,466034.03125,465185.5208333333
DC-PPO continuation (local x),247.0,464563.625,465708.875
DC-PPO continuation (local x),249.0,466528.96875,465723.7604166667
DC-PPO continuation (local x),251.0,466078.6875,466027.5
DC-PPO continuation (local x),253.0,465474.84375,466780.4479166667
DC-PPO continuation (local x),255.0,468787.8125,467398.6666666667
DC-PPO continuation (local x),257.0,467933.34375,468008.4270833333
DC-PPO continuation (local x),259.0,467304.125,467064.53125
DC-PPO continuation (local x),261.0,465956.125,465741.6145833333
DC-PPO continuation (local x),263.0,463964.59375,464887.6666666667
DC-PPO continuation (local x),265.0,464742.28125,465076.3541666667
DC-PPO continuation (local x),267.0,466522.1875,466436.3645833333
DC-PPO continuation (local x),269.0,468044.625,467385.9375
DC-PPO continuation (local x),271.0,467591.0,468029.6354166667
DC-PPO continuation (local x),273.0,468453.28125,467986.53125
DC-PPO continuation (local x),275.0,467915.3125,467838.3645833333
DC-PPO continuation (local x),277.0,467146.5,467189.8125
DC-PPO continuation (local x),279.0,466507.625,467649.4166666667
DC-PPO continuation (local x),281.0,469294.125,468124.5104166667
DC-PPO continuation (local x),283.0,468571.78125,469446.0625
DC-PPO continuation (local x),285.0,470472.28125,469195.6145833333
DC-PPO continuation (local x),287.0,468542.78125,469407.21875
DC-PPO continuation (local x),289.0,469206.59375,468296.2083333333
DC-PPO continuation (local x),291.0,467139.25,468394.53125
DC-PPO continuation (local x),293.0,468837.75,468558.8645833333
DC-PPO continuation (local x),295.0,469699.59375,469603.9895833333
DC-PPO continuation (local x),297.0,470274.625,469788.1770833333
DC-PPO continuation (local x),299.0,469390.3125,469331.625
DC-PPO continuation (local x),301.0,468329.9375,469091.2083333333
DC-PPO continuation (local x),303.0,469553.375,469154.75
DC-PPO continuation (local x),305.0,469580.9375,469284.75
DC-PPO continuation (local x),307.0,468719.9375,467920.8854166667
DC-PPO continuation (local x),309.0,465461.78125,466901.5208333333
DC-PPO continuation (local x),311.0,466522.84375,466251.53125
DC-PPO continuation (local x),313.0,466769.96875,466700.71875
DC-PPO continuation (local x),315.0,466809.34375,467550.2916666667
DC-PPO continuation (local x),317.0,469071.5625,468669.2395833333
DC-PPO continuation (local x),319.0,470126.8125,470178.5208333333
DC-PPO continuation (local x),321.0,471337.1875,470798.71875
DC-PPO continuation (local x),323.0,470932.15625,471041.9583333333
DC-PPO continuation (local x),325.0,470856.53125,470899.1770833333
DC-PPO continuation (local x),327.0,470908.84375,470944.8958333333
DC-PPO continuation (local x),329.0,471069.3125,470706.6041666667
DC-PPO continuation (local x),331.0,470141.65625,470874.1354166667
DC-PPO continuation (local x),333.0,471411.4375,470887.1875
DC-PPO continuation (local x),335.0,471108.46875,471187.8125
DC-PPO continuation (local x),337.0,471043.53125,471315.0520833333
DC-PPO continuation (local x),339.0,471793.15625,470789.9479166667
DC-PPO continuation (local x),341.0,469533.15625,469369.0
DC-PPO continuation (local x),343.0,466780.6875,468007.75
DC-PPO continuation (local x),345.0,467709.40625,467180.6666666667
DC-PPO continuation (local x),347.0,467051.90625,467279.3229166667
DC-PPO continuation (local x),349.0,467076.65625,467023.6875
DC-PPO continuation (local x),351.0,466942.5,466389.5416666667
DC-PPO continuation (local x),353.0,465149.46875,465544.3020833333
DC-PPO continuation (local x),355.0,464540.9375,464967.9479166667
DC-PPO continuation (local x),357.0,465213.4375,465553.59375
DC-PPO continuation (local x),359.0,466906.40625,466372.3333333333
DC-PPO continuation (local x),361.0,466997.15625,467238.6666666667
DC-PPO continuation (local x),363.0,467812.4375,467408.3020833333
DC-PPO continuation (local x),365.0,467415.3125,467243.3333333333
DC-PPO continuation (local x),367.0,466502.25,467379.7604166667
DC-PPO continuation (local x),369.0,468221.71875,467915.0729166667
DC-PPO continuation (local x),371.0,469021.25,468561.2291666667
DC-PPO continuation (local x),373.0,468440.71875,468979.28125
DC-PPO continuation (local x),375.0,469475.875,468972.3541666667
DC-PPO continuation (local x),377.0,469000.46875,470591.2604166667
DC-PPO continuation (local x),379.0,473297.4375,471040.5625
DC-PPO continuation (local x),381.0,470823.78125,470967.46875
DC-PPO continuation (local x),383.0,468781.1875,470025.4166666667
DC-PPO continuation (local x),385.0,470471.28125,469747.5625
DC-PPO continuation (local x),387.0,469990.21875,470257.6458333333
DC-PPO continuation (local x),389.0,470311.4375,469999.2604166667
DC-PPO continuation (local x),391.0,469696.125,470196.9479166667
DC-PPO continuation (local x),393.0,470583.28125,469608.3958333333
DC-PPO continuation (local x),395.0,468545.78125,469253.4791666667
DC-PPO continuation (local x),397.0,468631.375,469146.8541666667
DC-PPO continuation (local x),399.0,470263.40625,469480.7291666667
DC-PPO continuation (local x),401.0,469547.40625,471235.78125
DC-PPO continuation (local x),403.0,473896.53125,472212.3854166667
DC-PPO continuation (local x),405.0,473193.21875,472918.09375
DC-PPO continuation (local x),407.0,471664.53125,471849.3541666667
DC-PPO continuation (local x),409.0,470690.3125,470713.2604166667
DC-PPO continuation (local x),411.0,469784.9375,469899.2708333333
DC-PPO continuation (local x),413.0,469222.5625,469518.8020833333
DC-PPO continuation (local x),415.0,469548.90625,469675.4375
DC-PPO continuation (local x),417.0,470254.84375,470671.71875
DC-PPO continuation (local x),419.0,472211.40625,471478.46875
DC-PPO continuation (local x),421.0,471969.15625,471580.1145833333
DC-PPO continuation (local x),423.0,470559.78125,471035.5416666667
DC-PPO continuation (local x),425.0,470577.6875,471198.9270833333
DC-PPO continuation (local x),427.0,472459.3125,470662.375
DC-PPO continuation (local x),429.0,468950.125,470896.4375
DC-PPO continuation (local x),431.0,471279.875,470046.3333333333
DC-PPO continuation (local x),433.0,469909.0,471123.65625
DC-PPO continuation (local x),435.0,472182.09375,470921.6770833333
DC-PPO continuation (local x),437.0,470673.9375,472505.46875
DC-PPO continuation (local x),439.0,474660.375,473261.7083333333
DC-PPO continuation (local x),441.0,474450.8125,474235.0208333333
DC-PPO continuation (local x),443.0,473593.875,474101.3333333333
DC-PPO continuation (local x),445.0,474259.3125,473689.6041666667
DC-PPO continuation (local x),447.0,473215.625,472508.125
DC-PPO continuation (local x),449.0,470049.4375,471330.8125
DC-PPO continuation (local x),451.0,470727.375,469884.1666666667
DC-PPO continuation (local x),453.0,468875.6875,470735.0208333333
DC-PPO continuation (local x),455.0,472602.0,471424.0520833333
DC-PPO continuation (local x),457.0,472794.46875,471025.8333333333
DC-PPO continuation (local x),459.0,467681.03125,470491.84375
DC-PPO continuation (local x),461.0,471000.03125,469797.1875
DC-PPO continuation (local x),463.0,470710.5,470716.1354166667
DC-PPO continuation (local x),465.0,470437.875,470639.7708333333
DC-PPO continuation (local x),467.0,470770.9375,470113.9895833333
DC-PPO continuation (local x),469.0,469133.15625,469926.78125
DC-PPO continuation (local x),471.0,469876.25,470459.1979166667
DC-PPO continuation (local x),473.0,472368.1875,471604.34375
DC-PPO continuation (local x),475.0,472568.59375,471609.84375
DC-PPO continuation (local x),477.0,469892.75,471198.0625
DC-PPO continuation (local x),479.0,471132.84375,470103.1458333333
DC-PPO continuation (local x),481.0,469283.84375,469689.1770833333
DC-PPO continuation (local x),483.0,468650.84375,468676.3854166667
DC-PPO continuation (local x),485.0,468094.46875,468129.5729166667
DC-PPO continuation (local x),487.0,467643.40625,468168.8854166667
DC-PPO continuation (local x),489.0,468768.78125,468296.1875
DC-PPO continuation (local x),491.0,468476.375,468319.6041666667
DC-PPO continuation (local x),493.0,467713.65625,467632.8958333333
DC-PPO continuation (local x),495.0,466708.65625,467684.9166666667
DC-PPO continuation (local x),497.0,468632.4375,468117.0
DC-PPO continuation (local x),499.0,469009.90625,469351.4895833333
DC-PPO continuation (local x),501.0,470412.125,469341.6354166667
DC-PPO continuation (local x),503.0,468602.875,468370.7708333333
DC-PPO continuation (local x),505.0,466097.3125,467766.6770833333
DC-PPO continuation (local x),507.0,468599.84375,468586.375
DC-PPO continuation (local x),509.0,471061.96875,470360.6458333333
DC-PPO continuation (local x),511.0,471420.125,470392.3645833333
DC-PPO continuation (local x),513.0,468695.0,470129.6770833333
DC-PPO continuation (local x),515.0,470273.90625,469105.1354166667
DC-PPO continuation (local x),517.0,468346.5,469079.0833333333
DC-PPO continuation (local x),519.0,468616.84375,468076.15625
DC-PPO continuation (local x),521.0,467265.125,468260.9270833333
DC-PPO continuation (local x),523.0,468900.8125,468637.4479166667
DC-PPO continuation (local x),525.0,469746.40625,469508.2604166667
DC-PPO continuation (local x),527.0,469877.5625,470378.1041666667
DC-PPO continuation (local x),529.0,471510.34375,471287.3020833333
DC-PPO continuation (local x),531.0,472474.0,471595.8541666667
DC-PPO continuation (local x),533.0,470803.21875,472263.2395833333
DC-PPO continuation (local x),535.0,473512.5,472064.0
DC-PPO continuation (local x),537.0,471876.28125,471916.0833333333
DC-PPO continuation (local x),539.0,470359.46875,471792.9375
DC-PPO continuation (local x),541.0,473143.0625,472660.84375
DC-PPO continuation (local x),543.0,474480.0,475054.6041666667
DC-PPO continuation (local x),545.0,477540.75,476336.5
DC-PPO continuation (local x),547.0,476988.75,477161.375
DC-PPO continuation (local x),549.0,476954.625,477036.34375
DC-PPO continuation (local x),551.0,477165.65625,476404.8645833333
DC-PPO continuation (local x),553.0,475094.3125,475966.6145833333
DC-PPO continuation (local x),555.0,475639.875,475708.9895833333
DC-PPO continuation (local x),557.0,476392.78125,476191.875
DC-PPO continuation (local x),559.0,476542.96875,477126.8020833333
DC-PPO continuation (local x),561.0,478444.65625,477378.59375
DC-PPO continuation (local x),563.0,477148.15625,477616.125
DC-PPO continuation (local x),565.0,477255.5625,477631.75
DC-PPO continuation (local x),567.0,478491.53125,478032.625
DC-PPO continuation (local x),569.0,478350.78125,478985.5104166667
DC-PPO continuation (local x),571.0,480114.21875,479682.6354166667
DC-PPO continuation (local x),573.0,480582.90625,480709.1041666667
DC-PPO continuation (local x),575.0,481430.1875,481354.34375
DC-PPO continuation (local x),577.0,482049.9375,481835.78125
DC-PPO continuation (local x),579.0,482027.21875,482378.6875
DC-PPO continuation (local x),581.0,483058.90625,481577.1041666667
DC-PPO continuation (local x),583.0,479645.1875,481587.3854166667
DC-PPO continuation (local x),585.0,482058.0625,481242.1770833333
DC-PPO continuation (local x),587.0,482023.28125,481575.4166666667
DC-PPO continuation (local x),589.0,480644.90625,480252.8645833333
DC-PPO continuation (local x),591.0,478090.40625,479442.8541666667
DC-PPO continuation (local x),593.0,479593.25,479315.3958333333
DC-PPO continuation (local x),595.0,480262.53125,479821.6458333333
DC-PPO continuation (local x),597.0,479609.15625,479122.53125
DC-PPO continuation (local x),599.0,477495.90625,478107.59375
DC-PPO continuation (local x),601.0,477217.71875,477835.8333333333
DC-PPO continuation (local x),603.0,478793.875,478070.9375
DC-PPO continuation (local x),605.0,478201.21875,477740.5416666667
DC-PPO continuation (local x),607.0,476226.53125,476509.5208333333
DC-PPO continuation (local x),609.0,475100.8125,474711.5833333333
DC-PPO continuation (local x),611.0,472807.40625,473766.1875
DC-PPO continuation (local x),613.0,473390.34375,473320.59375
DC-PPO continuation (local x),615.0,473764.03125,472680.0
DC-PPO continuation (local x),617.0,470885.625,471688.0729166667
DC-PPO continuation (local x),619.0,470414.5625,470584.3541666667
DC-PPO continuation (local x),621.0,470452.875,471081.7604166667
DC-PPO continuation (local x),623.0,472377.84375,471055.9375
DC-PPO continuation (local x),625.0,470337.09375,470577.3958333333
DC-PPO continuation (local x),627.0,469017.25,470240.0
DC-PPO continuation (local x),629.0,471365.65625,470492.2604166667
DC-PPO continuation (local x),631.0,471093.875,471265.7604166667
DC-PPO continuation (local x),633.0,471337.75,471267.53125
DC-PPO continuation (local x),635.0,471370.96875,471782.6354166667
DC-PPO continuation (local x),637.0,472639.1875,472346.5416666667
DC-PPO continuation (local x),639.0,473029.46875,472612.4166666667
DC-PPO continuation (local x),641.0,472168.59375,472268.3125
DC-PPO continuation (local x),643.0,471606.875,472049.4583333333
DC-PPO continuation (local x),645.0,472372.90625,471736.59375
DC-PPO continuation (local x),647.0,471230.0,471423.6770833333
DC-PPO continuation (local x),649.0,470668.125,470113.2083333333
DC-PPO continuation (local x),651.0,468441.5,469385.5
DC-PPO continuation (local x),653.0,469046.875,469576.9479166667
DC-PPO continuation (local x),655.0,471242.46875,470535.3125
DC-PPO continuation (local x),657.0,471316.59375,471225.9375
DC-PPO continuation (local x),659.0,471118.75,471527.7291666667
DC-PPO continuation (local x),661.0,472147.84375,471579.8020833333
DC-PPO continuation (local x),663.0,471472.8125,471707.4479166667
DC-PPO continuation (local x),665.0,471501.6875,470475.2708333333
DC-PPO continuation (local x),667.0,468451.3125,469700.875
DC-PPO continuation (local x),669.0,469149.625,468913.2916666667
DC-PPO continuation (local x),671.0,469138.9375,469310.0
DC-PPO continuation (local x),673.0,469641.4375,469588.4895833333
DC-PPO continuation (local x),675.0,469985.09375,469888.4375
DC-PPO continuation (local x),677.0,470038.78125,470532.65625
DC-PPO continuation (local x),679.0,471574.09375,471326.3541666667
DC-PPO continuation (local x),681.0,472366.1875,472338.1041666667
DC-PPO continuation (local x),683.0,473074.03125,472600.0416666667
DC-PPO continuation (local x),685.0,472359.90625,472527.5416666667
DC-PPO continuation (local x),687.0,472148.6875,472517.4375
DC-PPO continuation (local x),689.0,473043.71875,472349.8229166667
DC-PPO continuation (local x),691.0,471857.0625,472152.0416666667
DC-PPO continuation (local x),693.0,471555.34375,471609.1875
DC-PPO continuation (local x),695.0,471415.15625,471542.84375
DC-PPO continuation (local x),697.0,471658.03125,471574.71875
DC-PPO continuation (local x),699.0,471650.96875,472219.2291666667
DC-PPO continuation (local x),701.0,473348.6875,472183.4375
DC-PPO continuation (local x),703.0,471550.65625,472750.7916666667
DC-PPO continuation (local x),705.0,473353.03125,472707.53125
DC-PPO continuation (local x),707.0,473218.90625,473704.1458333333
DC-PPO continuation (local x),709.0,474540.5,473994.0104166667
DC-PPO continuation (local x),711.0,474222.625,474701.0625
DC-PPO continuation (local x),713.0,475340.0625,475640.5416666667
DC-PPO continuation (local x),715.0,477358.9375,476060.78125
DC-PPO continuation (local x),717.0,475483.34375,475983.1145833333
DC-PPO continuation (local x),719.0,475107.0625,476196.90625
DC-PPO continuation (local x),721.0,478000.3125,476728.7708333333
DC-PPO continuation (local x),723.0,477078.9375,476811.2604166667
DC-PPO continuation (local x),725.0,475354.53125,476203.90625
DC-PPO continuation (local x),727.0,476178.25,475541.9895833333
DC-PPO continuation (local x),729.0,475093.1875,474247.7604166667
DC-PPO continuation (local x),731.0,471471.84375,472844.1145833333
DC-PPO continuation (local x),733.0,471967.3125,471630.9375
DC-PPO continuation (local x),735.0,471453.65625,471697.53125
DC-PPO continuation (local x),737.0,471671.625,471225.6458333333
DC-PPO continuation (local x),739.0,470551.65625,470130.34375
DC-PPO continuation (local x),741.0,468167.75,469629.1875
DC-PPO continuation (local x),743.0,470168.15625,469760.0104166667
DC-PPO continuation (local x),745.0,470944.125,470604.25
DC-PPO continuation (local x),747.0,470700.46875,471381.0625
DC-PPO continuation (local x),749.0,472498.59375,471587.4479166667
DC-PPO continuation (local x),751.0,471563.28125,471873.1145833333
DC-PPO continuation (local x),753.0,471557.46875,471965.9375
DC-PPO continuation (local x),755.0,472777.0625,473233.125
DC-PPO continuation (local x),757.0,475364.84375,474514.2395833333
DC-PPO continuation (local x),759.0,475400.8125,474474.46875
DC-PPO continuation (local x),761.0,472657.75,473206.5416666667
DC-PPO continuation (local x),763.0,471561.0625,472016.625
DC-PPO continuation (local x),765.0,471831.0625,472101.3541666667
DC-PPO continuation (local x),767.0,472911.9375,472075.5833333333
DC-PPO continuation (local x),769.0,471483.75,473117.6875
DC-PPO continuation (local x),771.0,474957.375,473741.8125
DC-PPO continuation (local x),773.0,474784.3125,474774.7708333333
DC-PPO continuation (local x),775.0,474582.625,475030.65625
DC-PPO continuation (local x),777.0,475725.03125,475081.4791666667
DC-PPO continuation (local x),779.0,474936.78125,475260.5520833333
DC-PPO continuation (local x),781.0,475119.84375,474689.3541666667
DC-PPO continuation (local x),783.0,474011.4375,474627.90625
DC-PPO continuation (local x),785.0,474752.4375,475065.28125
DC-PPO continuation (local x),787.0,476431.96875,474993.0729166667
DC-PPO continuation (local x),789.0,473794.8125,474445.2395833333
DC-PPO continuation (local x),791.0,473108.9375,473649.4479166667
DC-PPO continuation (local x),793.0,474044.59375,473638.5520833333
DC-PPO continuation (local x),795.0,473762.125,473712.7291666667
DC-PPO continuation (local x),797.0,473331.46875,473309.1354166667
DC-PPO continuation (local x),799.0,472833.8125,473423.0625
DC-PPO continuation (local x),801.0,474103.90625,474065.4270833333
DC-PPO continuation (local x),803.0,475258.5625,476073.0625
DC-PPO continuation (local x),805.0,478856.71875,477734.0520833333
DC-PPO continuation (local x),807.0,479086.875,479478.5625
DC-PPO continuation (local x),809.0,480492.09375,479287.46875
DC-PPO continuation (local x),811.0,478283.4375,479347.9270833333
DC-PPO continuation (local x),813.0,479268.25,478361.0104166667
DC-PPO continuation (local x),815.0,477531.34375,478065.1875
DC-PPO continuation (local x),817.0,477395.96875,477580.0416666667
DC-PPO continuation (local x),819.0,477812.8125,477485.53125
DC-PPO continuation (local x),821.0,477247.8125,477309.4583333333
DC-PPO continuation (local x),823.0,476867.75,476402.2395833333
DC-PPO continuation (local x),825.0,475091.15625,475107.2083333333
DC-PPO continuation (local x),827.0,473362.71875,473813.90625
DC-PPO continuation (local x),829.0,472987.84375,473436.8854166667
DC-PPO continuation (local x),831.0,473960.09375,473733.4583333333
DC-PPO continuation (local x),833.0,474252.4375,473641.8125
DC-PPO continuation (local x),835.0,472712.90625,473386.7291666667
DC-PPO continuation (local x),837.0,473194.84375,472736.8541666667
DC-PPO continuation (local x),839.0,472302.8125,473075.0729166667
DC-PPO continuation (local x),841.0,473727.5625,473640.4166666667
DC-PPO continuation (local x),843.0,474890.875,474283.125
DC-PPO continuation (local x),845.0,474230.9375,474807.8125
DC-PPO continuation (local x),847.0,475301.625,474572.125
DC-PPO continuation (local x),849.0,474183.8125,474820.40625
DC-PPO continuation (local x),851.0,474975.78125,473828.9270833333
DC-PPO continuation (local x),853.0,472327.1875,473813.0104166667
DC-PPO continuation (local x),855.0,474136.0625,473518.9583333333
DC-PPO continuation (local x),857.0,474093.625,473668.1145833333
DC-PPO continuation (local x),859.0,472774.65625,473915.9166666667
DC-PPO continuation (local x),861.0,474879.46875,473599.5208333333
DC-PPO continuation (local x),863.0,473144.4375,474461.6875
DC-PPO continuation (local x),865.0,475361.15625,473561.4479166667
DC-PPO continuation (local x),867.0,472178.75,473872.7395833333
DC-PPO continuation (local x),869.0,474078.3125,473031.8125
DC-PPO continuation (local x),871.0,472838.375,473896.2916666667
DC-PPO continuation (local x),873.0,474772.1875,474035.7916666667
DC-PPO continuation (local x),875.0,474496.8125,474990.7395833333
DC-PPO continuation (local x),877.0,475703.21875,474792.2083333333
DC-PPO continuation (local x),879.0,474176.59375,474886.0520833333
DC-PPO continuation (local x),881.0,474778.34375,474230.09375
DC-PPO continuation (local x),883.0,473735.34375,474352.0208333333
DC-PPO continuation (local x),885.0,474542.375,474097.9166666667
DC-PPO continuation (local x),887.0,474016.03125,474541.6145833333
DC-PPO continuation (local x),889.0,475066.4375,474500.1666666667
DC-PPO continuation (local x),891.0,474418.03125,473738.5
DC-PPO continuation (local x),893.0,471731.03125,471606.1666666667
DC-PPO continuation (local x),895.0,468669.4375,470623.3020833333
DC-PPO continuation (local x),897.0,471469.4375,469934.0
DC-PPO continuation (local x),899.0,469663.125,471062.1458333333
DC-PPO continuation (local x),901.0,472053.875,470233.4479166667
DC-PPO continuation (local x),903.0,468983.34375,469742.1770833333
DC-PPO continuation (local x),905.0,468189.3125,469364.6354166667
DC-PPO continuation (local x),907.0,470921.25,469724.6666666667
DC-PPO continuation (local x),909.0,470063.4375,470425.0833333333
DC-PPO continuation (local x),911.0,470290.5625,469223.3854166667
DC-PPO continuation (local x),913.0,467316.15625,468094.4479166667
DC-PPO continuation (local x),915.0,466676.625,466703.6145833333
DC-PPO continuation (local x),917.0,466118.0625,466912.875
DC-PPO continuation (local x),919.0,467943.9375,467473.59375
DC-PPO continuation (local x),921.0,468358.78125,468392.1354166667
DC-PPO continuation (local x),923.0,468873.6875,469830.75
DC-PPO continuation (local x),925.0,472259.78125,471094.3541666667
DC-PPO continuation (local x),927.0,472149.59375,471919.9895833333
DC-PPO continuation (local x),929.0,471350.59375,472238.1666666667
DC-PPO continuation (local x),931.0,473214.3125,472716.3541666667
DC-PPO continuation (local x),933.0,473584.15625,473875.5833333333
DC-PPO continuation (local x),935.0,474828.28125,474868.96875
DC-PPO continuation (local x),937.0,476194.46875,475711.4895833333
DC-PPO continuation (local x),939.0,476111.71875,476622.6770833333
DC-PPO continuation (local x),941.0,477561.84375,476585.2604166667
DC-PPO continuation (local x),943.0,476082.21875,476398.7083333333
DC-PPO continuation (local x),945.0,475552.0625,475589.0729166667
DC-PPO continuation (local x),947.0,475132.9375,475373.9583333333
DC-PPO continuation (local x),949.0,475436.875,475046.71875
DC-PPO continuation (local x),951.0,474570.34375,475049.6145833333
DC-PPO continuation (local x),953.0,475141.625,474558.3854166667
DC-PPO continuation (local x),955.0,473963.1875,474466.03125
DC-PPO continuation (local x),957.0,474293.28125,473561.5729166667
DC-PPO continuation (local x),959.0,472428.25,473020.34375
DC-PPO continuation (local x),961.0,472339.5,471863.7395833333
DC-PPO continuation (local x),963.0,470823.46875,471570.9583333333
DC-PPO continuation (local x),965.0,471549.90625,471340.34375
DC-PPO continuation (local x),967.0,471647.65625,472371.7604166667
DC-PPO continuation (local x),969.0,473917.71875,472814.6145833333
DC-PPO continuation (local x),971.0,472878.46875,473374.9270833333
DC-PPO continuation (local x),973.0,473328.59375,473687.1354166667
DC-PPO continuation (local x),975.0,474854.34375,473907.0208333333
DC-PPO continuation (local x),977.0,473538.125,473971.875
DC-PPO continuation (local x),979.0,473523.15625,473777.46875
DC-PPO continuation (local x),981.0,474271.125,473312.3958333333
DC-PPO continuation (local x),983.0,472142.90625,472170.4375
DC-PPO continuation (local x),985.0,470097.28125,470845.3229166667
DC-PPO continuation (local x),987.0,470295.78125,469852.1145833333
DC-PPO continuation (local x),989.0,469163.28125,470335.3020833333
DC-PPO continuation (local x),991.0,471546.84375,470900.6354166667
DC-PPO continuation (local x),993.0,471991.78125,472901.7395833333
DC-PPO continuation (local x),995.0,475166.59375,473156.7708333333
DC-PPO continuation (local x),997.0,472311.9375,473311.3645833333
DC-PPO continuation (local x),999.0,472455.5625,472717.5520833333
DC-PPO continuation (local x),1001.0,473385.15625,473481.9479166667
DC-PPO continuation (local x),1003.0,474605.125,473031.1875
DC-PPO continuation (local x),1005.0,471103.28125,472487.90625
DC-PPO continuation (local x),1007.0,471755.3125,471528.0729166667
DC-PPO continuation (local x),1009.0,471725.625,471288.21875
DC-PPO continuation (local x),1011.0,470383.71875,470899.6875
DC-PPO continuation (local x),1013.0,470589.71875,470785.1145833333
DC-PPO continuation (local x),1015.0,471381.90625,471572.2604166667
DC-PPO continuation (local x),1017.0,472745.15625,471738.375
DC-PPO continuation (local x),1019.0,471088.0625,471711.9583333333
DC-PPO continuation (local x),1021.0,471302.65625,471875.4166666667
DC-PPO continuation (local x),1023.0,473235.53125,472990.0625
DC-PPO continuation (local x),1025.0,474432.0,473421.59375
DC-PPO continuation (local x),1027.0,472597.25,473756.71875
DC-PPO continuation (local x),1029.0,474240.90625,473627.9270833333
DC-PPO continuation (local x),1031.0,474045.625,474006.40625
DC-PPO continuation (local x),1033.0,473732.6875,474092.9895833333
DC-PPO continuation (local x),1035.0,474500.65625,474223.9791666667
DC-PPO continuation (local x),1037.0,474438.59375,474627.8854166667
DC-PPO continuation (local x),1039.0,474944.40625,475176.6458333333
DC-PPO continuation (local x),1041.0,476146.9375,475410.0520833333
DC-PPO continuation (local x),1043.0,475138.8125,475236.875
