series,environment_steps,learning_episode,raw_value,three_point_smoothed_value
Q2,55987200,2187.0,551868.125,551492.4166666666
Q2,56038400,2189.0,553341.125,553395.6875
Q2,56089600,2191.0,554977.8125,554421.2291666666
Q2,56140800,2193.0,554944.75,554689.9791666666
Q2,56192000,2195.0,554147.375,554238.5833333334
Q2,56243200,2197.0,553623.625,553593.4583333334
Q2,56294400,2199.0,553009.375,553143.4375
Q2,56345600,2201.0,552797.3125,552724.3333333334
Q2,56396800,2203.0,552366.3125,552359.0416666666
Q2,56448000,2205.0,551913.5,552631.6875
Q2,56499200,2207.0,553615.25,552836.4166666666
Q2,56550400,2209.0,552980.5,553524.0
Q2,56601600,2211.0,553976.25,553277.6041666666
Q2,56652800,2213.0,552876.0625,553740.7291666666
Q2,56704000,2215.0,554369.875,553452.7916666666
Q2,56755200,2217.0,553112.4375,552908.0416666666
Q2,56806400,2219.0,551241.8125,552005.125
Q2,56857600,2221.0,551661.125,552008.9583333334
Q2,56908800,2223.0,553123.9375,552936.875
Q2,56960000,2225.0,554025.5625,553951.25
Q2,57011200,2227.0,554704.25,554351.5625
Q2,57062400,2229.0,554324.875,554094.5
Q2,57113600,2231.0,553254.375,553545.5
Q2,57164800,2233.0,553057.25,552529.8125
Q2,57216000,2235.0,551277.8125,552336.6041666666
Q2,57267200,2237.0,552674.75,552162.625
Q2,57318400,2239.0,552535.3125,552444.7083333334
Q2,57369600,2241.0,552124.0625,552010.6666666666
Q2,57420800,2243.0,551372.625,550953.2083333334
Q2,57472000,2245.0,549362.9375,549642.0416666666
Q2,57523200,2247.0,548190.5625,549120.1875
Q2,57574400,2249.0,549807.0625,549748.7708333334
Q2,57625600,2251.0,551248.6875,550683.8958333334
Q2,57676800,2253.0,550995.9375,551487.1041666666
Q2,57728000,2255.0,552216.6875,552127.2083333334
Q2,57779200,2257.0,553169.0,552238.7916666666
Q2,57830400,2259.0,551330.6875,552598.7291666666
Q2,57881600,2261.0,553296.5,552986.4583333334
Q2,57932800,2263.0,554332.1875,554141.1666666666
Q2,57984000,2265.0,554794.8125,555007.9166666666
Q2,58035200,2267.0,555896.75,555354.0625
Q2,58086400,2269.0,555370.625,555506.1875
Q2,58137600,2271.0,555251.1875,554719.6666666666
Q2,58188800,2273.0,553537.1875,554713.5625
Q2,58240000,2275.0,555352.3125,554170.5625
Q2,58291200,2277.0,553622.1875,554167.7083333334
Q2,58342400,2279.0,553528.625,553519.7291666666
Q2,58393600,2281.0,553408.375,554026.125
Q2,58444800,2283.0,555141.375,554673.1458333334
Q2,58496000,2285.0,555469.6875,555929.625
Q2,58547200,2287.0,557177.8125,556464.4166666666
Q2,58598400,2289.0,556745.75,557308.4166666666
Q2,58649600,2291.0,558001.6875,557690.2083333334
Q2,58700800,2293.0,558323.1875,558194.5208333334
Q2,58752000,2295.0,558258.6875,558679.0416666666
Q2,58803200,2297.0,559455.25,559041.2708333334
Q2,58854400,2299.0,559409.875,559329.2291666666
Q2,58905600,2301.0,559122.5625,559505.4375
Q2,58956800,2303.0,559983.875,559612.1458333334
Q2,59008000,2305.0,559730.0,559989.75
Q2,59059200,2307.0,560255.375,560070.625
Q2,59110400,2309.0,560226.5,560166.2916666666
Q2,59161600,2311.0,560017.0,560284.8333333334
Q2,59212800,2313.0,560611.0,560499.6666666666
Q2,59264000,2315.0,560871.0,560633.2708333334
Q2,59315200,2317.0,560417.8125,560607.0625
Q2,59366400,2319.0,560532.375,560811.3958333334
Q2,59417600,2321.0,561484.0,561391.5416666666
Q2,59468800,2323.0,562158.25,561545.2708333334
Q2,59520000,2325.0,560993.5625,561171.3958333334
Q2,59571200,2327.0,560362.375,560834.1458333334
Q2,59622400,2329.0,561146.5,561383.5833333334
Q2,59673600,2331.0,562641.875,561588.0416666666
Q2,59724800,2333.0,560975.75,561461.875
Q2,59776000,2335.0,560768.0,561306.3541666666
Q2,59827200,2337.0,562175.3125,561891.2708333334
Q2,59878400,2339.0,562730.5,562202.2291666666
Q2,59929600,2341.0,561700.875,562402.8541666666
Q2,59980800,2343.0,562777.1875,562047.5833333334
Q2,60032000,2345.0,561664.6875,562168.5833333334
Q2,60083200,2347.0,562063.875,561852.3125
Q2,60134400,2349.0,561828.375,561310.3958333334
Q2,60185600,2351.0,560038.9375,560142.5208333334
Q2,60236800,2353.0,558560.25,559180.5625
Q2,60288000,2355.0,558942.5,558372.6041666666
Q2,60339200,2357.0,557615.0625,557847.3125
Q2,60390400,2359.0,556984.375,557592.9583333334
Q2,60441600,2361.0,558179.4375,557858.25
Q2,60492800,2363.0,558410.9375,558479.6666666666
Q2,60544000,2365.0,558848.625,557658.3958333334
Q2,60595200,2367.0,555715.625,556968.1666666666
Q2,60646400,2369.0,556340.25,555866.2083333334
Q2,60697600,2371.0,555542.75,556917.625
Q2,60748800,2373.0,558869.875,558289.75
Q2,60800000,2375.0,560456.625,560096.8541666666
Q2,60851200,2377.0,560964.0625,560907.9375
Q2,60902400,2379.0,561303.125,560724.3541666666
Q2,60953600,2381.0,559905.875,560693.4583333334
Q2,61004800,2383.0,560871.375,559723.2708333334
Q2,61056000,2385.0,558392.5625,559066.8125
Q2,61107200,2387.0,557936.5,557796.9375
Q2,61158400,2389.0,557061.75,557896.1041666666
Q2,61209600,2391.0,558690.0625,558123.2916666666
Q2,61260800,2393.0,558618.0625,558222.6041666666
Q2,61312000,2395.0,557359.6875,557812.3125
Q2,61363200,2397.0,557459.1875,557289.8958333334
Q2,61414400,2399.0,557050.8125,557761.75
Q2,61465600,2401.0,558775.25,557476.0208333334
Q2,61516800,2403.0,556602.0,556901.5
Q2,61568000,2405.0,555327.25,555832.1458333334
Q2,61619200,2407.0,555567.1875,555747.875
Q2,61670400,2409.0,556349.1875,556736.7916666666
Q2,61721600,2411.0,558294.0,557594.75
Q2,61772800,2413.0,558141.0625,558664.5
Q2,61824000,2415.0,559558.4375,559154.6666666666
Q2,61875200,2417.0,559764.5,559355.1875
Q2,61926400,2419.0,558742.625,559418.8541666666
Q2,61977600,2421.0,559749.4375,558766.6875
Q2,62028800,2423.0,557808.0,558927.3125
Q2,62080000,2425.0,559224.5,558253.0208333334
Q2,62131200,2427.0,557726.5625,557887.1458333334
Q2,62182400,2429.0,556710.375,557589.5416666666
Q2,62233600,2431.0,558331.6875,557487.5
Q2,62284800,2433.0,557420.4375,557200.0
Q2,62336000,2435.0,555847.875,556729.0625
Q2,62387200,2437.0,556918.875,556327.5208333334
Q2,62438400,2439.0,556215.8125,555908.3125
Q2,62489600,2441.0,554590.25,555322.7083333334
Q2,62540800,2443.0,555162.0625,555640.0833333334
Q2,62592000,2445.0,557167.9375,556986.7708333334
Q2,62643200,2447.0,558630.3125,558267.7708333334
Q2,62694400,2449.0,559005.0625,559435.5625
Q2,62745600,2451.0,560671.3125,559647.1041666666
Q2,62796800,2453.0,559264.9375,560132.5416666666
Q2,62848000,2455.0,560461.375,559524.4375
Q2,62899200,2457.0,558847.0,559714.9583333334
Q2,62950400,2459.0,559836.5,559708.8125
Q2,63001600,2461.0,560442.9375,560315.4583333334
Q2,63052800,2463.0,560666.9375,560222.4583333334
Q2,63104000,2465.0,559557.5,560224.7291666666
Q2,63155200,2467.0,560449.75,560072.1041666666
Q2,63206400,2469.0,560209.0625,560651.0416666666
Q2,63257600,2471.0,561294.3125,561087.5625
Q2,63308800,2473.0,561759.3125,562145.2916666666
Q2,63360000,2475.0,563382.25,562567.9583333334
Q2,63411200,2477.0,562562.3125,563351.75
Q2,63462400,2479.0,564110.6875,563260.7083333334
Q2,63513600,2481.0,563109.125,563282.2916666666
Q2,63564800,2483.0,562627.0625,562847.125
Q2,63616000,2485.0,562805.1875,563184.0416666666
Q2,63667200,2487.0,564119.875,563156.7291666666
Q2,63718400,2489.0,562545.125,563044.2916666666
Q2,63769600,2491.0,562467.875,562301.625
Q2,63820800,2493.0,561891.875,562276.7916666666
Q2,63872000,2495.0,562470.625,561663.3958333334
Q2,63923200,2497.0,560627.6875,560898.2708333334
Q2,63974400,2499.0,559596.5,559720.2083333334
Q2,64025600,2501.0,558936.4375,558797.7083333334
Q2,64076800,2503.0,557860.1875,558058.1666666666
Q2,64128000,2505.0,557377.875,557658.2708333334
Q2,64179200,2507.0,557736.75,557742.9791666666
Q2,64230400,2509.0,558114.3125,558219.8333333334
Q2,64281600,2511.0,558808.4375,558303.9791666666
Q2,64332800,2513.0,557989.1875,558174.4583333334
Q2,64384000,2515.0,557725.75,558200.4791666666
Q2,64435200,2517.0,558886.5,558836.8333333334
Q2,64486400,2519.0,559898.25,559682.2708333334
Q2,64537600,2521.0,560262.0625,560236.875
Q2,64588800,2523.0,560550.3125,560788.125
Q2,64640000,2525.0,561552.0,561273.8958333334
Q2,64691200,2527.0,561719.375,561653.6458333334
Q2,64742400,2529.0,561689.5625,561295.8958333334
Q2,64793600,2531.0,560478.75,560725.875
Q2,64844800,2533.0,560009.3125,559668.2708333334
Q2,64896000,2535.0,558516.75,559134.0833333334
Q2,64947200,2537.0,558876.1875,558774.1666666666
Q2,64998400,2539.0,558929.5625,558654.7291666666
Q2,65049600,2541.0,558158.4375,559053.0416666666
Q2,65100800,2543.0,560071.125,559101.7291666666
Q2,65152000,2545.0,559075.625,559663.4791666666
Q2,65203200,2547.0,559843.6875,559194.75
Q2,65254400,2549.0,558664.9375,559225.375
Q2,65305600,2551.0,559167.5,558594.7083333334
Q2,65356800,2553.0,557951.6875,558370.9583333334
Q2,65408000,2555.0,557993.6875,557991.5416666666
Q2,65459200,2557.0,558029.25,558447.8541666666
Q2,65510400,2559.0,559320.625,558841.2708333334
Q2,65561600,2561.0,559173.9375,559232.0
Q2,65612800,2563.0,559201.4375,559457.3125
Q2,65664000,2565.0,559996.5625,559705.6875
Q2,65715200,2567.0,559919.0625,559844.8125
Q2,65766400,2569.0,559618.8125,559700.0833333334
Q2,65817600,2571.0,559562.375,559459.6875
Q2,65868800,2573.0,559197.875,559030.2916666666
Q2,65920000,2575.0,558330.625,558858.7291666666
Q2,65971200,2577.0,559047.6875,559732.5208333334
Q2,66022400,2579.0,561819.25,560519.2916666666
Q2,66073600,2581.0,560690.9375,561100.0
Q2,66124800,2583.0,560789.8125,560857.9375
Q2,66176000,2585.0,561093.0625,560770.625
Q2,66227200,2587.0,560429.0,560535.7708333334
Q2,66278400,2589.0,560085.25,560266.9583333334
Q2,66329600,2591.0,560286.625,560198.2083333334
Q2,66380800,2593.0,560222.75,560413.1041666666
Q2,66432000,2595.0,560729.9375,560454.5
Q2,66483200,2597.0,560410.8125,560357.5625
Q2,66534400,2599.0,559931.9375,560118.9791666666
Q2,66585600,2601.0,560014.1875,560143.75
Q2,66636800,2603.0,560485.125,560473.1041666666
Q2,66688000,2605.0,560920.0,560359.1041666666
Q2,66739200,2607.0,559672.1875,559819.3958333334
Q2,66790400,2609.0,558866.0,558921.2083333334
Q2,66841600,2611.0,558225.4375,558501.3125
Q2,66892800,2613.0,558412.5,558623.9791666666
Q2,66944000,2615.0,559234.0,559263.3125
Q2,66995200,2617.0,560143.4375,559017.7291666666
Q2,67046400,2619.0,557675.75,558594.1666666666
Q2,67097600,2621.0,557963.3125,557812.9791666666
Q2,67148800,2623.0,557799.875,557693.4583333334
Q2,67200000,2625.0,557317.1875,557678.4583333334
Q2,67251200,2627.0,557918.3125,558136.9583333334
Q2,67302400,2629.0,559175.375,558699.5
Q2,67353600,2631.0,559004.8125,559009.0
Q2,67404800,2633.0,558846.8125,558764.7291666666
Q2,67456000,2635.0,558442.5625,558810.2916666666
Q2,67507200,2637.0,559141.5,559263.0833333334
Q2,67558400,2639.0,560205.1875,559833.9583333334
Q2,67609600,2641.0,560155.1875,560112.875
Q2,67660800,2643.0,559978.25,560131.625
Q2,67712000,2645.0,560261.4375,559837.5625
Q2,67763200,2647.0,559273.0,559563.2291666666
Q2,67814400,2649.0,559155.25,558992.4166666666
Q2,67865600,2651.0,558549.0,558654.0416666666
Q2,67916800,2653.0,558257.875,558317.9791666666
Q2,67968000,2655.0,558147.0625,557475.2083333334
Q2,68019200,2657.0,556020.6875,557170.25
Q2,68070400,2659.0,557343.0,557242.6875
Q2,68121600,2661.0,558364.375,557668.25
Q2,68172800,2663.0,557297.375,558030.2083333334
Q2,68224000,2665.0,558428.875,558281.0
Q2,68275200,2667.0,559116.75,558994.6666666666
Q2,68326400,2669.0,559438.375,559366.0416666666
Q2,68377600,2671.0,559543.0,559954.4375
Q2,68428800,2673.0,560881.9375,560445.0833333334
Q2,68480000,2675.0,560910.3125,560450.8958333334
Q2,68531200,2677.0,559560.4375,560514.6041666666
Q2,68582400,2679.0,561073.0625,560573.2708333334
Q2,68633600,2681.0,561086.3125,560802.9583333334
Q2,68684800,2683.0,560249.5,560439.0208333334
Q2,68736000,2685.0,559981.25,560578.2708333334
Q2,68787200,2687.0,561504.0625,560995.75
Q2,68838400,2689.0,561501.9375,561215.3958333334
Q2,68889600,2691.0,560640.1875,561074.4791666666
Q2,68940800,2693.0,561081.3125,560767.75
Q2,68992000,2695.0,560581.75,561115.7291666666
Q2,69043200,2697.0,561684.125,561400.25
Q2,69094400,2699.0,561934.875,562258.8541666666
Q2,69145600,2701.0,563157.5625,562879.2291666666
Q2,69196800,2703.0,563545.25,564091.4791666666
Q2,69248000,2705.0,565571.625,564663.875
Q2,69299200,2707.0,564874.75,565352.9583333334
Q2,69350400,2709.0,565612.5,565349.125
Q2,69401600,2711.0,565560.125,565376.0208333334
Q2,69452800,2713.0,564955.4375,564642.125
Q2,69504000,2715.0,563410.8125,563775.5416666666
Q2,69555200,2717.0,562960.375,563602.4791666666
Q2,69606400,2719.0,564436.25,564729.5416666666
Q2,69657600,2721.0,566792.0,565471.875
Q2,69708800,2723.0,565187.375,565942.9375
Q2,69760000,2725.0,565849.4375,565466.3541666666
Q2,69811200,2727.0,565362.25,565153.4166666666
Q2,69862400,2729.0,564248.5625,564647.4375
Q2,69913600,2731.0,564331.5,563765.6041666666
Q2,69964800,2733.0,562716.75,562861.8958333334
Q2,70016000,2735.0,561537.4375,562287.7708333334
Q2,70067200,2737.0,562609.125,562070.6041666666
Q2,70118400,2739.0,562065.25,562194.9791666666
Q2,70169600,2741.0,561910.5625,561833.2916666666
Q2,70220800,2743.0,561524.0625,561401.5416666666
Q2,70272000,2745.0,560770.0,561069.375
Q2,70323200,2747.0,560914.0625,560799.9791666666
Q2,70374400,2749.0,560715.875,560471.1041666666
Q2,70425600,2751.0,559783.375,560366.5
Q2,70476800,2753.0,560600.25,560055.5416666666
Q2,70528000,2755.0,559783.0,560204.0416666666
Q2,70579200,2757.0,560228.875,559696.8333333334
Q2,70630400,2759.0,559078.625,559390.6041666666
Q2,70681600,2761.0,558864.3125,559616.8958333334
Q2,70732800,2763.0,560907.75,559707.6458333334
Q2,70784000,2765.0,559350.875,560043.1041666666
Q2,70835200,2767.0,559870.6875,559428.7083333334
Q2,70886400,2769.0,559064.5625,559341.4791666666
Q2,70937600,2771.0,559089.1875,558901.0625
Q2,70988800,2773.0,558549.4375,558449.2708333334
Q2,71040000,2775.0,557709.1875,558205.375
Q2,71091200,2777.0,558357.5,557743.0208333334
Q2,71142400,2779.0,557162.375,556818.3125
Q2,71193600,2781.0,554935.0625,555731.3333333334
Q2,71244800,2783.0,555096.5625,554895.5625
Q2,71296000,2785.0,554655.0625,555132.0
Q2,71347200,2787.0,555644.375,554847.7083333334
Q2,71398400,2789.0,554243.6875,554862.7916666666
Q2,71449600,2791.0,554700.3125,554949.8958333334
Q2,71500800,2793.0,555905.6875,555481.7083333334
Q2,71552000,2795.0,555839.125,556507.0833333334
Q2,71603200,2797.0,557776.4375,557126.5416666666
Q2,71654400,2799.0,557764.0625,557636.25
Q2,71705600,2801.0,557368.25,556685.3958333334
Q2,71756800,2803.0,554923.875,555745.0625
Q2,71808000,2805.0,554943.0625,554904.1875
Q2,71859200,2807.0,554845.625,555204.7291666666
Q2,71910400,2809.0,555825.5,554564.2291666666
Q2,71961600,2811.0,553021.5625,554076.4583333334
Q2,72012800,2813.0,553382.3125,552890.4166666666
Q2,72064000,2815.0,552267.375,552370.7291666666
Q2,72115200,2817.0,551462.5,551279.1875
Q2,72166400,2819.0,550107.6875,550163.0
Q2,72217600,2821.0,548918.8125,549003.2083333334
Q2,72268800,2823.0,547983.125,548203.0416666666
Q2,72320000,2825.0,547707.1875,547570.2708333334
Q2,72371200,2827.0,547020.5,546678.0625
Q2,72422400,2829.0,545306.5,546202.125
Q2,72473600,2831.0,546279.375,545193.9166666666
Q2,72524800,2833.0,543995.875,545680.5208333334
Q2,72576000,2835.0,546766.3125,545588.4583333334
Q2,72627200,2837.0,546003.1875,546601.5833333334
Q2,72678400,2839.0,547035.25,547569.8125
Q2,72729600,2841.0,549671.0,548707.7916666666
Q2,72780800,2843.0,549417.125,549182.3333333334
Q2,72832000,2845.0,548458.875,549599.7708333334
Q2,72883200,2847.0,550923.3125,550790.6875
Q2,72934400,2849.0,552989.875,552739.0416666666
Q2,72985600,2851.0,554303.9375,554209.3541666666
Q2,73036800,2853.0,555334.25,555079.3125
Q2,73088000,2855.0,555599.75,555571.875
Q2,73139200,2857.0,555781.625,555558.6666666666
Q2,73190400,2859.0,555294.625,555335.875
Q2,73241600,2861.0,554931.375,555447.2916666666
Q2,73292800,2863.0,556115.875,555439.5
Q2,73344000,2865.0,555271.25,555054.5416666666
Q2,73395200,2867.0,553776.5,554200.375
Q2,73446400,2869.0,553553.375,553674.3125
Q2,73497600,2871.0,553693.0625,553418.4166666666
Q2,73548800,2873.0,553008.8125,553472.2291666666
Q2,73600000,2875.0,553714.8125,553676.7083333334
Q2,73651200,2877.0,554306.5,554419.4791666666
Q2,73702400,2879.0,555237.125,554458.4583333334
Q2,73753600,2881.0,553831.75,554159.6458333334
Q2,73804800,2883.0,553410.0625,553249.6458333334
Q2,73856000,2885.0,552507.125,552799.3541666666
Q2,73907200,2887.0,552480.875,552410.6458333334
Q2,73958400,2889.0,552243.9375,552037.5208333334
Q2,74009600,2891.0,551387.75,551944.7708333334
Q2,74060800,2893.0,552202.625,551725.6458333334
Q2,74112000,2895.0,551586.5625,552292.7291666666
Q2,74163200,2897.0,553089.0,553176.25
Q2,74214400,2899.0,554853.1875,554067.9791666666
Q2,74265600,2901.0,554261.75,554190.5
Q2,74316800,2903.0,553456.5625,553494.6041666666
Q2,74368000,2905.0,552765.5,553469.5
Q2,74419200,2907.0,554186.4375,553836.5833333334
Q2,74470400,2909.0,554557.8125,555126.4375
Q2,74521600,2911.0,556635.0625,556166.1666666666
Q2,74572800,2913.0,557305.625,557621.3125
Q2,74624000,2915.0,558923.25,558616.1875
Q2,74675200,2917.0,559619.6875,559398.625
Q2,74726400,2919.0,559652.9375,559662.5416666666
Q2,74777600,2921.0,559715.0,559462.25
Q2,74828800,2923.0,559018.8125,559350.6875
Q2,74880000,2925.0,559318.25,559181.0625
Q2,74931200,2927.0,559206.125,559205.8125
Q2,74982400,2929.0,559093.0625,559240.1666666666
Q2,75033600,2931.0,559421.3125,558946.5833333334
Q2,75084800,2933.0,558325.375,558792.8333333334
Q2,75136000,2935.0,558631.8125,558094.6458333334
Q2,75187200,2937.0,557326.75,557933.1875
Q2,75238400,2939.0,557841.0,557887.9583333334
Q2,75289600,2941.0,558496.125,558210.9166666666
Q2,75340800,2943.0,558295.625,558063.125
Q2,75392000,2945.0,557397.625,557498.7083333334
Q2,75443200,2947.0,556802.875,556936.2083333334
Q2,75494400,2949.0,556608.125,557097.1875
Q2,75545600,2951.0,557880.5625,557368.5625
Q2,75596800,2953.0,557617.0,557922.5
Q2,75648000,2955.0,558269.9375,558630.9166666666
Q2,75699200,2957.0,560005.8125,559290.2916666666
Q2,75750400,2959.0,559595.125,559959.6875
Q2,75801600,2961.0,560278.125,560220.0625
Q2,75852800,2963.0,560786.9375,561304.2083333334
Q2,75904000,2965.0,562847.5625,562154.2291666666
Q2,75955200,2967.0,562828.1875,562662.0
Q2,76006400,2969.0,562310.25,562701.375
Q2,76057600,2971.0,562965.6875,562927.2916666666
Q2,76108800,2973.0,563505.9375,563444.7291666666
Q2,76160000,2975.0,563862.5625,563859.0625
Q2,76211200,2977.0,564208.6875,564208.0
Q2,76262400,2979.0,564552.75,564600.5625
Q2,76313600,2981.0,565040.25,564759.1458333334
Q2,76364800,2983.0,564684.4375,564535.125
Q2,76416000,2985.0,563880.6875,564513.4791666666
Q2,76467200,2987.0,564975.3125,564476.3125
Q2,76518400,2989.0,564572.9375,564706.1458333334
Q2,76569600,2991.0,564570.1875,564436.5625
Q2,76620800,2993.0,564166.5625,564053.2708333334
Q2,76672000,2995.0,563423.0625,563545.3958333334
Q2,76723200,2997.0,563046.5625,562817.5208333334
Q2,76774400,2999.0,561982.9375,562394.4791666666
Q2,76825600,3001.0,562153.9375,562052.375
Q2,76876800,3003.0,562020.25,562031.0
Q2,76928000,3005.0,561918.8125,561646.9583333334
Q2,76979200,3007.0,561001.8125,561585.0208333334
Q2,77030400,3009.0,561834.4375,561291.9791666666
Q2,77081600,3011.0,561039.6875,560681.8541666666
Q2,77132800,3013.0,559171.4375,559605.7291666666
Q2,77184000,3015.0,558606.0625,558697.6041666666
Q2,77235200,3017.0,558315.3125,559077.75
Q2,77286400,3019.0,560311.875,559320.2083333334
Q2,77337600,3021.0,559333.4375,560062.8541666666
Q2,77388800,3023.0,560543.25,560678.0208333334
Q2,77440000,3025.0,562157.375,561065.6458333334
Q2,77491200,3027.0,560496.3125,560756.5416666666
Q2,77542400,3029.0,559615.9375,560017.625
Q2,77593600,3031.0,559940.625,559998.4166666666
Q2,77644800,3033.0,560438.6875,560002.6458333334
Q2,77696000,3035.0,559628.625,559988.0208333334
Q2,77747200,3037.0,559896.75,560173.125
Q2,77798400,3039.0,560994.0,560644.3958333334
Q2,77849600,3041.0,561042.4375,561304.0625
Q2,77900800,3043.0,561875.75,562001.5833333334
Q2,77952000,3045.0,563086.5625,562350.3541666666
Q2,78003200,3047.0,562088.75,563156.5416666666
Q2,78054400,3049.0,564294.3125,563699.4166666666
Q2,78105600,3051.0,564715.1875,564718.6041666666
Q2,78156800,3053.0,565146.3125,564742.3541666666
Q2,78208000,3055.0,564365.5625,564537.0833333334
Q2,78259200,3057.0,564099.375,563964.8125
Q2,78310400,3059.0,563429.5,563790.0833333334
Q2,78361600,3061.0,563841.375,563725.9166666666
Q2,78412800,3063.0,563906.875,563450.3333333334
Q2,78464000,3065.0,562602.75,563646.4375
Q2,78515200,3067.0,564429.6875,563459.1875
Q2,78566400,3069.0,563345.125,563276.8958333334
Q2,78617600,3071.0,562055.875,562736.5625
Q2,78668800,3073.0,562808.6875,562931.6458333334
Q2,78720000,3075.0,563930.375,563204.4583333334
Q2,78771200,3077.0,562874.3125,562934.8541666666
Q2,78822400,3079.0,561999.875,562806.125
Q2,78873600,3081.0,563544.1875,563097.3333333334
Q2,78924800,3083.0,563747.9375,563928.7291666666
Q2,78976000,3085.0,564494.0625,563829.5833333334
Q2,79027200,3087.0,563246.75,563515.5833333334
Q2,79078400,3089.0,562805.9375,563060.6458333334
Q2,79129600,3091.0,563129.25,563308.2708333334
Q2,79180800,3093.0,563989.625,563360.5625
Q2,79232000,3095.0,562962.8125,563149.6666666666
Q2,79283200,3097.0,562496.5625,562619.25
Q2,79334400,3099.0,562398.375,562483.0208333334
Q2,79385600,3101.0,562554.125,562532.4791666666
Q2,79436800,3103.0,562644.9375,563030.9166666666
Q2,79488000,3105.0,563893.6875,563090.5
Q2,79539200,3107.0,562732.875,562765.0833333334
Q2,79590400,3109.0,561668.6875,562376.0833333334
Q2,79641600,3111.0,562726.6875,562176.3958333334
Q2,79692800,3113.0,562133.8125,562571.0
Q2,79744000,3115.0,562852.5,562421.375
Q2,79795200,3117.0,562277.8125,562645.25
Q2,79846400,3119.0,562805.4375,562189.6041666666
Q2,79897600,3121.0,561485.5625,561602.0416666666
Q2,79948800,3123.0,560515.125,560114.4583333334
Q2,80000000,3125.0,558342.6875,559310.5833333334
Q2,80051200,3127.0,559073.9375,559247.2708333334
Q2,80102400,3129.0,560325.1875,560124.75
Q2,80153600,3131.0,560975.125,560415.4166666666
Q2,80204800,3133.0,559945.9375,560393.8125
Q2,80256000,3135.0,560260.375,559840.7708333334
Q2,80307200,3137.0,559316.0,560010.9166666666
Q2,80358400,3139.0,560456.375,559747.875
Q2,80409600,3141.0,559471.25,559998.6875
Q2,80460800,3143.0,560068.4375,559707.2916666666
Q2,80512000,3145.0,559582.1875,559580.375
Q2,80563200,3147.0,559090.5,558793.9583333334
Q2,80614400,3149.0,557709.1875,558176.8333333334
Q2,80665600,3151.0,557730.8125,557756.875
Q2,80716800,3153.0,557830.625,558445.9791666666
Q2,80768000,3155.0,559776.5,559103.8958333334
Q2,80819200,3157.0,559704.5625,559880.875
Q2,80870400,3159.0,560161.5625,559987.2708333334
Q2,80921600,3161.0,560095.6875,560425.9791666666
Q2,80972800,3163.0,561020.6875,560884.4375
Q2,81024000,3165.0,561536.9375,561110.75
Q2,81075200,3167.0,560774.625,561642.25
Q2,81126400,3169.0,562615.1875,561622.7291666666
Q2,81177600,3171.0,561478.375,562449.3958333334
Q2,81228800,3173.0,563254.625,562918.9166666666
Q2,81280000,3175.0,564023.75,563372.4166666666
Q2,81331200,3177.0,562838.875,563012.0208333334
Q2,81382400,3179.0,562173.4375,562584.7916666666
Q2,81433600,3181.0,562742.0625,561655.9375
Q2,81484800,3183.0,560052.3125,561532.75
Q2,81536000,3185.0,561803.875,561092.2291666666
Q2,81587200,3187.0,561420.5,561803.1875
Q2,81638400,3189.0,562185.1875,562006.9375
Q2,81689600,3191.0,562415.125,562164.6041666666
Q2,81740800,3193.0,561893.5,561736.6458333334
Q2,81792000,3195.0,560901.3125,561120.8958333334
Q2,81843200,3197.0,560567.875,560468.3958333334
Q2,81894400,3199.0,559936.0,559766.4791666666
Q2,81945600,3201.0,558795.5625,559211.0416666666
Q2,81996800,3203.0,558901.5625,559193.1875
Q2,82048000,3205.0,559882.4375,559909.25
Q2,82099200,3207.0,560943.75,560438.1875
Q2,82150400,3209.0,560488.375,561187.2916666666
Q2,82201600,3211.0,562129.75,561231.5625
Q2,82252800,3213.0,561076.5625,561406.6458333334
Q2,82304000,3215.0,561013.625,560743.2083333334
Q2,82355200,3217.0,560139.4375,560439.3958333334
Q2,82406400,3219.0,560165.125,560289.9791666666
Q2,82457600,3221.0,560565.375,559928.9583333334
Q2,82508800,3223.0,559056.375,560069.5833333334
Q2,82560000,3225.0,560587.0,559342.1041666666
Q2,82611200,3227.0,558382.9375,559204.3541666666
Q2,82662400,3229.0,558643.125,558707.7916666666
Q2,82713600,3231.0,559097.3125,559032.0208333334
Q2,82764800,3233.0,559355.625,559707.7083333334
Q2,82816000,3235.0,560670.1875,559850.3125
Q2,82867200,3237.0,559525.125,559909.1458333334
Q2,82918400,3239.0,559532.125,558996.5625
Q2,82969600,3241.0,557932.4375,558338.5833333334
Q2,83020800,3243.0,557551.1875,557618.1875
Q2,83072000,3245.0,557370.9375,557493.4791666666
Q2,83123200,3247.0,557558.3125,557152.375
Q2,83174400,3249.0,556527.875,556665.875
Q2,83225600,3251.0,555911.4375,556121.375
Q2,83276800,3253.0,555924.8125,555515.9791666666
Q2,83328000,3255.0,554711.6875,555895.1041666666
Q2,83379200,3257.0,557048.8125,556540.4583333334
Q2,83430400,3259.0,557860.875,557698.3541666666
Q2,83481600,3261.0,558185.375,558689.3541666666
Q2,83532800,3263.0,560021.8125,558854.5833333334
Q2,83584000,3265.0,558356.5625,559214.625
Q2,83635200,3267.0,559265.5,559332.8958333334
Q2,83686400,3269.0,560376.625,560118.1875
Q2,83737600,3271.0,560712.4375,561057.8125
Q2,83788800,3273.0,562084.375,561891.25
