series,source_kind,learning_episode,mean,std
"MAPPO (strict 1+5, seed2)",current,19.0,164804.92643229166,
"MAPPO (strict 1+5, seed2)",current,21.0,170966.052734375,
"MAPPO (strict 1+5, seed2)",current,23.0,178577.23697916666,
"MAPPO (strict 1+5, seed2)",current,25.0,184275.29296875,
"MAPPO (strict 1+5, seed2)",current,27.0,190945.55924479166,
"MAPPO (strict 1+5, seed2)",current,29.0,195993.03841145834,
"MAPPO (strict 1+5, seed2)",current,31.0,198591.16861979166,
"MAPPO (strict 1+5, seed2)",current,33.0,203440.50455729166,
"MAPPO (strict 1+5, seed2)",current,35.0,206606.369140625,
"MAPPO (strict 1+5, seed2)",current,37.0,211685.255859375,
"MAPPO (strict 1+5, seed2)",current,39.0,217650.06380208334,
"MAPPO (strict 1+5, seed2)",current,41.0,226046.296875,
"MAPPO (strict 1+5, seed2)",current,43.0,234441.94791666666,
"MAPPO (strict 1+5, seed2)",current,45.0,240849.02734375,
"MAPPO (strict 1+5, seed2)",current,47.0,246144.14713541666,
"MAPPO (strict 1+5, seed2)",current,49.0,249937.36458333334,
"MAPPO (strict 1+5, seed2)",current,51.0,255524.91015625,
"MAPPO (strict 1+5, seed2)",current,53.0,257886.0859375,
"MAPPO (strict 1+5, seed2)",current,55.0,262463.94140625,
"MAPPO (strict 1+5, seed2)",current,57.0,265289.2578125,
"MAPPO (strict 1+5, seed2)",current,59.0,267030.18359375,
"MAPPO (strict 1+5, seed2)",current,61.0,267891.1341145833,
"MAPPO (strict 1+5, seed2)",current,63.0,268273.5026041667,
"MAPPO (strict 1+5, seed2)",current,65.0,273597.2109375,
"MAPPO (strict 1+5, seed2)",current,67.0,276888.9791666667,
"MAPPO (strict 1+5, seed2)",current,69.0,280097.7122395833,
"MAPPO (strict 1+5, seed2)",current,71.0,280641.2161458333,
"MAPPO (strict 1+5, seed2)",current,73.0,283067.7721354167,
"MAPPO (strict 1+5, seed2)",current,75.0,284657.2200520833,
"MAPPO (strict 1+5, seed2)",current,77.0,287909.2213541667,
"MAPPO (strict 1+5, seed2)",current,79.0,291183.1588541667,
"MAPPO (strict 1+5, seed2)",current,81.0,294436.2994791667,
"MAPPO (strict 1+5, seed2)",current,83.0,296460.7018229167,
"MAPPO (strict 1+5, seed2)",current,85.0,298777.0416666667,
"MAPPO (strict 1+5, seed2)",current,87.0,300252.6145833333,
"MAPPO (strict 1+5, seed2)",current,89.0,302314.0234375,
"MAPPO (strict 1+5, seed2)",current,91.0,302850.37890625,
"MAPPO (strict 1+5, seed2)",current,93.0,304276.8854166667,
"MAPPO (strict 1+5, seed2)",current,95.0,305360.8268229167,
"MAPPO (strict 1+5, seed2)",current,97.0,308344.6028645833,
"MAPPO (strict 1+5, seed2)",current,99.0,309361.2825520833,
"MAPPO (strict 1+5, seed2)",current,101.0,311166.56640625,
"MAPPO (strict 1+5, seed2)",current,103.0,311100.9752604167,
"MAPPO (strict 1+5, seed2)",current,105.0,312091.0520833333,
"MAPPO (strict 1+5, seed2)",current,107.0,313353.3333333333,
"MAPPO (strict 1+5, seed2)",current,109.0,313954.9895833333,
"MAPPO (strict 1+5, seed2)",current,111.0,315756.7408854167,
"MAPPO (strict 1+5, seed2)",current,113.0,314465.0911458333,
"MAPPO (strict 1+5, seed2)",current,115.0,314612.2356770833,
"MAPPO (strict 1+5, seed2)",current,117.0,314666.8841145833,
"MAPPO (strict 1+5, seed2)",current,119.0,317810.7096354167,
"MAPPO (strict 1+5, seed2)",current,121.0,320628.8932291667,
"MAPPO (strict 1+5, seed2)",current,123.0,324558.2786458333,
"MAPPO (strict 1+5, seed2)",current,125.0,324118.05078125,
"MAPPO (strict 1+5, seed2)",current,127.0,324952.2578125,
"MAPPO (strict 1+5, seed2)",current,129.0,322970.6731770833,
"MAPPO (strict 1+5, seed2)",current,131.0,322996.5026041667,
"MAPPO (strict 1+5, seed2)",current,133.0,323342.9505208333,
"MAPPO (strict 1+5, seed2)",current,135.0,325285.9544270833,
"MAPPO (strict 1+5, seed2)",current,137.0,327711.0325520833,
"MAPPO (strict 1+5, seed2)",current,139.0,327153.7669270833,
"MAPPO (strict 1+5, seed2)",current,141.0,329072.4466145833,
"MAPPO (strict 1+5, seed2)",current,143.0,332372.3346354167,
"MAPPO (strict 1+5, seed2)",current,145.0,338295.97265625,
"MAPPO (strict 1+5, seed2)",current,147.0,338294.2122395833,
"MAPPO (strict 1+5, seed2)",current,149.0,335650.6796875,
"MAPPO (strict 1+5, seed2)",current,151.0,331358.68359375,
"MAPPO (strict 1+5, seed2)",current,153.0,331336.7981770833,
"MAPPO (strict 1+5, seed2)",current,155.0,333020.5286458333,
"MAPPO (strict 1+5, seed2)",current,157.0,338366.6145833333,
"MAPPO (strict 1+5, seed2)",current,159.0,342568.3450520833,
"MAPPO (strict 1+5, seed2)",current,161.0,346390.4778645833,
"MAPPO (strict 1+5, seed2)",current,163.0,345783.2838541667,
"MAPPO (strict 1+5, seed2)",current,165.0,343250.9075520833,
"MAPPO (strict 1+5, seed2)",current,167.0,341372.98828125,
"MAPPO (strict 1+5, seed2)",current,169.0,341576.6953125,
"MAPPO (strict 1+5, seed2)",current,171.0,343252.48828125,
"MAPPO (strict 1+5, seed2)",current,173.0,344042.7291666667,
"MAPPO (strict 1+5, seed2)",current,175.0,344098.3984375,
"MAPPO (strict 1+5, seed2)",current,177.0,343833.9791666667,
"MAPPO (strict 1+5, seed2)",current,179.0,347149.5130208333,
"MAPPO (strict 1+5, seed2)",current,181.0,348571.375,
"MAPPO (strict 1+5, seed2)",current,183.0,351088.88671875,
"MAPPO (strict 1+5, seed2)",current,185.0,351860.8059895833,
"MAPPO (strict 1+5, seed2)",current,187.0,353776.82421875,
"MAPPO (strict 1+5, seed2)",current,189.0,355404.8684895833,
"MAPPO (strict 1+5, seed2)",current,191.0,352553.8854166667,
"MAPPO (strict 1+5, seed2)",current,193.0,353354.3671875,
"MAPPO (strict 1+5, seed2)",current,195.0,354329.3841145833,
"MAPPO (strict 1+5, seed2)",current,197.0,360258.6158854167,
"MAPPO (strict 1+5, seed2)",current,199.0,363411.4322916667,
"MAPPO (strict 1+5, seed2)",current,201.0,364619.5455729167,
"MAPPO (strict 1+5, seed2)",current,203.0,365065.3671875,
"MAPPO (strict 1+5, seed2)",current,205.0,366008.38671875,
"MAPPO (strict 1+5, seed2)",current,207.0,365363.953125,
"MAPPO (strict 1+5, seed2)",current,209.0,362333.5611979167,
"MAPPO (strict 1+5, seed2)",current,211.0,359303.9817708333,
"MAPPO (strict 1+5, seed2)",current,213.0,360678.6848958333,
"MAPPO (strict 1+5, seed2)",current,215.0,361346.0403645833,
"MAPPO (strict 1+5, seed2)",current,217.0,361864.9505208333,
"MAPPO (strict 1+5, seed2)",current,219.0,360931.5729166667,
"MAPPO (strict 1+5, seed2)",current,221.0,361950.2356770833,
"MAPPO (strict 1+5, seed2)",current,223.0,360677.03515625,
"MAPPO (strict 1+5, seed2)",current,225.0,359978.6302083333,
"MAPPO (strict 1+5, seed2)",current,227.0,360131.39453125,
"MAPPO (strict 1+5, seed2)",current,229.0,362761.65625,
"MAPPO (strict 1+5, seed2)",current,231.0,367778.5481770833,
"MAPPO (strict 1+5, seed2)",current,233.0,370035.42578125,
"MAPPO (strict 1+5, seed2)",current,235.0,371628.8203125,
"MAPPO (strict 1+5, seed2)",current,237.0,370746.8997395833,
"MAPPO (strict 1+5, seed2)",current,239.0,372877.0716145833,
"MAPPO (strict 1+5, seed2)",current,241.0,373474.6966145833,
"MAPPO (strict 1+5, seed2)",current,243.0,373472.3671875,
"MAPPO (strict 1+5, seed2)",current,245.0,373334.5143229167,
"MAPPO (strict 1+5, seed2)",current,247.0,374454.1653645833,
"MAPPO (strict 1+5, seed2)",current,249.0,377043.7161458333,
"MAPPO (strict 1+5, seed2)",current,251.0,378715.03125,
"MAPPO (strict 1+5, seed2)",current,253.0,380602.7825520833,
"MAPPO (strict 1+5, seed2)",current,255.0,379503.25,
"MAPPO (strict 1+5, seed2)",current,257.0,379875.6953125,
"MAPPO (strict 1+5, seed2)",current,259.0,378327.3255208333,
"MAPPO (strict 1+5, seed2)",current,261.0,379261.0221354167,
"MAPPO (strict 1+5, seed2)",current,263.0,379955.18359375,
"MAPPO (strict 1+5, seed2)",current,265.0,381170.3828125,
"MAPPO (strict 1+5, seed2)",current,267.0,381028.9205729167,
"MAPPO (strict 1+5, seed2)",current,269.0,380950.2890625,
"MAPPO (strict 1+5, seed2)",current,271.0,381970.4557291667,
"MAPPO (strict 1+5, seed2)",current,273.0,383543.19921875,
"MAPPO (strict 1+5, seed2)",current,275.0,383397.2447916667,
"MAPPO (strict 1+5, seed2)",current,277.0,382387.41796875,
"MAPPO (strict 1+5, seed2)",current,279.0,380649.2708333333,
"MAPPO (strict 1+5, seed2)",current,281.0,379354.5520833333,
"MAPPO (strict 1+5, seed2)",current,283.0,379827.7291666667,
"MAPPO (strict 1+5, seed2)",current,285.0,380611.6458333333,
"MAPPO (strict 1+5, seed2)",current,287.0,381392.5481770833,
"MAPPO (strict 1+5, seed2)",current,289.0,382637.07421875,
"MAPPO (strict 1+5, seed2)",current,291.0,383754.0,
"MAPPO (strict 1+5, seed2)",current,293.0,386002.7200520833,
"MAPPO (strict 1+5, seed2)",current,295.0,389351.8932291667,
"MAPPO (strict 1+5, seed2)",current,297.0,392254.4635416667,
"MAPPO (strict 1+5, seed2)",current,299.0,392567.8802083333,
"MAPPO (strict 1+5, seed2)",current,301.0,388989.0859375,
"MAPPO (strict 1+5, seed2)",current,303.0,388340.1223958333,
"MAPPO (strict 1+5, seed2)",current,305.0,388833.9466145833,
"MAPPO (strict 1+5, seed2)",current,307.0,389473.1979166667,
"MAPPO (strict 1+5, seed2)",current,309.0,388602.5364583333,
"MAPPO (strict 1+5, seed2)",current,311.0,386455.71484375,
"MAPPO (strict 1+5, seed2)",current,313.0,386116.7213541667,
"MAPPO (strict 1+5, seed2)",current,315.0,385028.6966145833,
"MAPPO (strict 1+5, seed2)",current,317.0,386021.69140625,
"MAPPO (strict 1+5, seed2)",current,319.0,386166.640625,
"MAPPO (strict 1+5, seed2)",current,321.0,385679.5403645833,
"MAPPO (strict 1+5, seed2)",current,323.0,387135.1705729167,
"MAPPO (strict 1+5, seed2)",current,325.0,388901.5611979167,
"MAPPO (strict 1+5, seed2)",current,327.0,394609.2473958333,
"MAPPO (strict 1+5, seed2)",current,329.0,391666.7916666667,
"MAPPO (strict 1+5, seed2)",current,331.0,392016.66015625,
"MAPPO (strict 1+5, seed2)",current,333.0,387929.9921875,
"MAPPO (strict 1+5, seed2)",current,335.0,389031.6328125,
"MAPPO (strict 1+5, seed2)",current,337.0,388934.03125,
"MAPPO (strict 1+5, seed2)",current,339.0,389087.3385416667,
"MAPPO (strict 1+5, seed2)",current,341.0,393079.1380208333,
"MAPPO (strict 1+5, seed2)",current,343.0,391865.7981770833,
"MAPPO (strict 1+5, seed2)",current,345.0,391489.4205729167,
"MAPPO (strict 1+5, seed2)",current,347.0,388935.9869791667,
"MAPPO (strict 1+5, seed2)",current,349.0,391189.984375,
"MAPPO (strict 1+5, seed2)",current,351.0,392786.5104166667,
"MAPPO (strict 1+5, seed2)",current,353.0,392780.1770833333,
"MAPPO (strict 1+5, seed2)",current,355.0,393843.1927083333,
"MAPPO (strict 1+5, seed2)",current,357.0,394876.1575520833,
"MAPPO (strict 1+5, seed2)",current,359.0,399181.5703125,
"MAPPO (strict 1+5, seed2)",current,361.0,400421.8385416667,
"MAPPO (strict 1+5, seed2)",current,363.0,401522.56640625,
"MAPPO (strict 1+5, seed2)",current,365.0,399924.68359375,
"MAPPO (strict 1+5, seed2)",current,367.0,401527.63671875,
"MAPPO (strict 1+5, seed2)",current,369.0,402421.1067708333,
"MAPPO (strict 1+5, seed2)",current,371.0,403941.6953125,
"MAPPO (strict 1+5, seed2)",current,373.0,400668.37109375,
"MAPPO (strict 1+5, seed2)",current,375.0,398782.05859375,
"MAPPO (strict 1+5, seed2)",current,377.0,398152.7981770833,
"MAPPO (strict 1+5, seed2)",current,379.0,399587.1028645833,
"MAPPO (strict 1+5, seed2)",current,381.0,399711.32421875,
"MAPPO (strict 1+5, seed2)",current,383.0,398885.9986979167,
"MAPPO (strict 1+5, seed2)",current,385.0,399496.48828125,
"MAPPO (strict 1+5, seed2)",current,387.0,401562.015625,
"MAPPO (strict 1+5, seed2)",current,389.0,402811.8684895833,
"MAPPO (strict 1+5, seed2)",current,391.0,402288.9830729167,
"MAPPO (strict 1+5, seed2)",current,393.0,401327.015625,
"MAPPO (strict 1+5, seed2)",current,395.0,401381.5260416667,
"MAPPO (strict 1+5, seed2)",current,397.0,402220.96875,
"MAPPO (strict 1+5, seed2)",current,399.0,403262.88671875,
"MAPPO (strict 1+5, seed2)",current,401.0,405594.9986979167,
"MAPPO (strict 1+5, seed2)",current,403.0,405473.3125,
"MAPPO (strict 1+5, seed2)",current,405.0,405684.9075520833,
"MAPPO (strict 1+5, seed2)",current,407.0,402083.1015625,
"MAPPO (strict 1+5, seed2)",current,409.0,400694.41015625,
"MAPPO (strict 1+5, seed2)",current,411.0,397933.28125,
"MAPPO (strict 1+5, seed2)",current,413.0,400172.9895833333,
"MAPPO (strict 1+5, seed2)",current,415.0,401144.5091145833,
"MAPPO (strict 1+5, seed2)",current,417.0,403435.5768229167,
"MAPPO (strict 1+5, seed2)",current,419.0,404472.3059895833,
"MAPPO (strict 1+5, seed2)",current,421.0,403731.80859375,
"MAPPO (strict 1+5, seed2)",current,423.0,403242.2994791667,
"MAPPO (strict 1+5, seed2)",current,425.0,403717.3828125,
"MAPPO (strict 1+5, seed2)",current,427.0,403650.2682291667,
"MAPPO (strict 1+5, seed2)",current,429.0,405046.0052083333,
"MAPPO (strict 1+5, seed2)",current,431.0,404162.4869791667,
"MAPPO (strict 1+5, seed2)",current,433.0,406941.0651041667,
"MAPPO (strict 1+5, seed2)",current,435.0,407041.0911458333,
"MAPPO (strict 1+5, seed2)",current,437.0,407568.1653645833,
"MAPPO (strict 1+5, seed2)",current,439.0,406937.2447916667,
"MAPPO (strict 1+5, seed2)",current,441.0,407903.98828125,
"MAPPO (strict 1+5, seed2)",current,443.0,408601.9192708333,
"MAPPO (strict 1+5, seed2)",current,445.0,410328.6875,
"MAPPO (strict 1+5, seed2)",current,447.0,408937.0143229167,
"MAPPO (strict 1+5, seed2)",current,449.0,408158.87109375,
"MAPPO (strict 1+5, seed2)",current,451.0,408707.0208333333,
"MAPPO (strict 1+5, seed2)",current,453.0,409513.4505208333,
"MAPPO (strict 1+5, seed2)",current,455.0,411208.6549479167,
"MAPPO (strict 1+5, seed2)",current,457.0,409108.1002604167,
"MAPPO (strict 1+5, seed2)",current,459.0,406470.90625,
"MAPPO (strict 1+5, seed2)",current,461.0,405852.3528645833,
"MAPPO (strict 1+5, seed2)",current,463.0,406214.1145833333,
"MAPPO (strict 1+5, seed2)",current,465.0,408307.01171875,
"MAPPO (strict 1+5, seed2)",current,467.0,406047.5364583333,
"MAPPO (strict 1+5, seed2)",current,469.0,404998.5794270833,
"MAPPO (strict 1+5, seed2)",current,471.0,405299.390625,
"MAPPO (strict 1+5, seed2)",current,473.0,408784.6393229167,
"MAPPO (strict 1+5, seed2)",current,475.0,409946.8190104167,
"MAPPO (strict 1+5, seed2)",current,477.0,411147.1380208333,
"MAPPO (strict 1+5, seed2)",current,479.0,409275.01171875,
"MAPPO (strict 1+5, seed2)",current,481.0,407215.8333333333,
"MAPPO (strict 1+5, seed2)",current,483.0,405157.2513020833,
"MAPPO (strict 1+5, seed2)",current,485.0,402327.55859375,
"MAPPO (strict 1+5, seed2)",current,487.0,405004.3372395833,
"MAPPO (strict 1+5, seed2)",current,489.0,405522.1536458333,
"MAPPO (strict 1+5, seed2)",current,491.0,407945.8138020833,
"MAPPO (strict 1+5, seed2)",current,493.0,408383.6809895833,
"MAPPO (strict 1+5, seed2)",current,495.0,410548.0208333333,
"MAPPO (strict 1+5, seed2)",current,497.0,412178.8346354167,
"MAPPO (strict 1+5, seed2)",current,499.0,412069.86328125,
"MAPPO (strict 1+5, seed2)",current,501.0,411187.2083333333,
"MAPPO (strict 1+5, seed2)",current,503.0,409494.5481770833,
"MAPPO (strict 1+5, seed2)",current,505.0,408988.4114583333,
"MAPPO (strict 1+5, seed2)",current,507.0,409268.4140625,
"MAPPO (strict 1+5, seed2)",current,509.0,410306.84765625,
"MAPPO (strict 1+5, seed2)",current,511.0,411613.0065104167,
"MAPPO (strict 1+5, seed2)",current,513.0,412583.2317708333,
"MAPPO (strict 1+5, seed2)",current,515.0,413056.3359375,
"MAPPO (strict 1+5, seed2)",current,517.0,412668.4544270833,
"MAPPO (strict 1+5, seed2)",current,519.0,412227.1666666667,
"MAPPO (strict 1+5, seed2)",current,521.0,413015.6419270833,
"MAPPO (strict 1+5, seed2)",current,523.0,414072.98046875,
"MAPPO (strict 1+5, seed2)",current,525.0,415730.0989583333,
"MAPPO (strict 1+5, seed2)",current,527.0,417430.9921875,
"MAPPO (strict 1+5, seed2)",current,529.0,417927.3515625,
"MAPPO (strict 1+5, seed2)",current,531.0,416152.2565104167,
"MAPPO (strict 1+5, seed2)",current,533.0,413972.7838541667,
"MAPPO (strict 1+5, seed2)",current,535.0,412705.6588541667,
"MAPPO (strict 1+5, seed2)",current,537.0,413835.2734375,
"MAPPO (strict 1+5, seed2)",current,539.0,415698.9309895833,
"MAPPO (strict 1+5, seed2)",current,541.0,419095.6940104167,
"MAPPO (strict 1+5, seed2)",current,543.0,422310.53125,
"MAPPO (strict 1+5, seed2)",current,545.0,422390.4986979167,
"MAPPO (strict 1+5, seed2)",current,547.0,420503.1666666667,
"MAPPO (strict 1+5, seed2)",current,549.0,417331.1354166667,
"MAPPO (strict 1+5, seed2)",current,551.0,417113.3828125,
"MAPPO (strict 1+5, seed2)",current,553.0,416095.6380208333,
"MAPPO (strict 1+5, seed2)",current,555.0,418242.9518229167,
"MAPPO (strict 1+5, seed2)",current,557.0,420195.2734375,
"MAPPO (strict 1+5, seed2)",current,559.0,422332.6809895833,
"MAPPO (strict 1+5, seed2)",current,561.0,422230.1588541667,
"MAPPO (strict 1+5, seed2)",current,563.0,421829.0234375,
"MAPPO (strict 1+5, seed2)",current,565.0,421703.703125,
"MAPPO (strict 1+5, seed2)",current,567.0,422710.75,
"MAPPO (strict 1+5, seed2)",current,569.0,422763.1302083333,
"MAPPO (strict 1+5, seed2)",current,571.0,423888.34375,
"MAPPO (strict 1+5, seed2)",current,573.0,423766.2317708333,
"MAPPO (strict 1+5, seed2)",current,575.0,424275.7421875,
"MAPPO (strict 1+5, seed2)",current,577.0,424058.3880208333,
"MAPPO (strict 1+5, seed2)",current,579.0,423912.3697916667,
"MAPPO (strict 1+5, seed2)",current,581.0,422886.5481770833,
"MAPPO (strict 1+5, seed2)",current,583.0,422364.3294270833,
"MAPPO (strict 1+5, seed2)",current,585.0,421789.3958333333,
"MAPPO (strict 1+5, seed2)",current,587.0,421847.28515625,
"MAPPO (strict 1+5, seed2)",current,589.0,420159.46484375,
"MAPPO (strict 1+5, seed2)",current,591.0,419973.0729166667,
"MAPPO (strict 1+5, seed2)",current,593.0,421076.9140625,
"MAPPO (strict 1+5, seed2)",current,595.0,422907.0026041667,
"MAPPO (strict 1+5, seed2)",current,597.0,424540.2395833333,
"MAPPO (strict 1+5, seed2)",current,599.0,423545.84375,
"MAPPO (strict 1+5, seed2)",current,601.0,423219.1705729167,
"MAPPO (strict 1+5, seed2)",current,603.0,422475.6940104167,
"MAPPO (strict 1+5, seed2)",current,605.0,422976.7799479167,
"MAPPO (strict 1+5, seed2)",current,607.0,421466.34765625,
"MAPPO (strict 1+5, seed2)",current,609.0,419977.6497395833,
"MAPPO (strict 1+5, seed2)",current,611.0,417711.6510416667,
"MAPPO (strict 1+5, seed2)",current,613.0,417680.2434895833,
"MAPPO (strict 1+5, seed2)",current,615.0,418105.7252604167,
"MAPPO (strict 1+5, seed2)",current,617.0,419475.6796875,
"MAPPO (strict 1+5, seed2)",current,619.0,421515.3854166667,
"MAPPO (strict 1+5, seed2)",current,621.0,423252.0338541667,
"MAPPO (strict 1+5, seed2)",current,623.0,422634.5833333333,
"MAPPO (strict 1+5, seed2)",current,625.0,423016.3880208333,
"MAPPO (strict 1+5, seed2)",current,627.0,423674.0364583333,
"MAPPO (strict 1+5, seed2)",current,629.0,426435.6901041667,
"MAPPO (strict 1+5, seed2)",current,631.0,424611.40625,
"MAPPO (strict 1+5, seed2)",current,633.0,424594.6276041667,
"MAPPO (strict 1+5, seed2)",current,635.0,425326.1015625,
"MAPPO (strict 1+5, seed2)",current,637.0,428193.2734375,
"MAPPO (strict 1+5, seed2)",current,639.0,428367.4192708333,
"MAPPO (strict 1+5, seed2)",current,641.0,427231.2864583333,
"MAPPO (strict 1+5, seed2)",current,643.0,427723.2473958333,
"MAPPO (strict 1+5, seed2)",current,645.0,426381.2786458333,
"MAPPO (strict 1+5, seed2)",current,647.0,425922.7604166667,
"MAPPO (strict 1+5, seed2)",current,649.0,425730.1770833333,
"MAPPO (strict 1+5, seed2)",current,651.0,425670.8489583333,
"MAPPO (strict 1+5, seed2)",current,653.0,428337.1848958333,
"MAPPO (strict 1+5, seed2)",current,655.0,429671.9895833333,
"MAPPO (strict 1+5, seed2)",current,657.0,433655.7760416667,
"MAPPO (strict 1+5, seed2)",current,659.0,433412.7213541667,
"MAPPO (strict 1+5, seed2)",current,661.0,433661.65625,
"MAPPO (strict 1+5, seed2)",current,663.0,432325.1171875,
"MAPPO (strict 1+5, seed2)",current,665.0,431809.4010416667,
"MAPPO (strict 1+5, seed2)",current,667.0,431676.2864583333,
"MAPPO (strict 1+5, seed2)",current,669.0,430732.0494791667,
"MAPPO (strict 1+5, seed2)",current,671.0,430903.1276041667,
"MAPPO (strict 1+5, seed2)",current,673.0,432055.0833333333,
"MAPPO (strict 1+5, seed2)",current,675.0,433781.4947916667,
"MAPPO (strict 1+5, seed2)",current,677.0,435318.3151041667,
"MAPPO (strict 1+5, seed2)",current,679.0,436126.5390625,
"MAPPO (strict 1+5, seed2)",current,681.0,437758.4869791667,
"MAPPO (strict 1+5, seed2)",current,683.0,438301.2916666667,
"MAPPO (strict 1+5, seed2)",current,685.0,438408.3854166667,
"MAPPO (strict 1+5, seed2)",current,687.0,438757.5390625,
"MAPPO (strict 1+5, seed2)",current,689.0,439551.4348958333,
"MAPPO (strict 1+5, seed2)",current,691.0,437013.3151041667,
"MAPPO (strict 1+5, seed2)",current,693.0,434705.1380208333,
"MAPPO (strict 1+5, seed2)",current,695.0,433435.4765625,
"MAPPO (strict 1+5, seed2)",current,697.0,433863.3958333333,
"MAPPO (strict 1+5, seed2)",current,699.0,433625.7447916667,
"MAPPO (strict 1+5, seed2)",current,701.0,430778.6458333333,
"MAPPO (strict 1+5, seed2)",current,703.0,428891.9895833333,
"MAPPO (strict 1+5, seed2)",current,705.0,426436.7005208333,
"MAPPO (strict 1+5, seed2)",current,707.0,426727.8255208333,
"MAPPO (strict 1+5, seed2)",current,709.0,427504.0989583333,
"MAPPO (strict 1+5, seed2)",current,711.0,430763.296875,
"MAPPO (strict 1+5, seed2)",current,713.0,432176.0442708333,
"MAPPO (strict 1+5, seed2)",current,715.0,432235.4479166667,
"MAPPO (strict 1+5, seed2)",current,717.0,432988.4010416667,
"MAPPO (strict 1+5, seed2)",current,719.0,433696.0963541667,
"MAPPO (strict 1+5, seed2)",current,721.0,436778.0911458333,
"MAPPO (strict 1+5, seed2)",current,723.0,437779.6119791667,
"MAPPO (strict 1+5, seed2)",current,725.0,438544.6432291667,
"MAPPO (strict 1+5, seed2)",current,727.0,437530.0234375,
"MAPPO (strict 1+5, seed2)",current,729.0,436718.1119791667,
"MAPPO (strict 1+5, seed2)",current,731.0,437650.8671875,
"MAPPO (strict 1+5, seed2)",current,733.0,439521.1796875,
"MAPPO (strict 1+5, seed2)",current,735.0,440548.9609375,
"MAPPO (strict 1+5, seed2)",current,737.0,439189.75,
"MAPPO (strict 1+5, seed2)",current,739.0,436510.6510416667,
"MAPPO (strict 1+5, seed2)",current,741.0,434827.296875,
"MAPPO (strict 1+5, seed2)",current,743.0,436193.8046875,
"MAPPO (strict 1+5, seed2)",current,745.0,437781.3359375,
"MAPPO (strict 1+5, seed2)",current,747.0,440170.8255208333,
"MAPPO (strict 1+5, seed2)",current,749.0,439828.8385416667,
"MAPPO (strict 1+5, seed2)",current,751.0,440241.6640625,
"MAPPO (strict 1+5, seed2)",current,753.0,439770.8385416667,
"MAPPO (strict 1+5, seed2)",current,755.0,440691.1901041667,
"MAPPO (strict 1+5, seed2)",current,757.0,440026.2552083333,
"MAPPO (strict 1+5, seed2)",current,759.0,439062.984375,
"MAPPO (strict 1+5, seed2)",current,761.0,439089.6901041667,
"MAPPO (strict 1+5, seed2)",current,763.0,439402.8854166667,
"MAPPO (strict 1+5, seed2)",current,765.0,439661.7369791667,
"MAPPO (strict 1+5, seed2)",current,767.0,440275.7265625,
"MAPPO (strict 1+5, seed2)",current,769.0,442046.2760416667,
"MAPPO (strict 1+5, seed2)",current,771.0,442394.4427083333,
"MAPPO (strict 1+5, seed2)",current,773.0,441226.2942708333,
"MAPPO (strict 1+5, seed2)",current,775.0,440359.7109375,
"MAPPO (strict 1+5, seed2)",current,777.0,439219.5729166667,
"MAPPO (strict 1+5, seed2)",current,779.0,438901.0625,
"MAPPO (strict 1+5, seed2)",current,781.0,438955.0416666667,
"MAPPO (strict 1+5, seed2)",current,783.0,439159.0989583333,
"MAPPO (strict 1+5, seed2)",current,785.0,439831.0286458333,
"MAPPO (strict 1+5, seed2)",current,787.0,437799.9244791667,
"MAPPO (strict 1+5, seed2)",current,789.0,437581.7317708333,
"MAPPO (strict 1+5, seed2)",current,791.0,435851.3567708333,
"MAPPO (strict 1+5, seed2)",current,793.0,437416.5546875,
"MAPPO (strict 1+5, seed2)",current,795.0,438056.8697916667,
"MAPPO (strict 1+5, seed2)",current,797.0,440130.0078125,
"MAPPO (strict 1+5, seed2)",current,799.0,441726.203125,
"MAPPO (strict 1+5, seed2)",current,801.0,443964.9947916667,
"MAPPO (strict 1+5, seed2)",current,803.0,446785.1536458333,
"MAPPO (strict 1+5, seed2)",current,805.0,446549.5598958333,
"MAPPO (strict 1+5, seed2)",current,807.0,446969.4140625,
"MAPPO (strict 1+5, seed2)",current,809.0,444989.1953125,
"MAPPO (strict 1+5, seed2)",current,811.0,446576.6796875,
"MAPPO (strict 1+5, seed2)",current,813.0,447966.0078125,
"MAPPO (strict 1+5, seed2)",current,815.0,449100.9427083333,
"MAPPO (strict 1+5, seed2)",current,817.0,448966.4661458333,
"MAPPO (strict 1+5, seed2)",current,819.0,447120.2604166667,
"MAPPO (strict 1+5, seed2)",current,821.0,446680.4505208333,
"MAPPO (strict 1+5, seed2)",current,823.0,445130.8359375,
"MAPPO (strict 1+5, seed2)",current,825.0,444249.4557291667,
"MAPPO (strict 1+5, seed2)",current,827.0,442125.4270833333,
"MAPPO (strict 1+5, seed2)",current,829.0,441364.9401041667,
"MAPPO (strict 1+5, seed2)",current,831.0,440864.2421875,
"MAPPO (strict 1+5, seed2)",current,833.0,441742.2239583333,
"MAPPO (strict 1+5, seed2)",current,835.0,441117.1458333333,
"MAPPO (strict 1+5, seed2)",current,837.0,440558.1822916667,
"MAPPO (strict 1+5, seed2)",current,839.0,440787.8463541667,
"MAPPO (strict 1+5, seed2)",current,841.0,441893.2083333333,
"MAPPO (strict 1+5, seed2)",current,843.0,443970.1484375,
"MAPPO (strict 1+5, seed2)",current,845.0,445401.1979166667,
"MAPPO (strict 1+5, seed2)",current,847.0,447326.1614583333,
"MAPPO (strict 1+5, seed2)",current,849.0,449405.3203125,
