series,environment_steps,environment_steps_million,raw_value,three_point_smoothed_value
DC-PPO strict 1+5,17536000,17.536,388701.53125,391290.1875
DC-PPO strict 1+5,17587200,17.5872,394158.78125,393278.34375
DC-PPO strict 1+5,17638400,17.6384,396974.71875,394607.9895833333
DC-PPO strict 1+5,17689600,17.6896,392690.46875,394285.1458333333
DC-PPO strict 1+5,17740800,17.7408,393190.25,392544.9583333333
DC-PPO strict 1+5,17792000,17.792,391754.15625,391315.7395833333
DC-PPO strict 1+5,17843200,17.8432,389002.8125,389855.8125
DC-PPO strict 1+5,17894400,17.8944,388810.46875,389425.9166666667
DC-PPO strict 1+5,17945600,17.9456,390464.46875,389096.3541666667
DC-PPO strict 1+5,17996800,17.9968,388014.125,388776.4791666667
DC-PPO strict 1+5,18048000,18.048,387850.84375,386288.6458333333
DC-PPO strict 1+5,18099200,18.0992,383000.96875,385464.2083333333
DC-PPO strict 1+5,18150400,18.1504,385540.8125,383708.90625
DC-PPO strict 1+5,18201600,18.2016,382584.9375,385907.9270833333
DC-PPO strict 1+5,18252800,18.2528,389598.03125,386511.5104166667
DC-PPO strict 1+5,18304000,18.304,387351.5625,387395.21875
DC-PPO strict 1+5,18355200,18.3552,385236.0625,387896.5416666667
DC-PPO strict 1+5,18406400,18.4064,391102.0,389082.3020833333
DC-PPO strict 1+5,18457600,18.4576,390908.84375,390587.5833333333
DC-PPO strict 1+5,18508800,18.5088,389751.90625,390765.90625
DC-PPO strict 1+5,18560000,18.56,391636.96875,391823.1145833333
DC-PPO strict 1+5,18611200,18.6112,394080.46875,392604.3229166667
DC-PPO strict 1+5,18662400,18.6624,392095.53125,392424.78125
DC-PPO strict 1+5,18713600,18.7136,391098.34375,392299.7916666667
DC-PPO strict 1+5,18764800,18.7648,393705.5,394480.3958333333
DC-PPO strict 1+5,18816000,18.816,398637.34375,396195.1979166667
DC-PPO strict 1+5,18867200,18.8672,396242.75,397555.0104166667
DC-PPO strict 1+5,18918400,18.9184,397784.9375,394544.5104166667
DC-PPO strict 1+5,18969600,18.9696,389605.84375,393116.4270833333
DC-PPO strict 1+5,19020800,19.0208,391958.5,390963.15625
DC-PPO strict 1+5,19072000,19.072,391325.125,390572.6354166667
DC-PPO strict 1+5,19123200,19.1232,388434.28125,390776.0208333333
DC-PPO strict 1+5,19174400,19.1744,392568.65625,390499.3125
DC-PPO strict 1+5,19225600,19.2256,390495.0,392057.9895833333
DC-PPO strict 1+5,19276800,19.2768,393110.3125,392693.2916666667
DC-PPO strict 1+5,19328000,19.328,394474.5625,393465.1354166667
DC-PPO strict 1+5,19379200,19.3792,392810.53125,394160.5
DC-PPO strict 1+5,19430400,19.4304,395196.40625,393124.90625
DC-PPO strict 1+5,19481600,19.4816,391367.78125,393855.6666666667
DC-PPO strict 1+5,19532800,19.5328,395002.8125,392393.0625
DC-PPO strict 1+5,19584000,19.584,390808.59375,392688.1354166667
DC-PPO strict 1+5,19635200,19.6352,392253.0,392065.3854166667
DC-PPO strict 1+5,19686400,19.6864,393134.5625,393273.375
DC-PPO strict 1+5,19737600,19.7376,394432.5625,393675.2604166667
DC-PPO strict 1+5,19788800,19.7888,393458.65625,394115.2604166667
DC-PPO strict 1+5,19840000,19.84,394454.5625,393991.3541666667
DC-PPO strict 1+5,19891200,19.8912,394060.84375,394750.0729166667
DC-PPO strict 1+5,19942400,19.9424,395734.8125,394932.8854166667
DC-PPO strict 1+5,19993600,19.9936,395003.0,394597.3645833333
DC-PPO strict 1+5,20044800,20.0448,393054.28125,394498.0416666667
DC-PPO strict 1+5,20096000,20.096,395436.84375,395568.53125
DC-PPO strict 1+5,20147200,20.1472,398214.46875,395057.4270833333
DC-PPO strict 1+5,20198400,20.1984,391520.96875,394865.2083333333
DC-PPO strict 1+5,20249600,20.2496,394860.1875,394105.5104166667
DC-PPO strict 1+5,20300800,20.3008,395935.375,395291.7916666667
DC-PPO strict 1+5,20352000,20.352,395079.8125,396167.59375
DC-PPO strict 1+5,20403200,20.4032,397487.59375,396817.6145833333
DC-PPO strict 1+5,20454400,20.4544,397885.4375,398042.7291666667
DC-PPO strict 1+5,20505600,20.5056,398755.15625,399107.0520833333
DC-PPO strict 1+5,20556800,20.5568,400680.5625,400277.46875
DC-PPO strict 1+5,20608000,20.608,401396.6875,400333.46875
DC-PPO strict 1+5,20659200,20.6592,398923.15625,401453.6458333333
DC-PPO strict 1+5,20710400,20.7104,404041.09375,399868.2083333333
DC-PPO strict 1+5,20761600,20.7616,396640.375,399898.0208333333
DC-PPO strict 1+5,20812800,20.8128,399012.59375,399222.5833333333
DC-PPO strict 1+5,20864000,20.864,402014.78125,399710.25
DC-PPO strict 1+5,20915200,20.9152,398103.375,398569.5625
DC-PPO strict 1+5,20966400,20.9664,395590.53125,396382.4583333333
DC-PPO strict 1+5,21017600,21.0176,395453.46875,397221.5104166667
DC-PPO strict 1+5,21068800,21.0688,400620.53125,399280.7916666667
DC-PPO strict 1+5,21120000,21.12,401768.375,399870.3333333333
DC-PPO strict 1+5,21171200,21.1712,397222.09375,399492.2708333333
DC-PPO strict 1+5,21222400,21.2224,399486.34375,398352.9791666667
DC-PPO strict 1+5,21273600,21.2736,398350.5,398893.03125
DC-PPO strict 1+5,21324800,21.3248,398842.25,396911.9375
DC-PPO strict 1+5,21376000,21.376,393543.0625,395408.0416666667
DC-PPO strict 1+5,21427200,21.4272,393838.8125,394514.5416666667
DC-PPO strict 1+5,21478400,21.4784,396161.75,396517.6875
DC-PPO strict 1+5,21529600,21.5296,399552.5,397937.46875
DC-PPO strict 1+5,21580800,21.5808,398098.15625,399417.90625
DC-PPO strict 1+5,21632000,21.632,400603.0625,399605.9583333333
DC-PPO strict 1+5,21683200,21.6832,400116.65625,400213.2604166667
DC-PPO strict 1+5,21734400,21.7344,399920.0625,400900.7604166667
DC-PPO strict 1+5,21785600,21.7856,402665.5625,401952.8854166667
DC-PPO strict 1+5,21836800,21.8368,403273.03125,404008.0104166667
DC-PPO strict 1+5,21888000,21.888,406085.4375,403603.8854166667
DC-PPO strict 1+5,21939200,21.9392,401453.1875,401394.8125
DC-PPO strict 1+5,21990400,21.9904,396645.8125,399950.9479166667
DC-PPO strict 1+5,22041600,22.0416,401753.84375,400219.8645833333
DC-PPO strict 1+5,22092800,22.0928,402259.9375,401735.2708333333
DC-PPO strict 1+5,22144000,22.144,401192.03125,400120.8333333333
DC-PPO strict 1+5,22195200,22.1952,396910.53125,398741.4479166667
DC-PPO strict 1+5,22246400,22.2464,398121.78125,397916.75
DC-PPO strict 1+5,22297600,22.2976,398717.9375,399064.3333333333
DC-PPO strict 1+5,22348800,22.3488,400353.28125,399089.6666666667
DC-PPO strict 1+5,22400000,22.4,398197.78125,398066.2395833333
DC-PPO strict 1+5,22451200,22.4512,395647.65625,396887.6354166667
DC-PPO strict 1+5,22502400,22.5024,396817.46875,396568.40625
DC-PPO strict 1+5,22553600,22.5536,397240.09375,396517.2083333333
DC-PPO strict 1+5,22604800,22.6048,395494.0625,398298.9375
DC-PPO strict 1+5,22656000,22.656,402162.65625,398014.7604166667
DC-PPO strict 1+5,22707200,22.7072,396387.5625,399707.9270833333
DC-PPO strict 1+5,22758400,22.7584,400573.5625,398622.5833333333
DC-PPO strict 1+5,22809600,22.8096,398906.625,399793.0104166667
DC-PPO strict 1+5,22860800,22.8608,399898.84375,398534.6041666667
DC-PPO strict 1+5,22912000,22.912,396798.34375,399423.1770833333
DC-PPO strict 1+5,22963200,22.9632,401572.34375,399699.5208333333
DC-PPO strict 1+5,23014400,23.0144,400727.875,401606.8854166667
DC-PPO strict 1+5,23065600,23.0656,402520.4375,401828.3020833333
DC-PPO strict 1+5,23116800,23.1168,402236.59375,401511.96875
DC-PPO strict 1+5,23168000,23.168,399778.875,400825.0833333333
DC-PPO strict 1+5,23219200,23.2192,400459.78125,400323.2708333333
DC-PPO strict 1+5,23270400,23.2704,400731.15625,399900.15625
DC-PPO strict 1+5,23321600,23.3216,398509.53125,398532.0833333333
DC-PPO strict 1+5,23372800,23.3728,396355.5625,396913.1979166667
DC-PPO strict 1+5,23424000,23.424,395874.5,396950.4895833333
DC-PPO strict 1+5,23475200,23.4752,398621.40625,398316.8020833333
DC-PPO strict 1+5,23526400,23.5264,400454.5,398248.1979166667
DC-PPO strict 1+5,23577600,23.5776,395668.6875,398240.0104166667
DC-PPO strict 1+5,23628800,23.6288,398596.84375,396930.6354166667
DC-PPO strict 1+5,23680000,23.68,396526.375,398807.0
DC-PPO strict 1+5,23731200,23.7312,401297.78125,399731.4479166667
DC-PPO strict 1+5,23782400,23.7824,401370.1875,402084.8541666667
DC-PPO strict 1+5,23833600,23.8336,403586.59375,402473.0208333333
DC-PPO strict 1+5,23884800,23.8848,402462.28125,403265.9583333333
DC-PPO strict 1+5,23936000,23.936,403749.0,403502.7291666667
DC-PPO strict 1+5,23987200,23.9872,404296.90625,403896.0625
DC-PPO strict 1+5,24038400,24.0384,403642.28125,402849.3020833333
DC-PPO strict 1+5,24089600,24.0896,400608.71875,401088.46875
DC-PPO strict 1+5,24140800,24.1408,399014.40625,399868.5208333333
DC-PPO strict 1+5,24192000,24.192,399982.4375,399056.1770833333
DC-PPO strict 1+5,24243200,24.2432,398171.6875,401136.4583333333
DC-PPO strict 1+5,24294400,24.2944,405255.25,402260.2708333333
DC-PPO strict 1+5,24345600,24.3456,403353.875,403841.8229166667
DC-PPO strict 1+5,24396800,24.3968,402916.34375,403127.6875
DC-PPO strict 1+5,24448000,24.448,403112.84375,403674.5416666667
DC-PPO strict 1+5,24499200,24.4992,404994.4375,404601.6666666667
DC-PPO strict 1+5,24550400,24.5504,405697.71875,404899.6458333333
DC-PPO strict 1+5,24601600,24.6016,404006.78125,404099.8333333333
DC-PPO strict 1+5,24652800,24.6528,402595.0,401709.2708333333
DC-PPO strict 1+5,24704000,24.704,398526.03125,398784.4375
DC-PPO strict 1+5,24755200,24.7552,395232.28125,397801.0
DC-PPO strict 1+5,24806400,24.8064,399644.6875,397476.1354166667
DC-PPO strict 1+5,24857600,24.8576,397551.4375,398823.3854166667
DC-PPO strict 1+5,24908800,24.9088,399274.03125,397390.3333333333
DC-PPO strict 1+5,24960000,24.96,395345.53125,397138.03125
DC-PPO strict 1+5,25011200,25.0112,396794.53125,396579.1875
DC-PPO strict 1+5,25062400,25.0624,397597.5,397162.875
DC-PPO strict 1+5,25113600,25.1136,397096.59375,396684.4375
DC-PPO strict 1+5,25164800,25.1648,395359.21875,395882.9583333333
DC-PPO strict 1+5,25216000,25.216,395193.0625,395881.4583333333
DC-PPO strict 1+5,25267200,25.2672,397092.09375,395491.2708333333
DC-PPO strict 1+5,25318400,25.3184,394188.65625,395285.7604166667
DC-PPO strict 1+5,25369600,25.3696,394576.53125,394756.53125
DC-PPO strict 1+5,25420800,25.4208,395504.40625,397069.6458333333
DC-PPO strict 1+5,25472000,25.472,401128.0,398820.0625
DC-PPO strict 1+5,25523200,25.5232,399827.78125,400020.4479166667
DC-PPO strict 1+5,25574400,25.5744,399105.5625,399268.4479166667
DC-PPO strict 1+5,25625600,25.6256,398872.0,399118.34375
DC-PPO strict 1+5,25676800,25.6768,399377.46875,398062.75
DC-PPO strict 1+5,25728000,25.728,395938.78125,398015.1666666667
DC-PPO strict 1+5,25779200,25.7792,398729.25,398943.21875
DC-PPO strict 1+5,25830400,25.8304,402161.625,400186.3333333333
DC-PPO strict 1+5,25881600,25.8816,399668.125,400630.90625
DC-PPO strict 1+5,25932800,25.9328,400062.96875,401455.3229166667
DC-PPO strict 1+5,25984000,25.984,404634.875,403428.8645833333
DC-PPO strict 1+5,26035200,26.0352,405588.75,404441.5
DC-PPO strict 1+5,26086400,26.0864,403100.875,403525.03125
DC-PPO strict 1+5,26137600,26.1376,401885.46875,401959.3229166667
DC-PPO strict 1+5,26188800,26.1888,400891.625,401307.65625
DC-PPO strict 1+5,26240000,26.24,401145.875,402535.25
DC-PPO strict 1+5,26291200,26.2912,405568.25,403726.28125
DC-PPO strict 1+5,26342400,26.3424,404464.71875,404936.9583333333
DC-PPO strict 1+5,26393600,26.3936,404777.90625,404711.65625
DC-PPO strict 1+5,26444800,26.4448,404892.34375,405069.9166666667
DC-PPO strict 1+5,26496000,26.496,405539.5,405798.6875
DC-PPO strict 1+5,26547200,26.5472,406964.21875,406606.8541666667
DC-PPO strict 1+5,26598400,26.5984,407316.84375,407476.1458333333
DC-PPO strict 1+5,26649600,26.6496,408147.375,407550.4479166667
DC-PPO strict 1+5,26700800,26.7008,407187.125,407616.3333333333
DC-PPO strict 1+5,26752000,26.752,407514.5,407048.5625
DC-PPO strict 1+5,26803200,26.8032,406444.0625,406606.03125
DC-PPO strict 1+5,26854400,26.8544,405859.53125,405956.03125
DC-PPO strict 1+5,26905600,26.9056,405564.5,404800.3854166667
DC-PPO strict 1+5,26956800,26.9568,402977.125,405393.3333333333
DC-PPO strict 1+5,27008000,27.008,407638.375,405491.4375
DC-PPO strict 1+5,27059200,27.0592,405858.8125,406236.0416666667
DC-PPO strict 1+5,27110400,27.1104,405210.9375,406166.5520833333
DC-PPO strict 1+5,27161600,27.1616,407429.90625,406346.9270833333
DC-PPO strict 1+5,27212800,27.2128,406399.9375,405661.25
DC-PPO strict 1+5,27264000,27.264,403153.90625,405685.2708333333
DC-PPO strict 1+5,27315200,27.3152,407501.96875,405375.2916666667
DC-PPO strict 1+5,27366400,27.3664,405470.0,406152.21875
DC-PPO strict 1+5,27417600,27.4176,405484.6875,405051.7708333333
DC-PPO strict 1+5,27468800,27.4688,404200.625,405346.0208333333
DC-PPO strict 1+5,27520000,27.52,406352.75,406602.0104166667
DC-PPO strict 1+5,27571200,27.5712,409252.65625,408142.71875
DC-PPO strict 1+5,27622400,27.6224,408822.75,408243.9375
DC-PPO strict 1+5,27673600,27.6736,406656.40625,406890.7083333333
DC-PPO strict 1+5,27724800,27.7248,405192.96875,406627.9375
DC-PPO strict 1+5,27776000,27.776,408034.4375,407599.1145833333
DC-PPO strict 1+5,27827200,27.8272,409569.9375,409356.7916666667
DC-PPO strict 1+5,27878400,27.8784,410466.0,409991.71875
DC-PPO strict 1+5,27929600,27.9296,409939.21875,409694.53125
DC-PPO strict 1+5,27980800,27.9808,408678.375,409232.7395833333
DC-PPO strict 1+5,28032000,28.032,409080.625,408785.46875
DC-PPO strict 1+5,28083200,28.0832,408597.40625,408379.4583333333
DC-PPO strict 1+5,28134400,28.1344,407460.34375,408007.5
DC-PPO strict 1+5,28185600,28.1856,407964.75,407112.15625
DC-PPO strict 1+5,28236800,28.2368,405911.375,408541.8645833333
DC-PPO strict 1+5,28288000,28.288,411749.46875,408305.4375
DC-PPO strict 1+5,28339200,28.3392,407255.46875,408763.125
DC-PPO strict 1+5,28390400,28.3904,407284.4375,406627.21875
DC-PPO strict 1+5,28441600,28.4416,405341.75,405605.4791666667
DC-PPO strict 1+5,28492800,28.4928,404190.25,404063.1666666667
DC-PPO strict 1+5,28544000,28.544,402657.5,402472.3645833333
DC-PPO strict 1+5,28595200,28.5952,400569.34375,399223.9791666667
DC-PPO strict 1+5,28646400,28.6464,394445.09375,397934.28125
DC-PPO strict 1+5,28697600,28.6976,398788.40625,397252.8333333333
DC-PPO strict 1+5,28748800,28.7488,398525.0,397819.375
DC-PPO strict 1+5,28800000,28.8,396144.71875,397579.34375
DC-PPO strict 1+5,28851200,28.8512,398068.3125,397789.1354166667
DC-PPO strict 1+5,28902400,28.9024,399154.375,398307.9270833333
DC-PPO strict 1+5,28953600,28.9536,397701.09375,399314.4895833333
DC-PPO strict 1+5,29004800,29.0048,401088.0,399616.7708333333
DC-PPO strict 1+5,29056000,29.056,400061.21875,401134.3541666667
DC-PPO strict 1+5,29107200,29.1072,402253.84375,401637.3958333333
DC-PPO strict 1+5,29158400,29.1584,402597.125,401800.4583333333
DC-PPO strict 1+5,29209600,29.2096,400550.40625,401075.6875
DC-PPO strict 1+5,29260800,29.2608,400079.53125,399822.5625
DC-PPO strict 1+5,29312000,29.312,398837.75,400430.46875
DC-PPO strict 1+5,29363200,29.3632,402374.125,401054.1354166667
DC-PPO strict 1+5,29414400,29.4144,401950.53125,402135.3541666667
DC-PPO strict 1+5,29465600,29.4656,402081.40625,401665.9270833333
DC-PPO strict 1+5,29516800,29.5168,400965.84375,401378.5
DC-PPO strict 1+5,29568000,29.568,401088.25,401565.4583333333
DC-PPO strict 1+5,29619200,29.6192,402642.28125,401826.7604166667
DC-PPO strict 1+5,29670400,29.6704,401749.75,402450.1770833333
DC-PPO strict 1+5,29721600,29.7216,402958.5,402574.8333333333
DC-PPO strict 1+5,29772800,29.7728,403016.25,402258.8229166667
DC-PPO strict 1+5,29824000,29.824,400801.71875,403073.875
DC-PPO strict 1+5,29875200,29.8752,405403.65625,403723.6666666667
DC-PPO strict 1+5,29926400,29.9264,404965.625,405877.2916666667
DC-PPO strict 1+5,29977600,29.9776,407262.59375,406137.625
DC-PPO strict 1+5,30028800,30.0288,406184.65625,405748.6979166667
DC-PPO strict 1+5,30080000,30.08,403798.84375,405586.625
DC-PPO strict 1+5,30131200,30.1312,406776.375,406414.6145833333
DC-PPO strict 1+5,30182400,30.1824,408668.625,407215.7291666667
DC-PPO strict 1+5,30233600,30.2336,406202.1875,407337.4166666667
DC-PPO strict 1+5,30284800,30.2848,407141.4375,406111.2708333333
DC-PPO strict 1+5,30336000,30.336,404990.1875,405718.7708333333
DC-PPO strict 1+5,30387200,30.3872,405024.6875,407513.71875
DC-PPO strict 1+5,30438400,30.4384,412526.28125,410109.75
DC-PPO strict 1+5,30489600,30.4896,412778.28125,413352.3958333333
DC-PPO strict 1+5,30540800,30.5408,414752.625,414072.8333333333
DC-PPO strict 1+5,30592000,30.592,414687.59375,413717.5625
DC-PPO strict 1+5,30643200,30.6432,411712.46875,413014.78125
DC-PPO strict 1+5,30694400,30.6944,412644.28125,412708.21875
DC-PPO strict 1+5,30745600,30.7456,413767.90625,414157.4166666667
DC-PPO strict 1+5,30796800,30.7968,416060.0625,415446.125
DC-PPO strict 1+5,30848000,30.848,416510.40625,416045.8958333333
DC-PPO strict 1+5,30899200,30.8992,415567.21875,415579.1666666667
DC-PPO strict 1+5,30950400,30.9504,414659.875,416491.4895833333
DC-PPO strict 1+5,31001600,31.0016,419247.375,417566.125
DC-PPO strict 1+5,31052800,31.0528,418791.125,418917.6770833333
DC-PPO strict 1+5,31104000,31.104,418714.53125,419125.2916666667
DC-PPO strict 1+5,31155200,31.1552,419870.21875,420165.65625
DC-PPO strict 1+5,31206400,31.2064,421912.21875,420211.25
DC-PPO strict 1+5,31257600,31.2576,418851.3125,420269.9375
DC-PPO strict 1+5,31308800,31.3088,420046.28125,419395.3229166667
DC-PPO strict 1+5,31360000,31.36,419288.375,419056.0
DC-PPO strict 1+5,31411200,31.4112,417833.34375,416925.2916666667
DC-PPO strict 1+5,31462400,31.4624,413654.15625,415288.0729166667
DC-PPO strict 1+5,31513600,31.5136,414376.71875,413830.9791666667
DC-PPO strict 1+5,31564800,31.5648,413462.0625,413143.9583333333
DC-PPO strict 1+5,31616000,31.616,411593.09375,412648.8541666667
DC-PPO strict 1+5,31667200,31.6672,412891.40625,412463.2395833333
DC-PPO strict 1+5,31718400,31.7184,412905.21875,412658.0
DC-PPO strict 1+5,31769600,31.7696,412177.375,412610.2604166667
DC-PPO strict 1+5,31820800,31.8208,412748.1875,412940.1875
DC-PPO strict 1+5,31872000,31.872,413895.0,413741.0729166667
DC-PPO strict 1+5,31923200,31.9232,414580.03125,415120.8333333333
DC-PPO strict 1+5,31974400,31.9744,416887.46875,415115.21875
DC-PPO strict 1+5,32025600,32.0256,413878.15625,415832.46875
DC-PPO strict 1+5,32076800,32.0768,416731.78125,415187.84375
DC-PPO strict 1+5,32128000,32.128,414953.59375,415605.75
DC-PPO strict 1+5,32179200,32.1792,415131.875,414170.15625
DC-PPO strict 1+5,32230400,32.2304,412425.0,415069.6458333333
DC-PPO strict 1+5,32281600,32.2816,417652.0625,415098.4166666667
DC-PPO strict 1+5,32332800,32.3328,415218.1875,415756.7395833333
DC-PPO strict 1+5,32384000,32.384,414399.96875,414533.3333333333
DC-PPO strict 1+5,32435200,32.4352,413981.84375,414174.2916666667
DC-PPO strict 1+5,32486400,32.4864,414141.0625,414677.4479166667
DC-PPO strict 1+5,32537600,32.5376,415909.4375,415005.6875
DC-PPO strict 1+5,32588800,32.5888,414966.5625,415970.2604166667
DC-PPO strict 1+5,32640000,32.64,417034.78125,417431.5416666667
DC-PPO strict 1+5,32691200,32.6912,420293.28125,418023.8958333333
DC-PPO strict 1+5,32742400,32.7424,416743.625,418917.5729166667
DC-PPO strict 1+5,32793600,32.7936,419715.8125,418974.53125
DC-PPO strict 1+5,32844800,32.8448,420464.15625,420470.4791666667
DC-PPO strict 1+5,32896000,32.896,421231.46875,419641.0833333333
DC-PPO strict 1+5,32947200,32.9472,417227.625,419342.75
DC-PPO strict 1+5,32998400,32.9984,419569.15625,418181.5833333333
DC-PPO strict 1+5,33049600,33.0496,417747.96875,418542.40625
DC-PPO strict 1+5,33100800,33.1008,418310.09375,418038.4375
DC-PPO strict 1+5,33152000,33.152,418057.25,418589.7083333333
DC-PPO strict 1+5,33203200,33.2032,419401.78125,419634.75
DC-PPO strict 1+5,33254400,33.2544,421445.21875,419905.9479166667
DC-PPO strict 1+5,33305600,33.3056,418870.84375,419489.8645833333
DC-PPO strict 1+5,33356800,33.3568,418153.53125,418071.25
DC-PPO strict 1+5,33408000,33.408,417189.375,418329.7916666667
DC-PPO strict 1+5,33459200,33.4592,419646.46875,420490.625
DC-PPO strict 1+5,33510400,33.5104,424636.03125,422940.0833333333
DC-PPO strict 1+5,33561600,33.5616,424537.75,423860.2395833333
DC-PPO strict 1+5,33612800,33.6128,422406.9375,422141.5
DC-PPO strict 1+5,33664000,33.664,419479.8125,421664.0833333333
DC-PPO strict 1+5,33715200,33.7152,423105.5,421701.53125
DC-PPO strict 1+5,33766400,33.7664,422519.28125,422796.5208333333
DC-PPO strict 1+5,33817600,33.8176,422764.78125,422917.875
DC-PPO strict 1+5,33868800,33.8688,423469.5625,423365.75
