series,environment_steps,environment_steps_million,raw_value,three_point_smoothed_value
DC-PPO strict 1+5,62006400,62.0064,450433.25,451292.0729166667
DC-PPO strict 1+5,62057600,62.0576,451267.46875,451919.03125
DC-PPO strict 1+5,62108800,62.1088,454056.375,453221.0833333333
DC-PPO strict 1+5,62160000,62.16,454339.40625,453241.3125
DC-PPO strict 1+5,62211200,62.2112,451328.15625,452850.25
DC-PPO strict 1+5,62262400,62.2624,452883.1875,451711.0520833333
DC-PPO strict 1+5,62313600,62.3136,450921.8125,451262.4895833333
DC-PPO strict 1+5,62364800,62.3648,449982.46875,450057.9479166667
DC-PPO strict 1+5,62416000,62.416,449269.5625,449392.7916666667
DC-PPO strict 1+5,62467200,62.4672,448926.34375,449479.3958333333
DC-PPO strict 1+5,62518400,62.5184,450242.28125,449682.8645833333
DC-PPO strict 1+5,62569600,62.5696,449879.96875,449721.0625
DC-PPO strict 1+5,62620800,62.6208,449040.9375,448936.53125
DC-PPO strict 1+5,62672000,62.672,447888.6875,448933.4479166667
DC-PPO strict 1+5,62723200,62.7232,449870.71875,449330.5833333333
DC-PPO strict 1+5,62774400,62.7744,450232.34375,450660.6875
DC-PPO strict 1+5,62825600,62.8256,451879.0,450640.9895833333
DC-PPO strict 1+5,62876800,62.8768,449811.625,449609.8854166667
DC-PPO strict 1+5,62928000,62.928,447139.03125,448972.7916666667
DC-PPO strict 1+5,62979200,62.9792,449967.71875,449889.4166666667
DC-PPO strict 1+5,63030400,63.0304,452561.5,451729.09375
DC-PPO strict 1+5,63081600,63.0816,452658.0625,451604.5104166667
DC-PPO strict 1+5,63132800,63.1328,449593.96875,451156.5416666667
DC-PPO strict 1+5,63184000,63.184,451217.59375,449924.1145833333
DC-PPO strict 1+5,63235200,63.2352,448960.78125,449847.5833333333
DC-PPO strict 1+5,63286400,63.2864,449364.375,448729.53125
DC-PPO strict 1+5,63337600,63.3376,447863.4375,448952.0416666667
DC-PPO strict 1+5,63388800,63.3888,449628.3125,449361.9479166667
DC-PPO strict 1+5,63440000,63.44,450594.09375,450323.9791666667
DC-PPO strict 1+5,63491200,63.4912,450749.53125,451281.0
DC-PPO strict 1+5,63542400,63.5424,452499.375,452271.0833333333
DC-PPO strict 1+5,63593600,63.5936,453564.34375,452571.6979166667
DC-PPO strict 1+5,63644800,63.6448,451651.375,453274.5416666667
DC-PPO strict 1+5,63696000,63.696,454607.90625,452970.8854166667
DC-PPO strict 1+5,63747200,63.7472,452653.375,452782.90625
DC-PPO strict 1+5,63798400,63.7984,451087.4375,452602.21875
DC-PPO strict 1+5,63849600,63.8496,454065.84375,453622.2291666667
DC-PPO strict 1+5,63900800,63.9008,455713.40625,456347.1875
DC-PPO strict 1+5,63952000,63.952,459262.3125,457881.5
DC-PPO strict 1+5,64003200,64.0032,458668.78125,458849.5
DC-PPO strict 1+5,64054400,64.0544,458617.40625,458721.1458333333
DC-PPO strict 1+5,64105600,64.1056,458877.25,458018.1354166667
DC-PPO strict 1+5,64156800,64.1568,456559.75,457552.5416666667
DC-PPO strict 1+5,64208000,64.208,457220.625,457254.78125
DC-PPO strict 1+5,64259200,64.2592,457983.96875,457793.65625
DC-PPO strict 1+5,64310400,64.3104,458176.375,458821.0729166667
DC-PPO strict 1+5,64361600,64.3616,460302.875,459086.2291666667
DC-PPO strict 1+5,64412800,64.4128,458779.4375,459292.6979166667
DC-PPO strict 1+5,64464000,64.464,458795.78125,459243.5729166667
DC-PPO strict 1+5,64515200,64.5152,460155.5,459614.1458333333
DC-PPO strict 1+5,64566400,64.5664,459891.15625,460730.7395833333
DC-PPO strict 1+5,64617600,64.6176,462145.5625,461580.5
DC-PPO strict 1+5,64668800,64.6688,462704.78125,462885.78125
DC-PPO strict 1+5,64720000,64.72,463807.0,463657.9270833333
DC-PPO strict 1+5,64771200,64.7712,464462.0,464223.875
DC-PPO strict 1+5,64822400,64.8224,464402.625,464818.8020833333
DC-PPO strict 1+5,64873600,64.8736,465591.78125,463916.4375
DC-PPO strict 1+5,64924800,64.9248,461754.90625,463937.1979166667
DC-PPO strict 1+5,64976000,64.976,464464.90625,463608.09375
DC-PPO strict 1+5,65027200,65.0272,464604.46875,464061.3333333333
DC-PPO strict 1+5,65078400,65.0784,463114.625,462677.3541666667
DC-PPO strict 1+5,65129600,65.1296,460312.96875,461783.3229166667
DC-PPO strict 1+5,65180800,65.1808,461922.375,461619.0208333333
DC-PPO strict 1+5,65232000,65.232,462621.71875,462191.3020833333
DC-PPO strict 1+5,65283200,65.2832,462029.8125,461453.2083333333
DC-PPO strict 1+5,65334400,65.3344,459708.09375,460329.6145833333
DC-PPO strict 1+5,65385600,65.3856,459250.9375,460054.7395833333
DC-PPO strict 1+5,65436800,65.4368,461205.1875,460304.0625
DC-PPO strict 1+5,65488000,65.488,460456.0625,460063.21875
DC-PPO strict 1+5,65539200,65.5392,458528.40625,458734.2395833333
DC-PPO strict 1+5,65590400,65.5904,457218.25,456878.2291666667
DC-PPO strict 1+5,65641600,65.6416,454888.03125,455806.7916666667
DC-PPO strict 1+5,65692800,65.6928,455314.09375,455324.7083333333
DC-PPO strict 1+5,65744000,65.744,455772.0,454519.0833333333
DC-PPO strict 1+5,65795200,65.7952,452471.15625,453383.34375
DC-PPO strict 1+5,65846400,65.8464,451906.875,452104.9791666667
DC-PPO strict 1+5,65897600,65.8976,451936.90625,452631.3541666667
DC-PPO strict 1+5,65948800,65.9488,454050.28125,452581.3645833333
DC-PPO strict 1+5,66000000,66.0,451756.90625,452069.0
DC-PPO strict 1+5,66051200,66.0512,450399.8125,451745.28125
DC-PPO strict 1+5,66102400,66.1024,453079.125,452121.3645833333
DC-PPO strict 1+5,66153600,66.1536,452885.15625,453004.3541666667
DC-PPO strict 1+5,66204800,66.2048,453048.78125,453048.59375
DC-PPO strict 1+5,66256000,66.256,453211.84375,453635.8541666667
DC-PPO strict 1+5,66307200,66.3072,454646.9375,454337.4270833333
DC-PPO strict 1+5,66358400,66.3584,455153.5,454724.21875
DC-PPO strict 1+5,66409600,66.4096,454372.21875,454426.0520833333
DC-PPO strict 1+5,66460800,66.4608,453752.4375,454294.0208333333
DC-PPO strict 1+5,66512000,66.512,454757.40625,454000.1145833333
DC-PPO strict 1+5,66563200,66.5632,453490.5,453724.6041666667
DC-PPO strict 1+5,66614400,66.6144,452925.90625,452230.5729166667
DC-PPO strict 1+5,66665600,66.6656,450275.3125,451358.3125
DC-PPO strict 1+5,66716800,66.7168,450873.71875,451538.9166666667
DC-PPO strict 1+5,66768000,66.768,453467.71875,452573.7916666667
DC-PPO strict 1+5,66819200,66.8192,453379.9375,453340.65625
DC-PPO strict 1+5,66870400,66.8704,453174.3125,453598.0208333333
DC-PPO strict 1+5,66921600,66.9216,454239.8125,453584.5520833333
DC-PPO strict 1+5,66972800,66.9728,453339.53125,453639.6979166667
DC-PPO strict 1+5,67024000,67.024,453339.75,452255.8645833333
DC-PPO strict 1+5,67075200,67.0752,450088.3125,451537.0416666667
DC-PPO strict 1+5,67126400,67.1264,451183.0625,450807.8541666667
DC-PPO strict 1+5,67177600,67.1776,451152.1875,451367.625
DC-PPO strict 1+5,67228800,67.2288,451767.625,451699.84375
DC-PPO strict 1+5,67280000,67.28,452179.71875,451967.40625
DC-PPO strict 1+5,67331200,67.3312,451954.875,452596.5833333333
DC-PPO strict 1+5,67382400,67.3824,453655.15625,453444.7395833333
DC-PPO strict 1+5,67433600,67.4336,454724.1875,454577.8541666667
DC-PPO strict 1+5,67484800,67.4848,455354.21875,454811.7291666667
DC-PPO strict 1+5,67536000,67.536,454356.78125,454635.3229166667
DC-PPO strict 1+5,67587200,67.5872,454194.96875,454510.2916666667
DC-PPO strict 1+5,67638400,67.6384,454979.125,454286.9791666667
DC-PPO strict 1+5,67689600,67.6896,453686.84375,454014.5416666667
DC-PPO strict 1+5,67740800,67.7408,453377.65625,453460.1354166667
DC-PPO strict 1+5,67792000,67.792,453315.90625,453357.6770833333
DC-PPO strict 1+5,67843200,67.8432,453379.46875,453317.3020833333
DC-PPO strict 1+5,67894400,67.8944,453256.53125,454028.3229166667
DC-PPO strict 1+5,67945600,67.9456,455448.96875,453984.5520833333
DC-PPO strict 1+5,67996800,67.9968,453248.15625,454679.96875
DC-PPO strict 1+5,68048000,68.048,455342.78125,454558.09375
DC-PPO strict 1+5,68099200,68.0992,455083.34375,455693.09375
DC-PPO strict 1+5,68150400,68.1504,456653.15625,455935.2604166667
DC-PPO strict 1+5,68201600,68.2016,456069.28125,456656.7916666667
DC-PPO strict 1+5,68252800,68.2528,457247.9375,457607.8125
DC-PPO strict 1+5,68304000,68.304,459506.21875,458032.9166666667
DC-PPO strict 1+5,68355200,68.3552,457344.59375,457947.40625
DC-PPO strict 1+5,68406400,68.4064,456991.40625,458212.0104166667
DC-PPO strict 1+5,68457600,68.4576,460300.03125,458920.21875
DC-PPO strict 1+5,68508800,68.5088,459469.21875,459124.8854166667
DC-PPO strict 1+5,68560000,68.56,457605.40625,458513.8958333333
DC-PPO strict 1+5,68611200,68.6112,458467.0625,457744.75
DC-PPO strict 1+5,68662400,68.6624,457161.78125,456322.4895833333
DC-PPO strict 1+5,68713600,68.7136,453338.625,454788.6041666667
DC-PPO strict 1+5,68764800,68.7648,453865.40625,453538.8333333333
DC-PPO strict 1+5,68816000,68.816,453412.46875,453632.7291666667
DC-PPO strict 1+5,68867200,68.8672,453620.3125,453149.0625
DC-PPO strict 1+5,68918400,68.9184,452414.40625,451944.3854166667
DC-PPO strict 1+5,68969600,68.9696,449798.4375,451453.2604166667
DC-PPO strict 1+5,69020800,69.0208,452146.9375,451620.6666666667
DC-PPO strict 1+5,69072000,69.072,452916.625,452595.0104166667
DC-PPO strict 1+5,69123200,69.1232,452721.46875,453393.3333333333
DC-PPO strict 1+5,69174400,69.1744,454541.90625,453566.3020833333
DC-PPO strict 1+5,69225600,69.2256,453435.53125,453745.3854166667
DC-PPO strict 1+5,69276800,69.2768,453258.71875,453709.7708333333
DC-PPO strict 1+5,69328000,69.328,454435.0625,455008.9479166667
DC-PPO strict 1+5,69379200,69.3792,457333.0625,456357.375
DC-PPO strict 1+5,69430400,69.4304,457304.0,456309.4166666667
DC-PPO strict 1+5,69481600,69.4816,454291.1875,454914.4270833333
DC-PPO strict 1+5,69532800,69.5328,453148.09375,453592.46875
DC-PPO strict 1+5,69584000,69.584,453338.125,453724.15625
DC-PPO strict 1+5,69635200,69.6352,454686.25,453714.7708333333
DC-PPO strict 1+5,69686400,69.6864,453119.9375,454926.1458333333
DC-PPO strict 1+5,69737600,69.7376,456972.25,455618.0208333333
DC-PPO strict 1+5,69788800,69.7888,456761.875,456741.78125
DC-PPO strict 1+5,69840000,69.84,456491.21875,456977.4583333333
DC-PPO strict 1+5,69891200,69.8912,457679.28125,457007.2604166667
DC-PPO strict 1+5,69942400,69.9424,456851.28125,457138.8020833333
DC-PPO strict 1+5,69993600,69.9936,456885.84375,456521.7291666667
DC-PPO strict 1+5,70044800,70.0448,455828.0625,456383.96875
DC-PPO strict 1+5,70096000,70.096,456438.0,456854.9583333333
DC-PPO strict 1+5,70147200,70.1472,458298.8125,456684.9166666667
DC-PPO strict 1+5,70198400,70.1984,455317.9375,456060.03125
DC-PPO strict 1+5,70249600,70.2496,454563.34375,455252.8333333333
DC-PPO strict 1+5,70300800,70.3008,455877.21875,455301.40625
DC-PPO strict 1+5,70352000,70.352,455463.65625,455431.4895833333
DC-PPO strict 1+5,70403200,70.4032,454953.59375,454949.09375
DC-PPO strict 1+5,70454400,70.4544,454430.03125,455078.2604166667
DC-PPO strict 1+5,70505600,70.5056,455851.15625,455837.8854166667
DC-PPO strict 1+5,70556800,70.5568,457232.46875,458045.9270833333
DC-PPO strict 1+5,70608000,70.608,461054.15625,459840.5416666667
DC-PPO strict 1+5,70659200,70.6592,461235.0,461742.71875
DC-PPO strict 1+5,70710400,70.7104,462939.0,461540.1458333333
DC-PPO strict 1+5,70761600,70.7616,460446.4375,461697.6770833333
DC-PPO strict 1+5,70812800,70.8128,461707.59375,460645.3854166667
DC-PPO strict 1+5,70864000,70.864,459782.125,460389.9479166667
DC-PPO strict 1+5,70915200,70.9152,459680.125,459839.2916666667
DC-PPO strict 1+5,70966400,70.9664,460055.625,459746.875
DC-PPO strict 1+5,71017600,71.0176,459504.875,459605.2916666667
DC-PPO strict 1+5,71068800,71.0688,459255.375,458673.4166666667
DC-PPO strict 1+5,71120000,71.12,457260.0,457251.1145833333
DC-PPO strict 1+5,71171200,71.1712,455237.96875,455903.0729166667
DC-PPO strict 1+5,71222400,71.2224,455211.25,455521.4375
DC-PPO strict 1+5,71273600,71.2736,456115.09375,455932.90625
DC-PPO strict 1+5,71324800,71.3248,456472.375,455706.15625
DC-PPO strict 1+5,71376000,71.376,454531.0,455385.4583333333
DC-PPO strict 1+5,71427200,71.4272,455153.0,454541.25
DC-PPO strict 1+5,71478400,71.4784,453939.75,454845.4479166667
DC-PPO strict 1+5,71529600,71.5296,455443.59375,455333.65625
DC-PPO strict 1+5,71580800,71.5808,456617.625,455910.7916666667
DC-PPO strict 1+5,71632000,71.632,455671.15625,456405.2916666667
DC-PPO strict 1+5,71683200,71.6832,456927.09375,456169.6145833333
DC-PPO strict 1+5,71734400,71.7344,455910.59375,456579.0208333333
DC-PPO strict 1+5,71785600,71.7856,456899.375,455583.0729166667
DC-PPO strict 1+5,71836800,71.8368,453939.25,455608.8125
DC-PPO strict 1+5,71888000,71.888,455987.8125,455288.7916666667
DC-PPO strict 1+5,71939200,71.9392,455939.3125,455519.4479166667
DC-PPO strict 1+5,71990400,71.9904,454631.21875,455879.2604166667
DC-PPO strict 1+5,72041600,72.0416,457067.25,455535.15625
DC-PPO strict 1+5,72092800,72.0928,454907.0,456539.3854166667
DC-PPO strict 1+5,72144000,72.144,457643.90625,455408.7395833333
DC-PPO strict 1+5,72195200,72.1952,453675.3125,455741.21875
DC-PPO strict 1+5,72246400,72.2464,455904.4375,454699.625
DC-PPO strict 1+5,72297600,72.2976,454519.125,455677.8125
DC-PPO strict 1+5,72348800,72.3488,456609.875,455769.8229166667
DC-PPO strict 1+5,72400000,72.4,456180.46875,456815.4479166667
DC-PPO strict 1+5,72451200,72.4512,457656.0,456605.46875
DC-PPO strict 1+5,72502400,72.5024,455979.9375,456743.3229166667
DC-PPO strict 1+5,72553600,72.5536,456594.03125,455995.84375
DC-PPO strict 1+5,72604800,72.6048,455413.5625,456054.46875
DC-PPO strict 1+5,72656000,72.656,456155.8125,455740.3020833333
DC-PPO strict 1+5,72707200,72.7072,455651.53125,456186.0208333333
DC-PPO strict 1+5,72758400,72.7584,456750.71875,456200.0729166667
DC-PPO strict 1+5,72809600,72.8096,456197.96875,455313.625
DC-PPO strict 1+5,72860800,72.8608,452992.1875,452956.3020833333
DC-PPO strict 1+5,72912000,72.912,449678.75,451788.1458333333
DC-PPO strict 1+5,72963200,72.9632,452693.5,450959.7083333333
DC-PPO strict 1+5,73014400,73.0144,450506.875,452202.8854166667
DC-PPO strict 1+5,73065600,73.0656,453408.28125,451312.6458333333
DC-PPO strict 1+5,73116800,73.1168,450022.78125,450912.15625
DC-PPO strict 1+5,73168000,73.168,449305.40625,450510.8333333333
DC-PPO strict 1+5,73219200,73.2192,452204.3125,450941.2604166667
DC-PPO strict 1+5,73270400,73.2704,451314.0625,451751.4791666667
DC-PPO strict 1+5,73321600,73.3216,451736.0625,450533.4166666667
DC-PPO strict 1+5,73372800,73.3728,448550.125,449366.2916666667
DC-PPO strict 1+5,73424000,73.424,447812.6875,447933.8333333333
DC-PPO strict 1+5,73475200,73.4752,447438.6875,448167.5625
DC-PPO strict 1+5,73526400,73.5264,449251.3125,448816.0729166667
DC-PPO strict 1+5,73577600,73.5776,449758.21875,449766.0104166667
DC-PPO strict 1+5,73628800,73.6288,450288.5,451355.7395833333
DC-PPO strict 1+5,73680000,73.68,454020.5,452787.2395833333
DC-PPO strict 1+5,73731200,73.7312,454052.71875,453745.4375
DC-PPO strict 1+5,73782400,73.7824,453163.09375,454149.3645833333
DC-PPO strict 1+5,73833600,73.8336,455232.28125,454717.9791666667
DC-PPO strict 1+5,73884800,73.8848,455758.5625,456029.90625
DC-PPO strict 1+5,73936000,73.936,457098.875,457144.1458333333
DC-PPO strict 1+5,73987200,73.9872,458575.0,458011.3125
DC-PPO strict 1+5,74038400,74.0384,458360.0625,459012.9270833333
DC-PPO strict 1+5,74089600,74.0896,460103.71875,458937.9583333333
DC-PPO strict 1+5,74140800,74.1408,458350.09375,458728.1770833333
DC-PPO strict 1+5,74192000,74.192,457730.71875,457784.7083333333
DC-PPO strict 1+5,74243200,74.2432,457273.3125,457552.5
DC-PPO strict 1+5,74294400,74.2944,457653.46875,457269.7291666667
DC-PPO strict 1+5,74345600,74.3456,456882.40625,457335.2916666667
DC-PPO strict 1+5,74396800,74.3968,457470.0,456875.96875
DC-PPO strict 1+5,74448000,74.448,456275.5,456782.2083333333
DC-PPO strict 1+5,74499200,74.4992,456601.125,455766.375
DC-PPO strict 1+5,74550400,74.5504,454422.5,455135.1458333333
DC-PPO strict 1+5,74601600,74.6016,454381.8125,453855.5833333333
DC-PPO strict 1+5,74652800,74.6528,452762.4375,453629.4375
DC-PPO strict 1+5,74704000,74.704,453744.0625,453455.0729166667
DC-PPO strict 1+5,74755200,74.7552,453858.71875,454678.0208333333
DC-PPO strict 1+5,74806400,74.8064,456431.28125,455111.96875
DC-PPO strict 1+5,74857600,74.8576,455045.90625,455689.8333333333
DC-PPO strict 1+5,74908800,74.9088,455592.3125,456006.2708333333
DC-PPO strict 1+5,74960000,74.96,457380.59375,456309.9375
DC-PPO strict 1+5,75011200,75.0112,455956.90625,456377.0833333333
DC-PPO strict 1+5,75062400,75.0624,455793.75,456178.1354166667
DC-PPO strict 1+5,75113600,75.1136,456783.75,455678.625
DC-PPO strict 1+5,75164800,75.1648,454458.375,454475.2604166667
DC-PPO strict 1+5,75216000,75.216,452183.65625,452989.8229166667
DC-PPO strict 1+5,75267200,75.2672,452327.4375,451870.5208333333
DC-PPO strict 1+5,75318400,75.3184,451100.46875,452423.5833333333
DC-PPO strict 1+5,75369600,75.3696,453842.84375,453038.625
DC-PPO strict 1+5,75420800,75.4208,454172.5625,455265.5520833333
DC-PPO strict 1+5,75472000,75.472,457781.25,455466.9479166667
DC-PPO strict 1+5,75523200,75.5232,454447.03125,455626.3645833333
DC-PPO strict 1+5,75574400,75.5744,454650.8125,454920.9166666667
DC-PPO strict 1+5,75625600,75.6256,455664.90625,455834.90625
DC-PPO strict 1+5,75676800,75.6768,457189.0,455387.2604166667
DC-PPO strict 1+5,75728000,75.728,453307.875,454866.4270833333
DC-PPO strict 1+5,75779200,75.7792,454102.40625,453818.3229166667
DC-PPO strict 1+5,75830400,75.8304,454044.6875,453508.21875
DC-PPO strict 1+5,75881600,75.8816,452377.5625,453051.8020833333
DC-PPO strict 1+5,75932800,75.9328,452733.15625,452861.375
DC-PPO strict 1+5,75984000,75.984,453473.40625,453774.6770833333
DC-PPO strict 1+5,76035200,76.0352,455117.46875,453929.4166666667
DC-PPO strict 1+5,76086400,76.0864,453197.375,453907.3958333333
DC-PPO strict 1+5,76137600,76.1376,453407.34375,454029.78125
DC-PPO strict 1+5,76188800,76.1888,455484.625,455266.3125
DC-PPO strict 1+5,76240000,76.24,456906.96875,455744.6666666667
DC-PPO strict 1+5,76291200,76.2912,454842.40625,456143.78125
DC-PPO strict 1+5,76342400,76.3424,456681.96875,455946.3020833333
DC-PPO strict 1+5,76393600,76.3936,456314.53125,456369.34375
DC-PPO strict 1+5,76444800,76.4448,456111.53125,456484.5729166667
DC-PPO strict 1+5,76496000,76.496,457027.65625,456687.3229166667
DC-PPO strict 1+5,76547200,76.5472,456922.78125,457163.6666666667
DC-PPO strict 1+5,76598400,76.5984,457540.5625,457764.03125
DC-PPO strict 1+5,76649600,76.6496,458828.75,458083.1458333333
DC-PPO strict 1+5,76700800,76.7008,457880.125,457931.1458333333
DC-PPO strict 1+5,76752000,76.752,457084.5625,457722.8333333333
DC-PPO strict 1+5,76803200,76.8032,458203.8125,457002.75
DC-PPO strict 1+5,76854400,76.8544,455719.875,456819.8333333333
DC-PPO strict 1+5,76905600,76.9056,456535.8125,455377.0
DC-PPO strict 1+5,76956800,76.9568,453875.3125,456057.9479166667
DC-PPO strict 1+5,77008000,77.008,457762.71875,456052.1666666667
DC-PPO strict 1+5,77059200,77.0592,456518.46875,456404.3958333333
DC-PPO strict 1+5,77110400,77.1104,454932.0,455706.0104166667
DC-PPO strict 1+5,77161600,77.1616,455667.5625,454874.7708333333
DC-PPO strict 1+5,77212800,77.2128,454024.75,454659.0520833333
DC-PPO strict 1+5,77264000,77.264,454284.84375,455065.1770833333
DC-PPO strict 1+5,77315200,77.3152,456885.9375,456066.71875
DC-PPO strict 1+5,77366400,77.3664,457029.375,456371.2708333333
DC-PPO strict 1+5,77417600,77.4176,455198.5,455796.5416666667
DC-PPO strict 1+5,77468800,77.4688,455161.75,455290.6770833333
DC-PPO strict 1+5,77520000,77.52,455511.78125,456008.9270833333
DC-PPO strict 1+5,77571200,77.5712,457353.25,456073.09375
DC-PPO strict 1+5,77622400,77.6224,455354.25,455974.1354166667
DC-PPO strict 1+5,77673600,77.6736,455214.90625,455342.2083333333
DC-PPO strict 1+5,77724800,77.7248,455457.46875,455024.1979166667
DC-PPO strict 1+5,77776000,77.776,454400.21875,455032.875
DC-PPO strict 1+5,77827200,77.8272,455240.9375,454614.3958333333
DC-PPO strict 1+5,77878400,77.8784,454202.03125,454115.1354166667
DC-PPO strict 1+5,77929600,77.9296,452902.4375,452778.0208333333
DC-PPO strict 1+5,77980800,77.9808,451229.59375,451953.9791666667
DC-PPO strict 1+5,78032000,78.032,451729.90625,451373.6354166667
DC-PPO strict 1+5,78083200,78.0832,451161.40625,451222.0729166667
DC-PPO strict 1+5,78134400,78.1344,450774.90625,450789.8125
DC-PPO strict 1+5,78185600,78.1856,450433.125,450840.0729166667
DC-PPO strict 1+5,78236800,78.2368,451312.1875,451293.9895833333
DC-PPO strict 1+5,78288000,78.288,452136.65625,451785.40625
DC-PPO strict 1+5,78339200,78.3392,451907.375,451254.3333333333
DC-PPO strict 1+5,78390400,78.3904,449718.96875,451505.78125
DC-PPO strict 1+5,78441600,78.4416,452891.0,451837.7395833333
DC-PPO strict 1+5,78492800,78.4928,452903.25,452948.5625
DC-PPO strict 1+5,78544000,78.544,453051.4375,453770.90625
DC-PPO strict 1+5,78595200,78.5952,455358.03125,453984.9166666667
DC-PPO strict 1+5,78646400,78.6464,453545.28125,454360.5
DC-PPO strict 1+5,78697600,78.6976,454178.1875,453629.5625
DC-PPO strict 1+5,78748800,78.7488,453165.21875,453992.5520833333
DC-PPO strict 1+5,78800000,78.8,454634.25,453489.15625
DC-PPO strict 1+5,78851200,78.8512,452668.0,452843.5104166667
DC-PPO strict 1+5,78902400,78.9024,451228.28125,452315.3229166667
DC-PPO strict 1+5,78953600,78.9536,453049.6875,452640.46875
DC-PPO strict 1+5,79004800,79.0048,453643.4375,452702.1770833333
DC-PPO strict 1+5,79056000,79.056,451413.40625,452373.4166666667
DC-PPO strict 1+5,79107200,79.1072,452063.40625,451636.3958333333
DC-PPO strict 1+5,79158400,79.1584,451432.375,450898.3958333333
DC-PPO strict 1+5,79209600,79.2096,449199.40625,450160.1979166667
DC-PPO strict 1+5,79260800,79.2608,449848.8125,450476.15625
DC-PPO strict 1+5,79312000,79.312,452380.25,450772.6666666667
DC-PPO strict 1+5,79363200,79.3632,450088.9375,451808.78125
DC-PPO strict 1+5,79414400,79.4144,452957.15625,451948.8541666667
DC-PPO strict 1+5,79465600,79.4656,452800.46875,453611.5416666667
DC-PPO strict 1+5,79516800,79.5168,455077.0,454084.3541666667
DC-PPO strict 1+5,79568000,79.568,454375.59375,454703.40625
DC-PPO strict 1+5,79619200,79.6192,454657.625,454019.1354166667
DC-PPO strict 1+5,79670400,79.6704,453024.1875,454656.7083333333
DC-PPO strict 1+5,79721600,79.7216,456288.3125,455308.1354166667
DC-PPO strict 1+5,79772800,79.7728,456611.90625,456252.1145833333
DC-PPO strict 1+5,79824000,79.824,455856.125,456575.0208333333
DC-PPO strict 1+5,79875200,79.8752,457257.03125,456640.3333333333
DC-PPO strict 1+5,79926400,79.9264,456807.84375,457441.2395833333
DC-PPO strict 1+5,79977600,79.9776,458258.84375,457257.3958333333
DC-PPO strict 1+5,80028800,80.0288,456705.5,456465.9791666667
DC-PPO strict 1+5,80080000,80.08,454433.59375,455876.2604166667
DC-PPO strict 1+5,80131200,80.1312,456489.6875,456904.3854166667
DC-PPO strict 1+5,80182400,80.1824,459789.875,458820.0729166667
DC-PPO strict 1+5,80233600,80.2336,460180.65625,460043.2604166667
DC-PPO strict 1+5,80284800,80.2848,460159.25,459544.1875
DC-PPO strict 1+5,80336000,80.336,458292.65625,459263.2083333333
DC-PPO strict 1+5,80387200,80.3872,459337.71875,458892.25
DC-PPO strict 1+5,80438400,80.4384,459046.375,459689.1770833333
DC-PPO strict 1+5,80489600,80.4896,460683.4375,460417.9375
DC-PPO strict 1+5,80540800,80.5408,461524.0,462284.3229166667
DC-PPO strict 1+5,80592000,80.592,464645.53125,462985.2604166667
DC-PPO strict 1+5,80643200,80.6432,462786.25,463850.53125
DC-PPO strict 1+5,80694400,80.6944,464119.8125,463844.3125
DC-PPO strict 1+5,80745600,80.7456,464626.875,464453.7395833333
DC-PPO strict 1+5,80796800,80.7968,464614.53125,464167.3020833333
DC-PPO strict 1+5,80848000,80.848,463260.5,463368.7916666667
DC-PPO strict 1+5,80899200,80.8992,462231.34375,462561.6666666667
DC-PPO strict 1+5,80950400,80.9504,462193.15625,463270.0729166667
DC-PPO strict 1+5,81001600,81.0016,465385.71875,463786.25
DC-PPO strict 1+5,81052800,81.0528,463779.875,464692.0208333333
DC-PPO strict 1+5,81104000,81.104,464910.46875,464740.8854166667
DC-PPO strict 1+5,81155200,81.1552,465532.3125,464383.5520833333
DC-PPO strict 1+5,81206400,81.2064,462707.875,463880.7291666667
DC-PPO strict 1+5,81257600,81.2576,463402.0,462521.1145833333
DC-PPO strict 1+5,81308800,81.3088,461453.46875,462076.9583333333
DC-PPO strict 1+5,81360000,81.36,461375.40625,461468.1041666667
DC-PPO strict 1+5,81411200,81.4112,461575.4375,461652.84375
DC-PPO strict 1+5,81462400,81.4624,462007.6875,461787.6770833333
DC-PPO strict 1+5,81513600,81.5136,461779.90625,462633.6354166667
DC-PPO strict 1+5,81564800,81.5648,464113.3125,462903.1145833333
DC-PPO strict 1+5,81616000,81.616,462816.125,463984.2604166667
DC-PPO strict 1+5,81667200,81.6672,465023.34375,464298.2708333333
DC-PPO strict 1+5,81718400,81.7184,465055.34375,465874.2604166667
DC-PPO strict 1+5,81769600,81.7696,467544.09375,466909.7916666667
DC-PPO strict 1+5,81820800,81.8208,468129.9375,467544.125
DC-PPO strict 1+5,81872000,81.872,466958.34375,468117.8854166667
DC-PPO strict 1+5,81923200,81.9232,469265.375,468171.6458333333
DC-PPO strict 1+5,81974400,81.9744,468291.21875,468174.59375
DC-PPO strict 1+5,82025600,82.0256,466967.1875,466496.28125
DC-PPO strict 1+5,82076800,82.0768,464230.4375,465113.3229166667
DC-PPO strict 1+5,82128000,82.128,464142.34375,463734.2083333333
DC-PPO strict 1+5,82179200,82.1792,462829.84375,463059.875
DC-PPO strict 1+5,82230400,82.2304,462207.4375,462234.9583333333
DC-PPO strict 1+5,82281600,82.2816,461667.59375,462370.1041666667
DC-PPO strict 1+5,82332800,82.3328,463235.28125,462398.8958333333
DC-PPO strict 1+5,82384000,82.384,462293.8125,462668.3541666667
DC-PPO strict 1+5,82435200,82.4352,462475.96875,462221.5
